Station code,Name of the station,srcYear,srcStateName,Minimum temperature for river water,Maximum temperature for river water,Minimum value of dissolved oxygen,Maximum value of dissolved oxygen,Minimum potential of Hydrogen value in river water,Maximum potential of Hydrogen value in river water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum of Nitrate N + Nitrite N required for river water,Maximum of Nitrate N + Nitrite N required for river water,Minimum of Faecal Coliforms required for river water,Maximum  of Faecal Coliforms required for river water,Minimum coliform required for river water,Maximum coliform required for river water,YearCode,Year
2234,"RANGA NADI D/S OF HYDEL PROJECT, ASSAM",2018,ASSAM,20,30,5.6,7.5,6.5,8.2,55,120,1,3.4,0.1,1.7,2,1400,2,2300,2018,"Calendar Year (Jan - Dec), 2018"
2236,"KAPILI RIVER AT DHARMTUL BRIDGE, NH31, NAGAON, AS",2018,ASSAM,22,33,2.1,8.5,6.1,7.6,20,80,1.2,2.8,0.1,1.4,2,1500,360,4300,2018,"Calendar Year (Jan - Dec), 2018"
2238,"BEKI RIVER AT NH37 CROSSING AT BARPETA ROAD, ASSA",2018,ASSAM,18,29,5,5.5,6.8,7.8,77,128,0.6,2.1,0.3,1.8,2,910,2,1500,2018,"Calendar Year (Jan - Dec), 2018"
2239,"SANKOSH RIVER, DHUBRI, ASSAM",2018,ASSAM,24,35,4,5.6,6,7.9,22,75,0.6,2,0.1,1.1,2,1500,2,2800,2018,"Calendar Year (Jan - Dec), 2018"
2240,"BARAK RIVER AT D/S OF SILCHAR, ASSAM",2018,ASSAM,21,26,5.4,5.7,7.2,7.3,90,132,1.3,5.5,0.1,2.3,2,1500,2,9300,2018,"Calendar Year (Jan - Dec), 2018"
2241,"SONAI RIVER AT SONAI, ASSAM",2018,ASSAM,21,26,5.3,5.7,7.1,7.3,85,126,1.3,5.7,0.2,1.6,2,1600,2,2100,2018,"Calendar Year (Jan - Dec), 2018"
2242,"KUSHIARA RIVER AT KARIMGANJ, ASSAM",2018,ASSAM,21,25,5.4,6.2,7.2,7.2,78,122,1.1,2.4,0.1,1.8,2,910,2,1400,2018,"Calendar Year (Jan - Dec), 2018"
2523,"KAROLA, DS OF JALPAIGURI, NEAR MIN BHAWAN",2018,WEST BENGAL,19,30,6,7.8,6.5,7.9,32,153,2.2,3.4,0.2,0.6,2300,5000,8000,17000,2018,"Calendar Year (Jan - Dec), 2018"
2524,"KALJANI DS OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",2018,WEST BENGAL,21,30,6.1,8,6.8,9,111,174,1.3,3.2,0.2,0.6,2700,9000,11000,28000,2018,"Calendar Year (Jan - Dec), 2018"
2235,"PANCHNAI RIVER AT NH52 CROSSING, ORANG, ASSAM",2018,ASSAM,20,28,5.8,7.3,6.6,7.9,64,89,1,2.7,0.1,1.9,2,1500,360,2800,2018,"Calendar Year (Jan - Dec), 2018"
2888,CHATHE RIVER NEAR CHRISTIAN INSTITUTE OF HEALTH SC,2018,NAGALAND,17,29,3.6,8.7,7,8,11,198,0.8,3.4,0.2,1,,,,,2018,"Calendar Year (Jan - Dec), 2018"
2889,"DZUDZA RU IN KOHIMA, NAGALAND",2018,NAGALAND,11,23,3.4,9,7,8.2,62,296,0.4,3.6,0.3,1.7,,,,,2018,"Calendar Year (Jan - Dec), 2018"
2890,"SANO RU IN KOHIMA, NAGALAND",2018,NAGALAND,10,24,3.2,9.2,7.2,8.5,262,746,2,5.6,0.4,6.6,,,,,2018,"Calendar Year (Jan - Dec), 2018"
2891,"DZUCHA RU IN KOHIMA, NAGALAND",2018,NAGALAND,13,27,4.4,7.8,6.9,8.5,146,985,1.7,3.6,0.4,5.5,,,,,2018,"Calendar Year (Jan - Dec), 2018"
2892,"DZUNA RU IN KOHIMA, ADJOINING THE NEW KOHIMA MUNIC",2018,NAGALAND,12,28,3.3,6.9,6.9,8.5,114,1146,2.1,4.2,0.3,11,,,,,2018,"Calendar Year (Jan - Dec), 2018"
2893,DZUNA RU (CONFLUENCE OF DZUCHA & DZUNA RU) IN KOHI,2018,NAGALAND,11,28,4.8,7.6,7.1,7.8,124,420,1.6,3.6,0.1,3.4,,,,,2018,"Calendar Year (Jan - Dec), 2018"
2894,"MILAK RIVER AT TULI, MOKOKCHUNG, NAGALAND",2018,NAGALAND,17,27,2.4,9.2,6.5,8,59,161,0.6,2.8,0.3,2.1,,,,,2018,"Calendar Year (Jan - Dec), 2018"
2895,"MILAK RIVER AT PAPER NAGAR, TULI, MOKOKCHUNG, NAGA",2018,NAGALAND,17,27,3,8.4,6.5,8.1,56,173,0.6,4.4,0.3,1.9,,,,,2018,"Calendar Year (Jan - Dec), 2018"
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",2018,MEGHALAYA,11,23,6.8,8.6,6.8,7.3,37,76,1,1.7,0.3,0.7,22,32,110,170,2018,"Calendar Year (Jan - Dec), 2018"
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",2018,MEGHALAYA,12,24,5,8.9,6.8,7.3,37,52,1.1,1.9,0.2,0.4,9,17,79,210,2018,"Calendar Year (Jan - Dec), 2018"
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAS",2018,MEGHALAYA,17,30,7.1,8.2,7.1,7.4,63,101,1.2,1.9,0.3,0.4,25,34,150,240,2018,"Calendar Year (Jan - Dec), 2018"
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HIL",2018,MEGHALAYA,17,30,6.8,8,6.7,7.5,55,118,1.1,6,0.4,0.5,22,27,120,210,2018,"Calendar Year (Jan - Dec), 2018"
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO H",2018,MEGHALAYA,17,30,7.2,8.3,7.2,7.6,50,98,1,1.6,0.3,0.6,21,31,130,280,2018,"Calendar Year (Jan - Dec), 2018"
3417,"MANU RIVER AT MANUGHAT, CONFL POINT OF CHAWMANU CH",2018,TRIPURA,20,29,5.8,7.6,6.1,7.8,66,147,0.3,0.7,0.2,0.4,120,220,210,350,2018,"Calendar Year (Jan - Dec), 2018"
3418,"MANU RIVER AT KAILASHAHAR D/S, NORTH TRIPURA",2018,TRIPURA,20,29,6.1,7.9,6.4,8.9,77,155,0.3,1,0.2,0.4,110,170,220,280,2018,"Calendar Year (Jan - Dec), 2018"
3419,"MANU RIVER AT KUMARGHAT, NORTH TRIPURA",2018,TRIPURA,20,29,6.8,8.6,6.8,8.8,74,169,0.4,1.1,0.2,0.4,94,170,210,350,2018,"Calendar Year (Jan - Dec), 2018"
4,"MAHI AT SEVALIA, GUJARAT",2018,GUJARAT,21,28,6.2,8.6,8.3,8.7,388,540,0.3,0.4,0.38,0.68,11,26,33,120,2018,"Calendar Year (Jan - Dec), 2018"
1229,"MAHI NEAR RAJASTHAN BORDER AT KADANA DAM, GUJARAT",2018,GUJARAT,25,33,7.2,8.4,7.9,8.4,354,460,0.3,0.3,0.5,0.74,2,4,11,21,2018,"Calendar Year (Jan - Dec), 2018"
1230,"MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA), G",2018,GUJARAT,25,33,7.2,8.1,6.5,8.5,334,474,0.3,0.8,0.04,0.8,4,26,21,63,2018,"Calendar Year (Jan - Dec), 2018"
1231,"MAHI AT VIRPUR, GUJARAT",2018,GUJARAT,24,32,7.2,8.5,8,8.5,357,446,0.3,0.5,0.38,0.8,4,12,21,47,2018,"Calendar Year (Jan - Dec), 2018"
1863,MAHI AT UMETA BRIDGE,2018,GUJARAT,23,37,7.2,8.4,7.8,8.5,300,494,0,0.4,0.38,0.8,11,14,33,49,2018,"Calendar Year (Jan - Dec), 2018"
1864,MAHI AT MUJPUR,2018,GUJARAT,28,31,5.4,7.8,8.1,8.7,197,29200,0.3,0.8,0.4,0.88,11,14,33,50,2018,"Calendar Year (Jan - Dec), 2018"
5,"MAHI AT VASAD, GUJARAT",2018,GUJARAT,23,36,7.4,8.5,8,8.5,359,498,0.3,0.4,0.42,0.86,11,14,33,49,2018,"Calendar Year (Jan - Dec), 2018"
1233,"MAHI AT BADNAWAR, M.P.",2018,MADHYA PRADESH,21,30,6.4,8.5,7.8,8.7,352,957,1.2,2.1,0.018,1.032,2,25,40,70,2018,"Calendar Year (Jan - Dec), 2018"
3206,"RIVER MAHI AT SINDHORT WEIR,GUJARAT",2018,GUJARAT,22,31,6.5,8.3,8.2,8.8,329,663,0.4,0.5,0.4,0.66,11,40,33,210,2018,"Calendar Year (Jan - Dec), 2018"
3318,"MAHI AT RANISINGH VILLAGE, RATLAM, UJJAIN",2018,MADHYA PRADESH,22,27,7,7.6,7.2,8.4,226,540,1.8,3,0.071,0.948,2,902,40,220,2018,"Calendar Year (Jan - Dec), 2018"
2103,"RIVER JAMMER AT DHOLOWAD, RATLAM",2018,MADHYA PRADESH,22,29,7,7.9,6.7,8.4,200,532,1.4,2.4,0.386,0.836,2,17,25,304,2018,"Calendar Year (Jan - Dec), 2018"
2104,RIVER MALEI AT JAORA,2018,MADHYA PRADESH,24,29,6.8,7.8,7.3,8.4,207,1020,2.4,7,0.414,6.086,4,48,40,430,2018,"Calendar Year (Jan - Dec), 2018"
2105,RIVER CHILLAR AT SHAJAPUR,2018,MADHYA PRADESH,22,27,6.4,7.2,7.6,8.3,272,323,2,2.6,0.486,1.124,2,58,40,540,2018,"Calendar Year (Jan - Dec), 2018"
1228,"ANAS AT DAHOD, (KUSHALGARH), DIST. PANCHMAHAL, GUJ",2018,GUJARAT,25,33,6.7,7.7,7.3,8.5,251,731,0.3,0.7,0.4,0.66,11,33,33,130,2018,"Calendar Year (Jan - Dec), 2018"
3848,ANAS RIVER NEAR ROAD BRIDGE JHABUA,2018,MADHYA PRADESH,21,30,6,7.4,7.7,8.7,424,859,1.2,1.8,0.849,4.698,1,2,40,70,2018,"Calendar Year (Jan - Dec), 2018"
1407,"SABARMATI AT GANDHI NAGAR CHILODA BRIDGE, LEKAWADA",2018,GUJARAT,25,30,4.9,8,8.1,9.3,5,437,1.4,7.4,0.1,0.12,23,68,63,330,2018,"Calendar Year (Jan - Dec), 2018"
1408,"SABARMATI AT VILL. MIROLI TALUKA DASCROI, AHMEDABA",2018,GUJARAT,30,32,7.4,8.4,2285,3320,23,98,0.1,0.24,230,940,2400,9200,,,2018,"Calendar Year (Jan - Dec), 2018"
1409,"SABARMATI AT RAILWAY BRIDGE AHMEDABAD, GUJARAT",2018,GUJARAT,20,32,4.5,8.9,7.8,8.7,15,1558,1.4,47,0.09,0.22,13,84,240,920,2018,"Calendar Year (Jan - Dec), 2018"
1866,"RIVER SABARMATI AT HANSAOL BRIDGE, GUJARAT",2018,GUJARAT,20,30,4.8,8.2,7.7,8.6,320,656,3,5,0.1,0.15,13,24,170,540,2018,"Calendar Year (Jan - Dec), 2018"
1223,SABARMATI AFTER CONF. WITH MESHWA AT VAUTHA (NEAR,2018,GUJARAT,28,30,7.6,8.5,2499,3334,11,63,0.11,0.28,83,430,920,2100,,,2018,"Calendar Year (Jan - Dec), 2018"
1,"SABARMATI AT DHAROI DAM, GUJARAT",2018,GUJARAT,26,29,5.5,9.6,7.5,8.6,344,588,1.1,2,0.03,0.76,2,4,8,17,2018,"Calendar Year (Jan - Dec), 2018"
2,"SABARMATI AT AHMEDABAD AT V.N. BRIDGE, GUJARAT",2018,GUJARAT,20,32,1.5,1.5,6.9,8.5,27,2474,51,358,0.13,0.25,140,1600,580,1600,2018,"Calendar Year (Jan - Dec), 2018"
1482,"SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIG",2018,GUJARAT,25,32,5.4,7.3,8.1,9.3,261,492,1.3,5,0.3,0.73,4,23,33,63,2018,"Calendar Year (Jan - Dec), 2018"
1222,"SHEDHI AT KHEDA, GUJARAT",2018,GUJARAT,23,30,2.3,7.4,7.5,8.5,603,3580,0.9,9.2,0.3,1.02,11,40,33,210,2018,"Calendar Year (Jan - Dec), 2018"
1224,"MESHWA NEAR RAJASTHAN BORDER AT SAMLAJI, GUJARAT",2018,GUJARAT,27,27,6.2,7.6,7.5,7.9,428,824,1.1,2.7,0.3,0.14,2,23,2,280,2018,"Calendar Year (Jan - Dec), 2018"
1437,"KHARI AT LALI VILLAGE NEAR AHMEDABAD, GUJARAT",2018,GUJARAT,29,33,0.6,0.6,6.4,8.4,2160,3970,53,145,0.15,1.81,2300,5800,22000,160000,2018,"Calendar Year (Jan - Dec), 2018"
1227,"PANAM AT LUNAWADA, GUJARAT",2018,GUJARAT,24,33,3.2,7.8,7.8,8.5,323,370,0.3,0.8,0.42,0.78,2,46,2,210,2018,"Calendar Year (Jan - Dec), 2018"
44,NARMADA AT SETHANIGHAT M.P.,2018,MADHYA PRADESH,19,29,6.4,9.2,7.4,8.4,178,413,1.4,2.6,1.96,5.62,2,39,34,1600,2018,"Calendar Year (Jan - Dec), 2018"
45,NARMADA AT MANDLESHWAR M.P.,2018,MADHYA PRADESH,20,29,6.9,7.6,8.2,8.8,282,480,1,1.5,0.5,1.03,2,2,34,50,2018,"Calendar Year (Jan - Dec), 2018"
1240,NARMADA AT NARSINGHPUR M.P.,2018,MADHYA PRADESH,19,26,7,7.8,7,8.3,211,412,1.2,7.6,0.25,1.6,2,13,26,48,2018,"Calendar Year (Jan - Dec), 2018"
1234,NARMADA AT HOSHANGABAD U S M.P.,2018,MADHYA PRADESH,20,29,7.4,9.2,7.2,8.9,131,518,1.1,1.9,0.87,3.86,2,70,15,2400,2018,"Calendar Year (Jan - Dec), 2018"
2123,NARMADA AT KORIGHAT HOSHANGABAD,2018,MADHYA PRADESH,19,29,5.7,9,7.8,8.4,135,415,1.1,2.7,1.28,5.24,2,47,27,1600,2018,"Calendar Year (Jan - Dec), 2018"
2106,RIVER NARMADA AT NEMAWAR,2018,MADHYA PRADESH,22,26,6.9,7.5,7.2,8.4,242,338,1.8,2,0.52,0.92,2,70,40,540,2018,"Calendar Year (Jan - Dec), 2018"
2099,"RIVER NARMADA LALPUR, JABALPUR",2018,MADHYA PRADESH,18,20,7.2,8,7.4,8.4,156,584,0.9,1.5,0.3,1.52,2,18,21,41,2018,"Calendar Year (Jan - Dec), 2018"
3322,"NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",2018,MADHYA PRADESH,19,20,7,10.4,6.9,8.5,159,386,0.4,1.8,0.2,1.7,2,11,39,47,2018,"Calendar Year (Jan - Dec), 2018"
3323,"NARMADA AT LALPUR, NEAR WATER SUPPLY INTAKE POINT,",2018,MADHYA PRADESH,18,20,5.8,8,7.4,8.4,160,603,0.8,1.8,0.3,1.5,2,6,26,49,2018,"Calendar Year (Jan - Dec), 2018"
3324,"NARMADA AT PANCHWATIGHAT, BEFORE MIXING WITH BAWAN",2018,MADHYA PRADESH,19,25,7.4,8.5,7.2,8.4,238,382,1,2.1,0.1,1.56,2,14,26,46,2018,"Calendar Year (Jan - Dec), 2018"
3325,"NARMADA AT SARSWATIGHAT, AFTER MIXING WITH BAWANGA",2018,MADHYA PRADESH,18,25,6.7,7.8,7.2,8.3,202,380,0.7,1.8,0.25,1.6,2,14,24,48,2018,"Calendar Year (Jan - Dec), 2018"
1430,NARMADA AT D S OF OMKARESHWAR M.P.,2018,MADHYA PRADESH,20,29,6.9,7.7,7.8,8.8,35,612,1.1,1.8,0.42,1.42,2,2,40,70,2018,"Calendar Year (Jan - Dec), 2018"
1431,"NARMADA AT MAHESHWAR, M. P.",2018,MADHYA PRADESH,20,29,6.8,7.9,7.9,8.6,300,461,1,1.5,0.6,1.1,2,2,40,50,2018,"Calendar Year (Jan - Dec), 2018"
2112,"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",2018,MADHYA PRADESH,20,30,6.7,7.8,6.6,8.9,304,576,1.1,6.8,0.34,1.09,2,2,40,70,2018,"Calendar Year (Jan - Dec), 2018"
2113,"RIVER NARMADA NEAR PUNASA DAM, PUNASA",2018,MADHYA PRADESH,20,29,6.5,7.7,7.9,8.8,300,544,1,1.6,0.49,1.18,2,2,27,49,2018,"Calendar Year (Jan - Dec), 2018"
2118,NARMADA RIVER AT D/S OF KAPILDHARA,2018,MADHYA PRADESH,20,29,6.8,14.5,7.5,8.1,183,538,1.3,2,0.24,0.89,2,4,21,70,2018,"Calendar Year (Jan - Dec), 2018"
3321,"NARMADA AT AMARKANTAKE FROM ORIGIN POINT, REWA",2018,MADHYA PRADESH,20,29,7.2,8.2,7.7,8.1,232,551,0.9,2.5,0.26,0.66,2,6,24,94,2018,"Calendar Year (Jan - Dec), 2018"
1235,NARMADA AT HOSHANGABAD D S M.P.,2018,MADHYA PRADESH,19,30,2.4,8.7,7.6,8.5,209,404,1.2,2.9,0.87,17.11,2,65,20,1600,2018,"Calendar Year (Jan - Dec), 2018"
1239,"NARMADA AT BADWANI, M.P.",2018,MADHYA PRADESH,21,30,5.9,8.4,7.9,8.9,175,601,0.9,2.6,0.01,1.9,2,2,30,606,2018,"Calendar Year (Jan - Dec), 2018"
1242,NARMADA NEAR SOURCE AT AMARKANTAK M.P.,2018,MADHYA PRADESH,20,29,6.4,7.4,6.9,8,179,359,0.3,1.4,0.12,0.48,2,2,2,6,2018,"Calendar Year (Jan - Dec), 2018"
3847,NARMADA RIVER AT DHARAMPURI,2018,MADHYA PRADESH,20,30,6.5,8,7.8,8.9,277,541,0.4,1.6,0.49,2.93,2,2,34,60,2018,"Calendar Year (Jan - Dec), 2018"
7,"NARMADA AT GARUDESHWAR, GUJARAT",2018,GUJARAT,27,30,6.1,7.1,7.1,8.1,320,622,0.9,1,0.3,0.6,13,26,33,110,2018,"Calendar Year (Jan - Dec), 2018"
1243,"NARMADA AT BHARUCH, ZADESHVAR, GUJARAT",2018,GUJARAT,26,29,6.2,7.2,7.8,8.1,543,12900,0.9,1.7,0.02,0.52,70,170,330,1100,2018,"Calendar Year (Jan - Dec), 2018"
1244,"NARMADA AT PANETHA, GUJARAT",2018,GUJARAT,28,32,6.3,7.4,7,8.1,5,642,0.9,1,0.05,1.04,11,33,33,94,2018,"Calendar Year (Jan - Dec), 2018"
1245,"NARMADA AT CHANDOD, GUJARAT",2018,GUJARAT,0,29,7.1,8.7,7.7,8.5,365,562,0.3,0.8,0.04,0.88,4,26,21,63,2018,"Calendar Year (Jan - Dec), 2018"
1981,"NARMADA AT ZANOR (NTPC), BHARUCH",2018,GUJARAT,26,29,6.4,7.5,7.5,8.1,376,1070,0.9,1,0.01,0.32,17,49,49,140,2018,"Calendar Year (Jan - Dec), 2018"
2100,"GOUR RIVER BHOGA DOOR, JABALPUR",2018,MADHYA PRADESH,16,35,6.8,7.8,7.1,8.7,211,374,1,1.9,0.1,6.5,2,12,21,70,2018,"Calendar Year (Jan - Dec), 2018"
2101,KATNI RIVER NEAR NAGAR NIGAM,2018,MADHYA PRADESH,25,31,5.4,6.7,7.3,8.3,162,478,1,2.2,0.3,1.8,2,63,27,220,2018,"Calendar Year (Jan - Dec), 2018"
3305,"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT,",2018,MADHYA PRADESH,20,29,6.1,8.1,7.2,8.3,178,432,0.6,2.7,0.3,4.2,2,12,20,70,2018,"Calendar Year (Jan - Dec), 2018"
3828,"RIVER HIRAN, NH 7 ROAD BRIDGE, SIHORA, DIST JABALP",2018,MADHYA PRADESH,18,24,6.9,10.8,7.3,8.7,171,468,1.2,2.3,0.2,1.3,2,40,31,210,2018,"Calendar Year (Jan - Dec), 2018"
3829,"RIVER HIRAN, NH 12 ROAD BRIDGE VIL VIKRAMPUR ,DIS",2018,MADHYA PRADESH,19,26,6.8,7.7,7.3,8.6,287,511,1.5,2,0.3,4.3,2,17,31,140,2018,"Calendar Year (Jan - Dec), 2018"
3326,"SIMRAR AT KATNI NEAR ACC W/S INTAKE POINT, JABLAPU",2018,MADHYA PRADESH,24,29,5,6.4,7.4,8.3,168,561,1.3,2.7,0.4,1.9,2,34,26,280,2018,"Calendar Year (Jan - Dec), 2018"
9,TAPI AT NEPANAGAR M.P.,2018,MADHYA PRADESH,23,30,6.2,7.6,7.6,8.7,262,601,1,2.6,0.67,2.13,1,2,36,170,2018,"Calendar Year (Jan - Dec), 2018"
10,TAPI AT BURHANPUR M.P.,2018,MADHYA PRADESH,23,30,5,8,7.8,8.9,264,1678,1.4,6,0.69,12.31,2,2,63,500,2018,"Calendar Year (Jan - Dec), 2018"
1250,TAPI AT HATHNUR M.P.,2018,MADHYA PRADESH,23,30,4,7.5,7.9,8.9,362,1766,1.2,24,0.76,14.3,2,2,49,920,2018,"Calendar Year (Jan - Dec), 2018"
2115,RIVER TAPTI AT NEPA NAGAR 100 METRE D/S AFTER MIXI,2018,MADHYA PRADESH,23,30,6.8,7.6,7.6,8.8,279,673,1.2,2.4,0.62,3.22,2,210,21,70,2018,"Calendar Year (Jan - Dec), 2018"
1251,"TAPI RIVER AT U/S, BHUSAWAL,VILLAGE BHUSAWAL RAILWAY COLONY, TALUKA BHUSAWAL, DISTRICT JALGAON.",2018,MAHARASHTRA,24,34,4.8,7.1,7.6,8.9,263,1842,3,14,0.3,3.36,2,2,140,220,2018,"Calendar Year (Jan - Dec), 2018"
1314,"TAPI RIVER AT UBAD VILLAGE NEAR GUJRATBORDER, VILLAGE UBAD, TALUKA SHAHADA, DISTRICT NANDURBAR.",2018,MAHARASHTRA,24,40,5.8,7.1,7.6,8.5,383,679,2.8,6,0.3,3.96,2,4,110,350,2018,"Calendar Year (Jan - Dec), 2018"
1247,"TAPI AT MANDAVI, GUJARAT",2018,GUJARAT,26,32,7.1,7.6,7.5,8.2,329,555,0.6,1.5,0.06,0.12,9,49,46,348,2018,"Calendar Year (Jan - Dec), 2018"
1248,"TAPI AT SURAT U/S KATHORE, GUJARAT",2018,GUJARAT,26,34,6.8,8,6.9,8.3,440,938,0.7,1.5,0.06,0.16,9,177,58,278,2018,"Calendar Year (Jan - Dec), 2018"
1982,"TAPI AT RANDER BRIDGE, SURAT",2018,GUJARAT,25,34,6.7,7.5,7,8.3,434,968,0.9,1.9,0.09,0.14,9,542,58,542,2018,"Calendar Year (Jan - Dec), 2018"
1983,RIVER TAPI NEAR BARDOLI (KAPP BRIDGE) BARDOLI,2018,GUJARAT,27,32,6.9,7.6,7.3,8.3,336,462,0.7,1.1,0.03,0.15,8,32,63,148,2018,"Calendar Year (Jan - Dec), 2018"
2071,"RIVER TAPI AT ONGC BRIDGE AT SURAT, DIST. SURAT",2018,GUJARAT,26,34,6,6.6,7.1,7.9,2125,52048,2.1,4.2,0.06,0.22,12,345,94,542,2018,"Calendar Year (Jan - Dec), 2018"
46,"TAPI AT UKAI, SHERULA BRIDGE, GUJARAT",2018,GUJARAT,22,30,6.6,7.5,7.3,8.5,331,553,0.6,1.4,0.04,0.14,2,17,2,83,2018,"Calendar Year (Jan - Dec), 2018"
47,"TAPI AT KATHORE, (NH8 BRIDGE), GUJARAT",2018,GUJARAT,26,34,6.9,7.4,7.1,8.5,418,685,0.6,1.6,0.08,0.13,2,41,32,278,2018,"Calendar Year (Jan - Dec), 2018"
2070,"RIVER KIM AT SAHOL BRIDGE, OLPAD HANSOT ROAD, DIST",2018,GUJARAT,28,34,5.1,6.8,7.2,8.4,590,2668,1,3,0.1,0.16,12,58,63,242,2018,"Calendar Year (Jan - Dec), 2018"
1252,"GIRNA RIVER AT JALGAON AT INTAKE OF GIRNA PUMP HUOSE, VILLAGE GIRNA PUMP HOUSE AREA, TALUKA JALGAON, DISTRICT JALGAON.",2018,MAHARASHTRA,24,27,3,5.9,7.6,7.9,391,590,4,6,0.3,6.12,2,4,140,220,2018,"Calendar Year (Jan - Dec), 2018"
1253,"GIRNA RIVER AT MALEGAON ROAD BRIDGE, VILLAGE MALEGAON, TALUKA MALEGAON, DISTRICT NASHIK.",2018,MAHARASHTRA,20,23,5.7,5.8,7.8,7.9,528,556,6,7,0.3,3.55,2,4,170,220,2018,"Calendar Year (Jan - Dec), 2018"
1907,"RANGAVALI RIVER AT D/S OF NAVAPUR NEAR RANGAVALI BRIDGE, VILLAGE NAVAPUR, TALUKA NAVAPUR, DISTRICT NANDURBAR.",2018,MAHARASHTRA,32,38,3.1,6.4,6.9,8.4,521,59860,4,18,0.3,5.46,2,70,220,540,2018,"Calendar Year (Jan - Dec), 2018"
2127,"DENWA NEAR SARNI, ROAD BRIDGE",2018,MADHYA PRADESH,18,28,6.5,8.7,7.7,8.2,236,694,1.2,2.4,0.3,3.45,2,2,120,1600,2018,"Calendar Year (Jan - Dec), 2018"
2155,"PURNA RIVER AT D/S OF CONFLUENCE OF MORNA AND PURNA, AT ANDURA VILLAGE, VILLAGE ANDURA, TALUKA BALAPUR, DISTRICT AKOLA.",2018,MAHARASHTRA,22,30,4.1,6.2,7,8.3,589,29500,5.2,12,0.3,18.04,17,90,280,500,2018,"Calendar Year (Jan - Dec), 2018"
3203,"AMRAVATI AT VILLAGE DADHAL , TA ANKLESHWAR, BHARUCH",2018,GUJARAT,28,35,4.3,7,7.6,8.4,263,2580,0.9,1.8,0.15,0.46,21,79,110,280,2018,"Calendar Year (Jan - Dec), 2018"
1849,"KELO RIVER U/S OF RAIGARH, CHHATISGARH.",2018,CHHATTISGARH,15,27,6.7,7.2,7.4,7.5,191,220,0.5,2.8,0.86,1.14,120,120,39,460,2018,"Calendar Year (Jan - Dec), 2018"
2658,"BORI RIVER, D/S OF AMALNER, VILLAGE AMALNER, TALUKA JALGAON, DISTRICT JALGAON.",2018,MAHARASHTRA,25,28,2.4,6.2,6.6,8.1,771,896,4,6.1,0.2,3.06,2,94,220,280,2018,"Calendar Year (Jan - Dec), 2018"
2666,"GOMAI RIVER D/S. OF SHAHADA, VILLAGE SHAHADA,TALUKA DHULE,DISTRICT DHULE.",2018,MAHARASHTRA,27,27,4.5,4.5,8.2,8.2,564,564,5.9,5.9,0.2,1.38,79,79,280,280,2018,"Calendar Year (Jan - Dec), 2018"
2667,"HIWARA RIVER AT D/S OF PACHORA, VILLAGE PACHORA,TALUKA JALGAON,DISTRICT JALGAON.",2018,MAHARASHTRA,27,27,3.5,5.4,8.1,8.3,622,653,3,8.1,0.2,2.3,2,110,350,350,2018,"Calendar Year (Jan - Dec), 2018"
2674,"MOR RIVER NEAR PADALASHE, VILLAGE PADALASHE,TALUKA JALGAON, DISTRICT JALGAON.",2018,MAHARASHTRA,27,29,4.1,6.4,7.4,8.1,634,2123,4.2,6.1,0.2,2.37,2,110,170,540,2018,"Calendar Year (Jan - Dec), 2018"
2675,MORNA RIVER D/S OF RAILWAY BRIDGE AKOLA,2018,MAHARASHTRA,21,29,0.9,5.1,6.5,8.2,364,8719,5.3,34,0.2,9.15,46,350,120,1600,2018,"Calendar Year (Jan - Dec), 2018"
2684,"PANZARA RIVER, NEAR PANZARAKAN SSK LTD, VILLAGE PANZARA,TALUKA DHULE, DISTRICT DHULE.",2018,MAHARASHTRA,24,39,5.3,7,7.5,8.5,443,684,3,8.6,0.2,6.48,2,2,170,280,2018,"Calendar Year (Jan - Dec), 2018"
1182,"KRISHNA AT U/S OF UGARKHURD BARRAGE, KARNATAKA",2018,KARNATAKA,22,33,5.8,8.1,7.1,8.1,320,1200,0.2,2.2,0.9,16.2,110,900,500,1600,2018,"Calendar Year (Jan - Dec), 2018"
2695,"PEDHI RIVER NEAR ROAD BRIDGE AT DADHI PEDHI VILLAGE, VILLAGE DADHI PEDHI, TALUKA BHATKULI, DISTRICT AMRAVATI.",2018,MAHARASHTRA,18,25,1.3,6.6,6.9,8.3,466,5565,5.2,25.2,0.53,15.1,34,170,220,540,2018,"Calendar Year (Jan - Dec), 2018"
