ROWID,Country,State LGD Code,State,City,SourceYear,Amount invested for building houses under Pradhan Mantri Awas Yojana,Amount sanctioned for building houses under Pradhan Mantri Awas Yojana,Amount released for building houses under Pradhan Mantri Awas Yojana,Houses sanctioned under Pradhan Mantri Awas Yojana mission,Houses grounded under Pradhan Mantri Awas Yojana mission,Houses completed construction under Pradhan Mantri Awas Yojana mission,YearCode,Year
3769,India,8,Rajasthan,Murlipura,2021,0.11,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3770,India,9,Uttar Pradesh,Mursan,2021,21.33,9.65,5.86,643,493,210,2021,"Calendar Year (Jan - Dec), 2021"
3771,India,9,Uttar Pradesh,Murshadpur,2021,0.08,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3772,India,19,West Bengal,Murshidabad,2021,185.05,67.62,37.5,4493,3559,1104,2021,"Calendar Year (Jan - Dec), 2021"
3773,India,27,Maharashtra,Murtijapur,2021,26.93,6.08,1.16,384,1484,1481,2021,"Calendar Year (Jan - Dec), 2021"
3774,India,27,Maharashtra,Murud Janjira,2021,1.96,0.33,0.33,15,15,15,2021,"Calendar Year (Jan - Dec), 2021"
3775,India,27,Maharashtra,Murum,2021,42.99,9.36,,624,158,1,2021,"Calendar Year (Jan - Dec), 2021"
3776,India,23,Madhya Pradesh,Murwara (Katni),2021,539.42,145.1,75.42,9571,8653,3243,2021,"Calendar Year (Jan - Dec), 2021"
3777,India,9,Uttar Pradesh,Musafirkhana,2021,5.58,2.57,1.24,172,210,66,2021,"Calendar Year (Jan - Dec), 2021"
3778,India,33,Tamil Nadu,Musiri,2021,10.83,4.02,2.9,265,265,129,2021,"Calendar Year (Jan - Dec), 2021"
3779,India,5,Uttarakhand,Mussoorie,2021,1.95,0.65,0.35,41,81,65,2021,"Calendar Year (Jan - Dec), 2021"
3780,India,33,Tamil Nadu,Muthialpettai,2021,0.96,0.11,0.11,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
3781,India,33,Tamil Nadu,Muthukadu,2021,0.45,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3782,India,33,Tamil Nadu,Muthupet,2021,41.53,20.67,2.89,1378,880,66,2021,"Calendar Year (Jan - Dec), 2021"
3783,India,33,Tamil Nadu,Muthur,2021,6.6,2.98,1.98,201,201,79,2021,"Calendar Year (Jan - Dec), 2021"
3784,India,32,Kerala,Muvattupuzha,2021,27.62,6.26,4.64,423,414,378,2021,"Calendar Year (Jan - Dec), 2021"
3785,India,9,Uttar Pradesh,Muzaffarnagar,2021,350.21,127.82,57.52,8234,3584,2421,2021,"Calendar Year (Jan - Dec), 2021"
3786,India,10,Bihar,Muzaffarpur,2021,390.34,78.52,37.1,4987,3041,1361,2021,"Calendar Year (Jan - Dec), 2021"
3787,India,28,Andhra Pradesh,M.Venkatapuram,2021,0.05,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3788,India,28,Andhra Pradesh,Mydukur,2021,319.64,127.72,31.44,8510,1960,1190,2021,"Calendar Year (Jan - Dec), 2021"
3789,India,33,Tamil Nadu,Mylaudy,2021,7.76,3.63,1.53,241,225,124,2021,"Calendar Year (Jan - Dec), 2021"
3790,India,28,Andhra Pradesh,Mylavaram,2021,467.28,214.2,14.42,14277,3285,635,2021,"Calendar Year (Jan - Dec), 2021"
3791,India,29,Karnataka,Mysuru,2021,1631.41,346.94,149.58,22204,12653,7522,2021,"Calendar Year (Jan - Dec), 2021"
3792,India,19,West Bengal,Nabadiganta Industrial Township,2021,1.33,0.09,0.09,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
3793,India,19,West Bengal,Nabadwip,2021,157.08,57.18,21.67,3799,2501,1767,2021,"Calendar Year (Jan - Dec), 2021"
3794,India,21,Odisha,Nabarangapur,2021,45.08,22.04,11.11,1469,1582,1063,2021,"Calendar Year (Jan - Dec), 2021"
3795,India,3,Punjab,Nabha,2021,26.54,11.88,3.09,875,312,116,2021,"Calendar Year (Jan - Dec), 2021"
3796,India,10,Bihar,Nabinagar,2021,132.79,37.55,11.87,2503,1750,1339,2021,"Calendar Year (Jan - Dec), 2021"
3797,India,3,Punjab,Nadala,2021,2.38,1.22,0.41,85,52,2,2021,"Calendar Year (Jan - Dec), 2021"
3798,India,2,Himachal Pradesh,Nadaun,2021,4.92,1.28,0.51,85,77,26,2021,"Calendar Year (Jan - Dec), 2021"
3799,India,8,Rajasthan,Nadbai,2021,8.5,3.87,0.09,256,145,5,2021,"Calendar Year (Jan - Dec), 2021"
3800,India,24,Gujarat,Nadiad,2021,208.43,36.11,28.65,1831,1720,1404,2021,"Calendar Year (Jan - Dec), 2021"
3801,India,9,Uttar Pradesh,Nadigaon,2021,27.76,13.26,4.74,884,698,355,2021,"Calendar Year (Jan - Dec), 2021"
3802,India,33,Tamil Nadu,Naduvattam,2021,11.56,3.51,2.78,234,227,74,2021,"Calendar Year (Jan - Dec), 2021"
3803,India,6,Haryana,Nagal Chaudhry,2021,37.31,12.11,3.18,806,232,35,2021,"Calendar Year (Jan - Dec), 2021"
3804,India,2,Himachal Pradesh,Nagali,2021,0.1,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3805,India,29,Karnataka,Nagamangala,2021,17.58,5.43,1.94,364,363,85,2021,"Calendar Year (Jan - Dec), 2021"
3806,India,29,Karnataka,Naganur,2021,37.72,15.38,5.56,1025,983,642,2021,"Calendar Year (Jan - Dec), 2021"
3807,India,18,Assam,Nagaon,2021,100.22,46.48,27.76,3096,1906,650,2021,"Calendar Year (Jan - Dec), 2021"
3808,India,33,Tamil Nadu,Nagapattinam,2021,43.8,10.6,8.99,705,700,569,2021,"Calendar Year (Jan - Dec), 2021"
3809,India,8,Rajasthan,Nagar,2021,0.23,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
3810,India,22,Chhattisgarh,Nagari,2021,38.25,18.32,8.73,1222,1003,421,2021,"Calendar Year (Jan - Dec), 2021"
3811,India,28,Andhra Pradesh,Nagari,2021,490.16,210.27,20.05,14017,2138,1116,2021,"Calendar Year (Jan - Dec), 2021"
3812,India,36,Telangana,Nagarkurnool,2021,26.79,3.96,4.44,243,243,51,2021,"Calendar Year (Jan - Dec), 2021"
3813,India,20,Jharkhand,Nagar Uttari,2021,82.91,34.29,26.43,2285,2119,696,2021,"Calendar Year (Jan - Dec), 2021"
3814,India,8,Rajasthan,Nagaur,2021,151.21,58.65,6.01,3870,393,361,2021,"Calendar Year (Jan - Dec), 2021"
3815,India,28,Andhra Pradesh,Nagavaram,2021,0.04,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3816,India,27,Maharashtra,Nagbhid,2021,35.27,7.76,0.06,516,17,3,2021,"Calendar Year (Jan - Dec), 2021"
3817,India,23,Madhya Pradesh,Nagda,2021,126.69,45.94,36.34,3040,2916,1557,2021,"Calendar Year (Jan - Dec), 2021"
3818,India,33,Tamil Nadu,Nagercoil,2021,163.69,68.02,82.72,4540,4387,3566,2021,"Calendar Year (Jan - Dec), 2021"
3819,India,24,Gujarat,Naghedi,2021,0.56,0.16,0.16,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
3820,India,9,Uttar Pradesh,Nagina,2021,72.26,29.8,18.83,1986,1876,794,2021,"Calendar Year (Jan - Dec), 2021"
3821,India,13,Nagaland,Naginimora,2021,12.7,5.12,2.05,341,0,0,2021,"Calendar Year (Jan - Dec), 2021"
3822,India,9,Uttar Pradesh,Nagla Sadola,2021,0.56,0.05,0.05,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
3823,India,8,Rajasthan,Nagla Samawadi,2021,0.72,0.07,0.07,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
3824,India,1,Jammu And Kashmir,Nagni,2021,0.1,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3825,India,23,Madhya Pradesh,Nagod,2021,40.72,15.2,9.19,1014,762,682,2021,"Calendar Year (Jan - Dec), 2021"
3826,India,33,Tamil Nadu,Nagojanahalli,2021,7.45,3.86,0.91,257,257,76,2021,"Calendar Year (Jan - Dec), 2021"
3827,India,27,Maharashtra,Nagpur,2021,6524.97,664.69,234.97,40549,18678,13713,2021,"Calendar Year (Jan - Dec), 2021"
3828,India,9,Uttar Pradesh,Nagram,2021,90.33,40.43,20.87,2695,2552,1876,2021,"Calendar Year (Jan - Dec), 2021"
3829,India,23,Madhya Pradesh,Nagri,2021,37.84,13.94,7.92,929,713,288,2021,"Calendar Year (Jan - Dec), 2021"
3830,India,1,Jammu And Kashmir,Nagrota,2021,0.12,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3831,India,2,Himachal Pradesh,Nagrota Bagwan,2021,7.71,1.93,0.83,128,119,62,2021,"Calendar Year (Jan - Dec), 2021"
3832,India,28,Andhra Pradesh,Naguluppala Padu,2021,0.26,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3833,India,2,Himachal Pradesh,Nahan,2021,18.31,7.53,4.59,496,274,183,2021,"Calendar Year (Jan - Dec), 2021"
3834,India,8,Rajasthan,Nahargarh,2021,0.13,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3835,India,18,Assam,Naharkatiya,2021,12.15,6.59,3.35,439,281,48,2021,"Calendar Year (Jan - Dec), 2021"
3836,India,12,Arunachal Pradesh,Naharlagun,2021,86.34,23.42,9.03,1561,1483,831,2021,"Calendar Year (Jan - Dec), 2021"
3837,India,8,Rajasthan,Naharpur,2021,0.21,0.03,0.03,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
3838,India,6,Haryana,Naharpur Kasan,2021,0.19,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3839,India,9,Uttar Pradesh,Nai Bazar,2021,87.31,34.38,11.86,2292,1349,809,2021,"Calendar Year (Jan - Dec), 2021"
3840,India,33,Tamil Nadu,Naickenpettai,2021,0.06,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3841,India,28,Andhra Pradesh,Naidupeta,2021,288.43,68.84,36.18,4592,3223,2430,2021,"Calendar Year (Jan - Dec), 2021"
3842,India,27,Maharashtra,Naigaon,2021,72.72,15.53,1.25,1005,177,53,2021,"Calendar Year (Jan - Dec), 2021"
3843,India,23,Madhya Pradesh,Naigarhi,2021,43.33,16.68,13.34,1112,1112,839,2021,"Calendar Year (Jan - Dec), 2021"
3844,India,19,West Bengal,Naihati,2021,120.09,40.75,13.73,2692,1378,452,2021,"Calendar Year (Jan - Dec), 2021"
3845,India,22,Chhattisgarh,Naila-Janjgir,2021,84.42,29.68,7.89,1963,922,571,2021,"Calendar Year (Jan - Dec), 2021"
3846,India,2,Himachal Pradesh,Naina Devi,2021,1.16,0.33,0.13,22,22,19,2021,"Calendar Year (Jan - Dec), 2021"
3847,India,5,Uttarakhand,Nainital,2021,61.76,6.1,7.64,380,476,476,2021,"Calendar Year (Jan - Dec), 2021"
3848,India,5,Uttarakhand,Nainital(CB),2021,8.35,1.01,1.01,59,59,59,2021,"Calendar Year (Jan - Dec), 2021"
3849,India,8,Rajasthan,Nainon Ka Bas,2021,0.05,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3850,India,23,Madhya Pradesh,Nainpur,2021,52.27,18.74,12.04,1253,1251,553,2021,"Calendar Year (Jan - Dec), 2021"
3851,India,8,Rajasthan,Nainwa,2021,35.45,14.57,0.03,971,188,2,2021,"Calendar Year (Jan - Dec), 2021"
3852,India,9,Uttar Pradesh,Najibabad,2021,80.17,32.72,12.88,2173,1470,514,2021,"Calendar Year (Jan - Dec), 2021"
3853,India,3,Punjab,Nakodar,2021,10.77,3.75,1.47,257,173,74,2021,"Calendar Year (Jan - Dec), 2021"
3854,India,9,Uttar Pradesh,Nakur,2021,78.95,32.33,15.62,2155,1838,832,2021,"Calendar Year (Jan - Dec), 2021"
3855,India,2,Himachal Pradesh,Nalagarh,2021,17.9,8.42,6.53,556,357,197,2021,"Calendar Year (Jan - Dec), 2021"
3856,India,29,Karnataka,Nalatawad,2021,30.95,12.66,1.91,844,763,527,2021,"Calendar Year (Jan - Dec), 2021"
3857,India,18,Assam,Nalbari,2021,67.5,35.55,15.24,2371,1522,243,2021,"Calendar Year (Jan - Dec), 2021"
3858,India,27,Maharashtra,Naldurg,2021,50.39,9.75,0.03,649,346,28,2021,"Calendar Year (Jan - Dec), 2021"
3859,India,36,Telangana,Nalgonda,2021,196.48,27.52,22.48,1424,1424,1424,2021,"Calendar Year (Jan - Dec), 2021"
3860,India,19,West Bengal,Nalhati,2021,112.95,41.71,22.22,2776,2195,562,2021,"Calendar Year (Jan - Dec), 2021"
3861,India,23,Madhya Pradesh,Nalkheda,2021,32.31,12.02,7.36,803,801,389,2021,"Calendar Year (Jan - Dec), 2021"
3862,India,33,Tamil Nadu,Nallambakkam,2021,0.12,,,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3863,India,33,Tamil Nadu,Nallampatti,2021,3.74,1.82,0.68,121,115,51,2021,"Calendar Year (Jan - Dec), 2021"
3864,India,28,Andhra Pradesh,Nallapadu (R),2021,8.24,0.59,0.59,27,27,27,2021,"Calendar Year (Jan - Dec), 2021"
3865,India,33,Tamil Nadu,Nalloor,2021,11.97,4.94,2.2,331,331,239,2021,"Calendar Year (Jan - Dec), 2021"
3866,India,33,Tamil Nadu,Nallur,2021,0.46,0.08,0.08,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
3867,India,33,Tamil Nadu,Namagiripettai,2021,22.91,10.64,6.13,711,673,251,2021,"Calendar Year (Jan - Dec), 2021"
3868,India,33,Tamil Nadu,Namakkal,2021,191.15,47.48,33.07,3136,2948,2416,2021,"Calendar Year (Jan - Dec), 2021"
3869,India,33,Tamil Nadu,Nambiyur,2021,60.18,13.03,6.07,848,848,171,2021,"Calendar Year (Jan - Dec), 2021"
3870,India,14,Manipur,Nambol,2021,34.15,20.01,8.04,1335,1088,54,2021,"Calendar Year (Jan - Dec), 2021"
3871,India,28,Andhra Pradesh,Nambur,2021,1.25,0.09,0.09,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
3872,India,11,Sikkim,Namchi,2021,5.33,1.92,0.94,122,103,15,2021,"Calendar Year (Jan - Dec), 2021"
3873,India,23,Madhya Pradesh,Namli,2021,31.14,12.05,6.57,802,791,778,2021,"Calendar Year (Jan - Dec), 2021"
3874,India,18,Assam,Namrup,2021,2.23,1.23,0.83,82,62,11,2021,"Calendar Year (Jan - Dec), 2021"
3875,India,12,Arunachal Pradesh,Namsai,2021,5.18,1.4,0.5,93,75,15,2021,"Calendar Year (Jan - Dec), 2021"
3876,India,5,Uttarakhand,Nanakmatta,2021,0.95,0.41,0.26,27,13,3,2021,"Calendar Year (Jan - Dec), 2021"
3877,India,9,Uttar Pradesh,Nanauta,2021,63.77,25.25,13.57,1683,1543,758,2021,"Calendar Year (Jan - Dec), 2021"
3878,India,33,Tamil Nadu,Nandambakkam,2021,1.36,0.08,0.08,6,6,6,2021,"Calendar Year (Jan - Dec), 2021"
3879,India,27,Maharashtra,Nanded,2021,8.34,1.65,1.65,75,75,75,2021,"Calendar Year (Jan - Dec), 2021"
3880,India,27,Maharashtra,Nanded Waghala,2021,689.0,156.67,47.51,10121,11893,8601,2021,"Calendar Year (Jan - Dec), 2021"
3881,India,24,Gujarat,Nandej,2021,0.05,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3882,India,24,Gujarat,Nandelav (CT),2021,0.32,0.08,0.08,3,3,3,2021,"Calendar Year (Jan - Dec), 2021"
3883,India,24,Gujarat,Nandesari (INA),2021,1.54,0.27,0.27,11,11,11,2021,"Calendar Year (Jan - Dec), 2021"
3884,India,27,Maharashtra,Nandgaon,2021,410.85,242.57,1.08,16152,53,53,2021,"Calendar Year (Jan - Dec), 2021"
3885,India,9,Uttar Pradesh,Nandgaon,2021,2.81,1.19,0.66,79,262,215,2021,"Calendar Year (Jan - Dec), 2021"
3886,India,27,Maharashtra,Nandgaon Khandeshwar,2021,6.85,1.7,0.05,113,99,7,2021,"Calendar Year (Jan - Dec), 2021"
3887,India,28,Andhra Pradesh,Nandigama,2021,2.45,0.24,0.24,11,11,11,2021,"Calendar Year (Jan - Dec), 2021"
3888,India,28,Andhra Pradesh,Nandigama,2021,621.69,232.04,51.12,15446,3018,1298,2021,"Calendar Year (Jan - Dec), 2021"
3949,India,27,Maharashtra,Narsala,2021,1.4,0.26,0.26,12,12,12,2021,"Calendar Year (Jan - Dec), 2021"
3889,India,28,Andhra Pradesh,Nandikoturu,2021,300.01,144.75,12.17,9640,1312,788,2021,"Calendar Year (Jan - Dec), 2021"
3890,India,27,Maharashtra,Nandivali,2021,0.07,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3891,India,33,Tamil Nadu,Nandivaram-Guduvancheri,2021,55.8,6.02,5.14,321,321,248,2021,"Calendar Year (Jan - Dec), 2021"
3892,India,28,Andhra Pradesh,Nandivelugu,2021,0.3,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3893,India,5,Uttarakhand,Nandprayag,2021,7.88,2.6,1.04,172,106,106,2021,"Calendar Year (Jan - Dec), 2021"
3894,India,9,Uttar Pradesh,Nandpur,2021,0.01,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3895,India,8,Rajasthan,Nandra-Khurd,2021,0.78,0.1,0.1,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
3896,India,8,Rajasthan,Nandri (CT),2021,1.31,0.17,0.17,9,9,9,2021,"Calendar Year (Jan - Dec), 2021"
3897,India,27,Maharashtra,Nandura,2021,36.12,7.55,0.75,495,44,42,2021,"Calendar Year (Jan - Dec), 2021"
3898,India,27,Maharashtra,Nandurbar,2021,88.54,13.61,9.76,785,1330,1269,2021,"Calendar Year (Jan - Dec), 2021"
3899,India,8,Rajasthan,Nandwan,2021,0.3,0.06,0.06,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
3900,India,28,Andhra Pradesh,Nandyal,2021,1109.28,321.66,180.06,21344,13333,12031,2021,"Calendar Year (Jan - Dec), 2021"
3901,India,27,Maharashtra,Nanekarwadi (CT),2021,0.12,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3902,India,3,Punjab,Nangal,2021,2.51,0.63,0.32,42,38,19,2021,"Calendar Year (Jan - Dec), 2021"
3903,India,8,Rajasthan,Nangal Bohra,2021,1.96,0.36,0.36,17,17,17,2021,"Calendar Year (Jan - Dec), 2021"
3904,India,8,Rajasthan,Nangali,2021,0.28,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3905,India,33,Tamil Nadu,Nangavalli,2021,17.97,8.27,3.16,551,482,168,2021,"Calendar Year (Jan - Dec), 2021"
3906,India,33,Tamil Nadu,Nangavaram,2021,11.86,5.65,3.73,376,376,166,2021,"Calendar Year (Jan - Dec), 2021"
3907,India,33,Tamil Nadu,Nanguneri,2021,3.51,1.39,0.75,93,93,64,2021,"Calendar Year (Jan - Dec), 2021"
3908,India,29,Karnataka,Nanjangud,2021,68.37,21.67,6.2,1420,1191,614,2021,"Calendar Year (Jan - Dec), 2021"
3909,India,33,Tamil Nadu,Nannilam,2021,14.71,6.64,4.16,445,444,124,2021,"Calendar Year (Jan - Dec), 2021"
3910,India,9,Uttar Pradesh,Nanpara,2021,81.26,32.7,19.03,2180,2006,1165,2021,"Calendar Year (Jan - Dec), 2021"
3911,India,24,Gujarat,Nansad,2021,2.36,0.55,0.55,21,21,21,2021,"Calendar Year (Jan - Dec), 2021"
3912,India,19,West Bengal,Naopara,2021,0.58,0.1,0.1,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
3913,India,8,Rajasthan,Naradpura,2021,0.14,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3914,India,6,Haryana,Naraingarh,2021,76.68,13.7,2.11,899,335,166,2021,"Calendar Year (Jan - Dec), 2021"
3915,India,9,Uttar Pradesh,Naraini,2021,54.64,21.69,6.3,1446,1355,541,2021,"Calendar Year (Jan - Dec), 2021"
3916,India,28,Andhra Pradesh,Narakodur,2021,0.2,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3917,India,33,Tamil Nadu,Naranammalpuram,2021,17.49,7.9,3.2,530,530,236,2021,"Calendar Year (Jan - Dec), 2021"
3918,India,24,Gujarat,Naranpura,2021,2.02,0.26,0.26,11,11,11,2021,"Calendar Year (Jan - Dec), 2021"
3919,India,28,Andhra Pradesh,Narasannapeta,2021,329.42,149.11,17.88,9939,2108,237,2021,"Calendar Year (Jan - Dec), 2021"
3920,India,28,Andhra Pradesh,Narasapur,2021,351.67,160.49,23.62,10694,1154,521,2021,"Calendar Year (Jan - Dec), 2021"
3921,India,28,Andhra Pradesh,Narasaraopet,2021,477.85,162.48,20.32,10771,2271,2119,2021,"Calendar Year (Jan - Dec), 2021"
3922,India,33,Tamil Nadu,Narasimhanaicken-Palayam,2021,23.99,4.88,3.55,301,301,164,2021,"Calendar Year (Jan - Dec), 2021"
3923,India,29,Karnataka,Narasimharajapura,2021,1.85,0.43,0.21,29,27,9,2021,"Calendar Year (Jan - Dec), 2021"
3924,India,33,Tamil Nadu,Narasingapuram,2021,18.61,8.48,9.32,565,561,453,2021,"Calendar Year (Jan - Dec), 2021"
3925,India,9,Uttar Pradesh,Narauli,2021,59.18,24.54,11.17,1636,975,685,2021,"Calendar Year (Jan - Dec), 2021"
3926,India,9,Uttar Pradesh,Naraura,2021,88.01,34.67,6.54,2311,1814,775,2021,"Calendar Year (Jan - Dec), 2021"
3927,India,28,Andhra Pradesh,Narava,2021,0.07,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3928,India,33,Tamil Nadu,Naravarikuppam,2021,2.76,1.1,0.76,72,72,51,2021,"Calendar Year (Jan - Dec), 2021"
3929,India,23,Madhya Pradesh,Narayangarh,2021,34.56,12.84,6.39,855,834,317,2021,"Calendar Year (Jan - Dec), 2021"
3930,India,36,Telangana,Narayanpet,2021,28.92,6.77,1.73,432,432,32,2021,"Calendar Year (Jan - Dec), 2021"
3931,India,20,Jharkhand,Narayanpur,2021,0.13,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3932,India,18,Assam,Narayanpur,2021,21.79,8.45,4.92,562,543,206,2021,"Calendar Year (Jan - Dec), 2021"
3933,India,22,Chhattisgarh,Narayanpur,2021,20.27,9.43,5.57,614,525,390,2021,"Calendar Year (Jan - Dec), 2021"
3934,India,29,Karnataka,Naregal,2021,106.55,29.61,0.82,1974,179,70,2021,"Calendar Year (Jan - Dec), 2021"
3935,India,5,Uttarakhand,Narendranagar,2021,0.78,0.08,0.08,5,5,5,2021,"Calendar Year (Jan - Dec), 2021"
3936,India,29,Karnataka,Nargund,2021,131.5,36.57,14.17,2433,407,167,2021,"Calendar Year (Jan - Dec), 2021"
3937,India,22,Chhattisgarh,Narharpur,2021,12.21,5.71,3.31,382,324,145,2021,"Calendar Year (Jan - Dec), 2021"
3938,India,8,Rajasthan,Narharpura,2021,0.09,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3939,India,27,Maharashtra,Narhe,2021,24.99,4.82,4.82,213,213,213,2021,"Calendar Year (Jan - Dec), 2021"
3940,India,9,Uttar Pradesh,Narholi,2021,0.09,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3941,India,33,Tamil Nadu,Nariambakkam,2021,0.35,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3942,India,8,Rajasthan,Nari Nadi,2021,0.28,0.06,0.06,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
3943,India,2,Himachal Pradesh,Narkanda,2021,0.35,0.09,0.04,6,6,5,2021,"Calendar Year (Jan - Dec), 2021"
3944,India,10,Bihar,Narkatiaganj,2021,67.62,17.16,6.98,1143,161,32,2021,"Calendar Year (Jan - Dec), 2021"
3945,India,27,Maharashtra,Narkhed,2021,27.03,6.62,2.91,437,1208,944,2021,"Calendar Year (Jan - Dec), 2021"
3946,India,6,Haryana,Narnaund,2021,49.52,17.12,5.03,1142,452,7,2021,"Calendar Year (Jan - Dec), 2021"
3947,India,6,Haryana,Narnual,2021,115.47,30.34,7.95,2008,1080,42,2021,"Calendar Year (Jan - Dec), 2021"
3948,India,8,Rajasthan,Narpat Ki Kheri,2021,0.41,0.04,0.04,2,2,2,2021,"Calendar Year (Jan - Dec), 2021"
3950,India,36,Telangana,Narsampet,2021,,,5.76,0,0,0,2021,"Calendar Year (Jan - Dec), 2021"
3951,India,23,Madhya Pradesh,Narsinghgarh,2021,34.87,12.39,10.36,824,807,499,2021,"Calendar Year (Jan - Dec), 2021"
3952,India,23,Madhya Pradesh,Narsinghpur,2021,163.43,54.19,29.58,3592,2961,1720,2021,"Calendar Year (Jan - Dec), 2021"
3953,India,8,Rajasthan,Narsinghpura,2021,0.03,0.01,0.01,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3954,India,8,Rajasthan,Narsinghpura,2021,0.08,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3955,India,8,Rajasthan,Narsinghpura,2021,0.29,0.09,0.09,4,4,4,2021,"Calendar Year (Jan - Dec), 2021"
3956,India,36,Telangana,Narsingi,2021,0.3,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3957,India,28,Andhra Pradesh,Narsipatnam,2021,331.2,90.26,37.06,6004,3533,2022,2021,"Calendar Year (Jan - Dec), 2021"
3958,India,6,Haryana,Narwana,2021,109.59,24.31,6.47,1575,865,282,2021,"Calendar Year (Jan - Dec), 2021"
3959,India,23,Madhya Pradesh,Narwar,2021,25.66,8.98,7.45,599,599,501,2021,"Calendar Year (Jan - Dec), 2021"
3960,India,27,Maharashtra,Nashik,2021,4123.12,604.57,584.56,26381,27815,27584,2021,"Calendar Year (Jan - Dec), 2021"
3961,India,9,Uttar Pradesh,Nasirabad,2021,38.27,17.36,9.14,1157,1010,410,2021,"Calendar Year (Jan - Dec), 2021"
3962,India,8,Rajasthan,Nasirabad (CB),2021,26.04,4.77,2.74,345,210,210,2021,"Calendar Year (Jan - Dec), 2021"
3963,India,9,Uttar Pradesh,Nasirpur,2021,0.08,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3964,India,9,Uttar Pradesh,Nasirpur,2021,0.12,0.02,0.02,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3965,India,33,Tamil Nadu,Nasiyanur,2021,13.63,5.77,2.5,378,341,131,2021,"Calendar Year (Jan - Dec), 2021"
3966,India,10,Bihar,Nasriganj,2021,42.2,12.38,3.51,825,345,112,2021,"Calendar Year (Jan - Dec), 2021"
3967,India,23,Madhya Pradesh,Nasrullaganj,2021,81.01,29.07,16.67,1939,1797,856,2021,"Calendar Year (Jan - Dec), 2021"
3968,India,2,Himachal Pradesh,Naswal,2021,0.16,0.03,0.03,1,1,1,2021,"Calendar Year (Jan - Dec), 2021"
3969,India,33,Tamil Nadu,Natham,2021,15.65,6.93,5.17,462,462,251,2021,"Calendar Year (Jan - Dec), 2021"
3970,India,3,Punjab,Nathana,2021,4.27,1.95,0.29,134,47,19,2021,"Calendar Year (Jan - Dec), 2021"
3971,India,8,Rajasthan,Nathdwara,2021,47.65,5.83,2.62,377,337,48,2021,"Calendar Year (Jan - Dec), 2021"
3972,India,33,Tamil Nadu,Natrampalli,2021,11.03,5.07,2.81,338,301,181,2021,"Calendar Year (Jan - Dec), 2021"
