srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Maximum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Concentration of Nitrogen Dioxide (NO2) (Annual Average),YearCode,Year
2014,Uttar Pradesh,Jhansi,Manik Chawk / Jal chauraha,38.0,19.0,29.0,23.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Jhansi,Veeranga Nagar,38.0,15.0,27.0,20.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Kanpur,"Forest & Training Centre, Kidwai Nagar",76.0,30.0,49.0,39.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Kanpur,Chamber Of Commerce Darshanpurwa,83.0,26.0,44.0,38.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Kanpur,"Associated Chem Pvt Ltd, Fazalganj, Panki, Site5",74.0,26.0,48.0,38.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Kanpur,Dabauli / Shastri NGR,68.0,20.0,43.0,33.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Kanpur,Jajmau / Awas Vikas,81.0,13.0,42.0,33.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Kanpur,"I.I.T. Campus, Kanpur",96.0,11.0,36.0,18.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Kanpur,"Dada Nagar, Kanpur",95.0,14.0,78.0,35.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Kanpur,"Ramadevi, Kanpur",98.0,19.0,106.0,41.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Khurja,Central Glass & Ceramic Research Institute,78.0,19.0,27.0,22.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Khurja,Ahirpara,62.0,4.5,22.0,19.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Lucknow,Mahanagar,88.0,20.0,33.0,28.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Lucknow,"Chandganj Garden, Aliganj",100.0,22.0,32.0,28.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj",65.0,20.0,32.0,28.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Lucknow,Talkatora,95.0,25.0,33.0,29.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Lucknow,Aminabad / S.M.K Chowk,96.0,25.0,34.0,29.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Lucknow,Nagar Nigam,27.0,23.0,29.0,27.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Meerut,Begum Bridge,119.0,42.0,71.0,57.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Meerut,Thana Railway Road / Kesarganj,117.0,31.0,53.0,38.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Moradabad,"Hindu College, Station Road",98.0,11.0,67.0,38.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Moradabad,"Central Police Hospital, Civil Lines",97.0,10.0,43.0,25.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,West Bengal,Kolkata,"Dalhousie Square, Lal Bazzar Police Headqtr.",88.0,13.0,341.0,115.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Noida,"UP PPCB, E12/1, Sector 1",32.0,19.0,38.0,26.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Noida,GeePee Electroplating and Eng. Work,32.0,19.0,48.0,30.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Varanasi,"Regional Office, Jawahar Nagar",37.0,29.0,34.0,32.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Varanasi,Sigra,36.0,28.0,34.0,32.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Unnao,"H. No. 5, Krishna Nagar, Unnao",22.0,25.0,30.0,28.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Unnao,"IIA Building, Industrial Area, Site 10, Unnao",19.0,29.0,33.0,30.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab Road",56.0,12.0,17.0,15.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Raebareli,Khoya mandi Tiraha Lucknow Road Raebareli,57.0,17.0,21.0,19.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttar Pradesh,Raebareli,Amawan Road Ind. Area Raebareli,57.0,15.0,18.0,16.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",49.0,27.0,33.0,29.0,2014,"Calendar Year (Jan - Dec), 2014"
2014,Uttarakhand,Dehradun,"Clock Tower, PWD Guest House",69.0,25.0,31.0,29.0,2014,"Calendar Year (Jan - Dec), 2014"
2015,Meghalaya,Shillong,State Tuberculosis Hospital,69.0,5.0,27.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Telangana,Hyderabad,Zoo Park,54.0,9.0,38.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Kakinada,Office Building Ramanayyapeta,102.0,13.0,29.0,19.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Kerala,Kottayam,Kottayam,110.0,18.0,27.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Chitoor,GNC Toll Gate Tirumala,100.0,9.0,43.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chandigarh,Chandigarh,"Sector39, IMTECH",149.0,9.0,77.0,25.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Chitoor,"Near M/s.Nutrine Confectionery, Palamaner Road",101.0,9.0,13.0,11.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Guntur,"Near Hindu College, Market Road",103.0,19.0,28.0,26.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Anantapur,"Kamala Nagar, Anantapur",108.0,9.0,19.0,11.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Kadapa,"Near ICL, Yerraguntla, YSR Kadapa Dist",100.0,9.0,12.0,11.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Rajahmundry,"Top of the Staff Clud Building, Rajahmundry",102.0,11.0,50.0,18.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Srikakulam,"SAMKRG Pistons Quarters Bulding,IDA",106.0,12.0,41.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vizianagaram,APIIC Building at IDA Bobbili Growth,104.0,14.0,49.0,24.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Kurnool,Mourya Inn,106.0,8.0,22.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Nellore,"Venkatareddy nagar, Vedayapalem",103.0,24.0,30.0,28.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Eluru,At Ashram Diagnostic Centre,81.0,18.0,28.0,23.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Tirupati,"Regional Science Centre, Chittoor Bypass",101.0,9.0,25.0,11.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vijaywada,Benz Circle,102.0,21.0,58.0,38.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vijaywada,Autonagar,102.0,22.0,56.0,38.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vijaywada,Police Control Room,102.0,22.0,53.0,36.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vishakhapatnam,"Industrial Estate, Marripalem",104.0,9.0,39.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vishakhapatnam,"Panchayat Raj office, Mindi",108.0,9.0,52.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vishakhapatnam,Police Barracks,108.0,10.0,79.0,27.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vishakhapatnam,"INSVirabahu, Naval Area",105.0,9.0,39.0,17.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vishakhapatnam,Seethammadhara,107.0,9.0,45.0,18.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vishakhapatnam,Ganapuram Area,108.0,10.0,60.0,25.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vishakhapatnam,"Pedagantyada, Gajuwada",108.0,9.0,35.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Vishakhapatnam,"CWMP, RAMKY, Parawada",107.0,9.0,44.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Andhra Pradesh,Prakasam,"Near Court Center, Ongole",103.0,24.0,32.0,29.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Arunachal Pradesh,Itnagar,PPC's Office compound itanagar,22.0,5.0,17.0,7.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Arunachal Pradesh,Naharlagun,"APSPCB, Office compound Nharlagun",22.0,5.0,8.0,4.5,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Bongaigaon,"Oil India Ltd. PS6, Chirang",93.0,11.0,19.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Bongaigaon,Barpara Office Building,94.0,11.0,19.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Daranga,"BATAD, Baska",80.0,6.0,19.0,12.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Dibrugarh,Dibrugarh Office Building,98.0,11.0,29.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Golaghat,Golaghat Office Building,97.0,11.0,18.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Guwahati,"Head Office, Bamunimaidam",254.0,9.0,24.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Guwahati,"Boragaon, IASST, Kamrup",128.0,10.0,23.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Guwahati,"Guwahati University, Kamrup",219.0,9.0,28.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Guwahati,"ITI Building, Gopinath Nagar",243.0,9.0,28.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Guwahati,"Khanapara, Central Dairy, Kamrup",220.0,9.0,27.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Guwahati,"Near Pragjyotish College, Santipur",250.0,9.0,25.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Margherita,Coal India Office,93.0,11.0,25.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town",96.0,10.0,31.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Nagaon,"Water Resources Div., Christian Patty",76.0,12.0,23.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Nalbari,PWD Rural Div Office Complex,105.0,11.0,23.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Sibsagar,Sibasagar Office Building,102.0,10.0,20.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Sibsagar,"Usha Lodge, near ONGCL Colony",101.0,9.0,20.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Silchar,Janiganj Govt. Boys HS School campus,94.0,9.0,24.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Silchar,"RLO, Ithkola Market, Ghaniwala Road",94.0,8.0,22.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Tezpur,Tezpur Office Building,103.0,11.0,20.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Tinsukia,"Digboi Carbon factory Campus, Borguri",93.0,10.0,21.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Assam,Tinsukia,"Shreepuria, Borguri",85.0,11.0,24.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Bihar,Patna,"Beltron Bhawan, Shastri Nagar",86.0,12.0,67.0,37.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Bihar,Patna,"Gandhi Maidan, Auto Exhaust Test Centre",79.0,11.0,67.0,44.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chandigarh,Chandigarh,"Modern Foods, Industrial Area",148.0,14.0,82.0,31.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chandigarh,Chandigarh,Sector17 C,150.0,9.0,78.0,25.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chandigarh,Chandigarh,"Punjab Engineering College, Sector 12",148.0,11.0,72.0,24.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chandigarh,Chandigarh,Kaimbwala Village,148.0,9.0,99.0,23.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chhattisgarh,Bhillai,"Visak Hostel, Sector4",86.0,19.0,30.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chhattisgarh,Bhillai,"R.O., 5/32 Banglow Office Building",87.0,13.0,18.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chhattisgarh,Bhillai,M.P. Laghu Udyog Nigam,82.0,27.0,34.0,31.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chhattisgarh,Bilaspur,"Regional Office, CECB Vyapar Vihar",81.0,18.0,26.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chhattisgarh,Korba,"HIG 21,22.Near Ghantaghar, MP Extension",77.0,15.0,22.0,19.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chhattisgarh,Korba,"Pragati Nagar NTPC Colony, Jamnipali",70.0,11.0,21.0,17.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chhattisgarh,Raipur,"New HIG9, Hirapur",34.0,28.0,39.0,34.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Chhattisgarh,Raipur,"M/S Wool Worth India, Sarora",31.0,34.0,42.0,38.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Dadra & Nagar Haveli,Silvassa,"Khadoli Industrial Area, Khadoli",44.0,21.0,34.0,27.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Daman & Diu,Daman,"Kadaiya Industrial Area, Kadaiya",44.0,19.0,34.0,25.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,"N.Y. School, Sarojini Nagar, Delhi",94.0,18.0,208.0,89.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,Janakpuri,78.0,35.0,67.0,50.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,"Mayapuri Industrial Area, Delhi",95.0,23.0,224.0,99.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,Nizamuddin,78.0,37.0,71.0,44.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,Pritampura,78.0,28.0,77.0,37.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,Shahadra,76.0,39.0,87.0,54.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,Shahzada Bagh,69.0,37.0,85.0,56.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,Siri Fort,72.0,29.0,75.0,49.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Delhi,Delhi,"Town Hall, Ayurvedic Dispensary,",92.0,29.0,207.0,106.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Panaji,"Old GSPCB premises, Patto",96.0,5.0,51.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Marmagao,"Fire Brigade Station, Port Trust",87.0,5.0,49.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Vasco,"Fuse Call Office, Mormugao",97.0,5.0,65.0,15.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Curchorem,"Curchorem, Sanvordem, Quepem",103.0,6.0,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Honda,"Honda Junction, Sattari",103.0,5.0,10.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Bicholim,Bicholim Taluk,103.0,5.0,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Amona,"Amona, Bicholim",103.0,4.5,10.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Assanora,"Assanora Junction, Bardez Taluka",103.0,4.5,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Usgao,"Usgao Plae, Junction, Ponda",103.0,5.0,11.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Margao,Margao Town,103.0,5.0,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Tilamol,"Quepem, Tilamol",103.0,5.0,12.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Mapusa,Mapusa town,103.0,5.0,43.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Sanguem,"Near Railway Station at Kalem, Sanguem",103.0,5.0,11.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,cuncolim,cuncolim,103.0,5.0,11.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Ponda,Ponda Town,103.0,5.0,10.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Goa,Kundaim,Kundaim Industrial Estate,103.0,5.0,11.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",30.0,19.0,29.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Ahmedabad,Cadilla Bridge Narol,30.0,18.0,37.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Ahmedabad,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",30.0,20.0,30.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Ahmedabad,"Reliable Products, 61/62 Ilaben Estate,",24.0,19.0,23.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Ahmedabad,L.D. Engg. College,31.0,12.0,22.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur",24.0,18.0,22.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Ahmedabad,"R.C. Technical High School, Mirzapur",30.0,15.0,22.0,19.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Ahmedabad,"Naroda, G.I.D.C.,Behrampur",31.0,19.0,29.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Anklesvar,Rallis India Ltd.,24.0,19.0,23.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Anklesvar,"Durga Traders, Bhavanafarm Society",24.0,19.0,23.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Jamnagar,Fisheries Office,24.0,18.0,22.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Rajkot,Nr. Sardhara Industrial Corporation,24.0,17.0,22.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Rajkot,GPCB Regional Offce,24.0,16.0,22.0,19.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Surat,S.V.R. Engg. College,24.0,17.0,22.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Surat,"B.R.C. High School, Udhna",24.0,17.0,22.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Surat,Near Air India Office,24.0,17.0,22.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Vadodara,"GPCB Office, Geri Vasahat",65.0,17.0,23.0,19.0,2015,"Calendar Year (Jan - Dec), 2015"
2016,Goa,Mapusa,Mapusa town,91.0,5.0,28.0,11.0,2016,"Calendar Year (Jan - Dec), 2016"
2015,Gujarat,Vadodara,"Sterling Gelatin Guest House, VillKarakhadi Padia",63.0,18.0,23.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Vadodara,Dandia Bazaar,63.0,16.0,27.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Vadodara,CETP Nandesari,63.0,18.0,23.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Vapi,"GEB, IIIrd Phase, GIDC",24.0,18.0,23.0,21.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Gujarat,Vapi,"Vapi Nagar Palika, Vapi",24.0,18.0,22.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Haryana,Faridabad,"M/s Escorts Research centre,Mathura Road",34.0,31.0,188.0,83.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Haryana,Faridabad,Haryana RO SPCB Sector16A,44.0,25.0,177.0,65.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Baddi,Industry Department Office Building,18.0,17.0,29.0,24.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Baddi,AHC barotiwala,17.0,13.0,22.0,18.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Baddi,Housing Board,141.0,11.0,30.0,19.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Damtal,Regional Office,139.0,5.0,36.0,12.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Damtal,Old Road,119.0,5.0,61.0,17.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Kala Amb,Kala Amb Industrial Area,150.0,12.0,17.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Kala Amb,Kala Amb Town/Trilokpur,154.0,12.0,18.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Nalagarh,Municipal Council,116.0,16.0,41.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Dharamshala,Kotwali Bazar Dharamshala,169.0,5.0,29.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Dharamshala,"Daari, Dharamshala",62.0,4.5,28.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Parwanoo,"Regional Office, Sector 4",139.0,6.0,39.0,12.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Parwanoo,Asst. Commissioner Building Sector I,129.0,6.0,26.0,12.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Paonta Sahib,Paonta Sahib,127.0,12.0,17.0,13.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Paonta Sahib,Gondhpur Industrial Area,114.0,12.0,20.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Shimla,Tekka Bench Ridge,123.0,5.0,18.0,10.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Shimla,"Bus Stand, Winterfield",115.0,10.0,21.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Una,"Regional Office, Una",86.0,5.0,9.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Una,"DIC Building, Mehatpur, Una",91.0,5.0,9.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",134.0,5.0,24.0,9.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Sunder Nagar,"Muncipal Council, NH21, Mandi",115.0,5.0,33.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Manali,"Nehru Park, Manali, District Kullu",119.0,5.0,23.0,14.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Himachal Pradesh,Manali,"HPSPCB, Hadimba Road, Manali, Kullu",95.0,5.0,27.0,6.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jammu & Kashmir,Jammu,"Regional Office, Jammu",95.0,9.0,24.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jammu & Kashmir,Jammu,"M.A. Stadium, Jewel Chowk",86.0,7.0,23.0,16.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jammu & Kashmir,Jammu,Bari Brahamana Industrial Area,89.0,6.0,25.0,18.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Dhanbad,R.O. Dhanbad,41.0,34.0,41.0,37.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Dhanbad,"EMTI, Bastacola",38.0,34.0,41.0,37.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Dhanbad,"CGM Office, Kusunda",44.0,33.0,43.0,38.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Jamshedpur,Bistupur Vehical Testing Centre,32.0,36.0,57.0,44.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Jamshedpur,Golmuri Vehicle Testing Centre,30.0,40.0,51.0,45.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Jharia,M.A.D.A.,45.0,34.0,43.0,38.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Ranchi,"Albert Ekka Chowk, Main Road",58.0,32.0,39.0,36.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Saraikela Kharsawan,"RO Building, Adityapur",32.0,39.0,51.0,45.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,Sindri,BIT / PDIL,45.0,34.0,42.0,37.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Jharkhand,West Singhbhum,Barajamda U.M. Office,30.0,20.0,31.0,23.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Karnataka,Bangalore,"Graphite India, White Field Road",119.0,10.0,61.0,23.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Karnataka,Bangalore,"AMCO Batteries, Mysore Road",111.0,10.0,36.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Karnataka,Bangalore,"KHB Industrial Area, Yelahanka",104.0,10.0,35.0,17.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Karnataka,Bangalore,Peenya Industrial Area,116.0,11.0,36.0,20.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Karnataka,Bangalore,Victoria hospital,124.0,4.5,63.0,23.0,2015,"Calendar Year (Jan - Dec), 2015"
2015,Karnataka,Bangalore,Yeshwanthpura police station,125.0,8.0,48.0,22.0,2015,"Calendar Year (Jan - Dec), 2015"
