srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Maximum Concentration of Nitrogen Dioxide (NO2) (24-hourly average),Concentration of Nitrogen Dioxide (NO2) (Annual Average),YearCode,Year
2018,Karnataka,Bangalore,Peenya Industrial Area,85.0,27.0,41.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Bangalore,Victoria hospital,104.0,27.0,37.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Bangalore,Yeshwanthpura police station,120.0,28.0,40.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Bangalore,"Jnanabharathi, Bangalore University",77.0,8.0,23.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",105.0,28.0,39.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Belgaum,Karnataka SPCB Office Building,79.0,10.0,23.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Bidar,KSPCB Office Premises,45.0,6.0,32.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Bijapur,KSPCB Office Premises,87.0,10.0,21.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Chitradurga,KSPCB Office Premises,101.0,5.0,12.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Devanagere,"Regional Office building, KSPCB",94.0,5.0,12.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Devanagere,"HPF Intakewell, Kumarapattnam",105.0,5.0,11.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Gulbarga / Kalaburgi,Government Hospital,61.0,5.0,41.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Hassan,KSRTC bus stand building,104.0,14.0,23.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,HubliDharwad,"Lakkamanahalli Industrial Area, Dharwad",103.0,15.0,29.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,HubliDharwad,"Rani Chennamma Circle, Hubli",106.0,18.0,30.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Kolar,"KSPCB Office Premises, Kolar",95.0,12.0,39.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Mandya,"KSPCB Building, Bandigowda Badarahe",45.0,10.0,14.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Mangalore,Baikampady Industrial Area,93.0,6.0,13.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg",103.0,11.0,20.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Raichur,"KSPCB Office Premises, Raichur",106.0,5.0,28.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Shimaga,"The VISL, Oxygen Plant, Shimoga",101.0,5.0,12.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Karnataka,Timukuru,KSPCB Office Premises,103.0,25.0,39.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Alappuzha,"District Office, Alissery Road",98.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Alappuzha,"DC Mills, Pathirappally",88.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kochi,"Eloor I, FACT, Ambalamughal",80.0,10.0,40.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kochi,Eloor II,88.0,13.0,46.0,26.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kochi,Irumpanam,106.0,5.0,33.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kochi,Ernakulum South,106.0,5.0,25.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kochi,VYTTILA,99.0,5.0,44.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kochi,MG Road Bank Ernakulum,106.0,5.0,26.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kochi,KALAMASSERY / CSIR Complex,103.0,5.0,32.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kollam,"KSPCB, District Office, Kadappakada",99.0,5.0,7.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kollam,KMML Chavara,96.0,5.0,7.0,6.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Kozhikode,Nallalam,104.0,5.0,23.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Malapuram,"Kakkanchery, Sijmak oils",105.0,6.0,38.0,26.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Palakkad,SEPR Refractories India Ltd.,102.0,6.0,10.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Pathanamthitta,"KSPCB, Makkamkunnu",103.0,9.0,19.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Thiruvananthapuram,PRS Hospital/COSMO,88.0,10.0,30.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Thiruvananthapuram,SMV School,86.0,16.0,53.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Thiruvananthapuram,VELI / HiTech Chackai,86.0,22.0,28.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Thiruvananthapuram,PETTAH / Sasthamangalam,88.0,19.0,27.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Thissur,"KSPCB, District Office, Poonkunnam",108.0,4.0,31.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Kerala,Wayanad,Sulthan Bathery,99.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Naharlagun,APSPCB Office compound,41.0,5.0,7.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bongaigaon,"Oil India Ltd. PS6, Chirang",86.0,11.0,43.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bongaigaon,Barpara Office Building,89.0,10.0,39.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Daranga,"BATAD, Sandoop Jhankar town of Bhutan, Baska",98.0,11.0,21.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Dibrugarh,Dibrugarh Office Building,101.0,9.0,19.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Golaghat,Golaghat Office Building,100.0,9.0,19.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"Head Office, Bamunimaidam",146.0,11.0,34.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"Boragaon, IASST, Kamrup",110.0,11.0,25.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"Guwahati University, Kamrup",130.0,12.0,30.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"ITI Building, Gopinath Nagar",133.0,12.0,27.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"Khanapara, Central Dairy, Kamrup",144.0,12.0,28.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Guwahati,"Near Pragjyotish College, Santipur",143.0,12.0,27.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Margherita,Coal India Office,96.0,9.0,18.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Amlai,HJI,101.0,13.0,30.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Amlai,OPM,135.0,10.0,27.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",105.0,5.0,46.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,CETP Govindpura,121.0,5.0,41.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Nutan Subhash School, T.T. Nagar",103.0,5.0,15.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Kolar Thana, Kolar Road, Bhopal",102.0,5.0,36.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",86.0,5.0,48.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",101.0,5.0,40.0,10.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",105.0,5.0,47.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Chhindwara,"HIG 33, Front of Geetanali Park Housing Board Colony, Chadagaon",87.0,7.0,42.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",84.0,8.0,32.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Dewas,EID Perry (I) Limited,104.0,15.0,24.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Dewas,Dewas Metal Section,96.0,9.0,27.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Dewas,Vikas Nagar,104.0,15.0,25.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Gwalior,Dindayal Nagar,75.0,15.0,26.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Gwalior,Maharaj Bada,92.0,15.0,32.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Indore,"M.P. Laghu Udyog, Pologround",98.0,12.0,24.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Indore,"Kothari Market, M.G. Road",108.0,9.0,36.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Indore,"Telephone Nagar, 26 A, Kanadia Road",110.0,10.0,32.0,19.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Jabalpur,Vijay Nagar,102.0,8.0,29.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Jabalpur,Udaipur Beverage Racchai,102.0,11.0,31.0,20.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Katni,"HIG4 Housing Board Colony Jhinjhri, Katni",97.0,18.0,41.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",94.0,20.0,37.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Nagda,Chem. D. Labour Club,74.0,7.0,27.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Nagda,B C I Labour Club,78.0,9.0,33.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Nagda,Grasim Kalyan Kendra,77.0,11.0,30.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Prithampur,"Vikas Bhavan, Sector2",105.0,12.0,32.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Prithampur,"RCC Over Head Tank No. 1, Sector3",104.0,13.0,31.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Sagar,Pt.Deendayal Nagar,91.0,5.0,30.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Sagar,"Katra Bazar, Sagar",96.0,4.0,24.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Satna,Subdivisional Office E/M Light Machniery,89.0,5.0,13.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Satna,"MPPCB,Dharwari GaliNo.5,House No.318",113.0,5.0,10.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Singrauli,Jayant Township,75.0,18.0,42.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Singrauli,"N.T.P.C., Vidyanagar",75.0,19.0,70.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Singrauli,Waidhan,75.0,13.0,88.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Ujjain,District Office,95.0,11.0,20.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Ujjain,Regional Office,105.0,8.0,18.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Ujjain,Mahakal Temple,122.0,8.0,50.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Madhya Pradesh,Ujjain,Chamunda Mata Chouraha,96.0,11.0,19.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Akola,"LRT Commerce College, Civil Lines, Akola",105.0,10.0,14.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Akola,"MIDC Water Work, PhashII, MIDC Akola",100.0,12.0,19.0,14.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Akola,"College Of Engineering & Tech, Akola",104.0,10.0,16.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Dombivali/Ambernath,Ambernath Municipal Council Office,86.0,26.0,107.0,65.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Amravati,"Apurva Oil Industries, A23, MIDC",90.0,11.0,29.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Amravati,"Elect. Dept., Govt College Engineering",86.0,11.0,28.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Amravati,"Rajkamal Square, Vaneeta Samaj",82.0,12.0,29.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Aurangabad,S.B.E.S. College,85.0,27.0,51.0,37.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Aurangabad,Collector Ofiice,76.0,20.0,37.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Aurangabad,"C.A.D.A. Ofiice, Garkheda",83.0,22.0,48.0,35.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Badlapur,BIWA Office,82.0,24.0,101.0,67.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Bhiwandi,"Prematai Hall, Near Dhamankar Naka",88.0,37.0,47.0,43.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Bhiwandi,"Fire Brigade Office, I.G.M. Hospital",100.0,31.0,53.0,43.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Bhiwandi,"Regional Office, M.P.C. Board, Kalyan",106.0,31.0,60.0,41.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,Grampanchat Ghughus,100.0,14.0,46.0,28.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,M.I.D.C. Chandrapur,102.0,22.0,54.0,31.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,Nagar Parishad,330.0,12.0,72.0,30.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,"Gadchandur Gram Panchayat, Rajura",100.0,14.0,46.0,29.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,"MIDC, Tadali",100.0,17.0,43.0,29.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Chandrapur,"Muncipal Council, Ballarshah",99.0,17.0,60.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Dombivali/Ambernath,Dombivali MIDC PhaseII,85.0,29.0,101.0,67.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalgaon,B. J. Market,111.0,25.0,44.0,34.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalgaon,Girna water tank,110.0,25.0,42.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalgaon,MIDC Jalgaon,109.0,29.0,44.0,34.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalna,"Bachat Bhawan, Near S P Office",90.0,28.0,60.0,42.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Jalna,"Krishidhan Seeds Ltd, MIDC Area",88.0,31.0,61.0,44.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Kolhapur,"University Campus, Shivaji University",94.0,11.0,36.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Kolhapur,"Ruikar Trust, S.T. Stand",98.0,20.0,81.0,48.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Balasore,DIC office,104.0,10.0,14.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",100.0,18.0,66.0,37.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Latur,MIDC Water Works,105.0,11.0,40.0,23.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Latur,Kshewraj Vidyalaya Shyam nagar,108.0,9.0,31.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Latur,Sidhheshwar Sahakari Bank Ganjgolai,104.0,11.0,35.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Mumbai,"Bank of India, Kalbadevi Branch, Kalbadevi",20.0,9.0,52.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Mumbai,"Parel TT, Ambedkar Road",95.0,5.0,61.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Mumbai,Worli,97.0,5.0,63.0,17.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,Institution of Engineers,115.0,22.0,61.0,39.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"Govt. Polytechnic College, Sadar",111.0,18.0,59.0,37.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,MIDC Office Hingana Road,101.0,16.0,59.0,38.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna",89.0,5.0,84.0,16.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"Nagpur Coop Building, Maskasath, Itwari",91.0,5.0,45.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"NEERI Lab, Nehru Marg, Highway No. 7",83.0,5.0,56.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nagpur,"MPCB Office Premises, Civil Lines",313.0,18.0,66.0,34.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nashik,R.T.O. Colony Tank,101.0,10.0,29.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura",104.0,10.0,30.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nashik,Nashik Municipal Council Building,99.0,9.0,38.0,22.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",312.0,8.0,34.0,21.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",98.0,31.0,76.0,47.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC",100.0,27.0,66.0,45.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"MPCB Lab, Mhape, TTC",97.0,29.0,71.0,48.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,CIDCO Nodal Office Kharghar,102.0,15.0,69.0,47.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"Water Pump House, Panvel, Taloja",103.0,36.0,71.0,48.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Navi Mumbai,"MIDC Collom Facility Building, Taloja",95.0,32.0,68.0,48.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,PimpriChinchwad,"Bank of Baroda Builing, Near M.C Builiding",261.0,22.0,198.0,66.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Pune,"Maratha Chamber of commerce, Bhosari",98.0,31.0,145.0,66.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Pune,State Electricity Board BLDG Nalstop,84.0,31.0,147.0,76.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Pune,Swargate Police Chawki,75.0,29.0,167.0,83.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Sangli,"Udyog bhavan / SRO, MPCB Sangli",97.0,15.0,90.0,37.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Sangli,Sangli Miraj Primary school Building,110.0,22.0,149.0,58.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Sangli,Krishna Valley School,101.0,19.0,123.0,42.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Solapur,WIT Campus,103.0,23.0,42.0,33.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Solapur,Voronoko School / Chitale Clinic,104.0,23.0,41.0,34.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Thane,"Maternity Hospital, Dhobighat, Thane East",90.0,28.0,62.0,50.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Thane,"Shahu Market,Naupada, Thane West",89.0,37.0,64.0,51.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Thane,"Kolshet and Balkum, Thane West",92.0,20.0,61.0,32.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Ulhasnagar,Smt. C. H. M. College Campus,79.0,29.0,87.0,53.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Maharashtra,Ulhasnagar,"Octroi Naka, PawaiChowk, Vithalwadi",85.0,24.0,142.0,63.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Manipur,Imphal,Secretariat Building,26.0,5.0,53.0,15.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Byrnihat,"EPIP, RiBhoi district",108.0,10.0,17.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Dawki,"Terrace building, Jaintia Hills District",102.0,5.0,15.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Khliehriat,"O/o BDO, C & R.D. BlockKhliehriat",102.0,5.0,13.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Nongstoin,"Office Premises of E.E, PHED",104.0,7.0,11.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",104.0,5.0,11.0,7.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Shillong,State Tuberculosis Hospital,104.0,9.0,26.0,18.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Shillong,"Forest Rest House, Polo Hills",104.0,5.0,16.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Shillong,"41/2 mile, Mylliem Range Office",104.0,5.0,15.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",103.0,11.0,16.0,13.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Meghalaya,Umiam / Umsning,"Umiam Industrial Complex, RiBhoi District",104.0,8.0,15.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,"Khatla, M.GRoad, Mizoram SPCB",101.0,4.0,18.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,Laipuitlang,96.0,5.0,12.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,Bawngkawn,101.0,4.0,14.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",101.0,4.0,18.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",102.0,5.0,16.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",95.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Champhai,"Lalzidinga building, Vengthlang",95.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",97.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",96.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",93.0,5.0,5.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",93.0,5.0,12.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Nagaland,Dimapur,Bank Colony,116.0,5.0,23.0,9.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Nagaland,Dimapur,Dhobinala,107.0,5.0,20.0,8.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Nagaland,Kohima,Opposite NST Office,114.0,5.0,6.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Nagaland,Kohima,Opposite War Cemetery,108.0,5.0,6.0,5.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Angul,Industrial Estate,106.0,16.0,35.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Angul,NALCO Township,105.0,20.0,30.0,25.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Balasore,Sahadevkhunta,104.0,10.0,14.0,11.0,2018,"Calendar Year (Jan - Dec), 2018"
2018,Odisha,Balasore,Rasalpur near Balgopalpur I/A,104.0,11.0,14.0,12.0,2018,"Calendar Year (Jan - Dec), 2018"
