ROWID,Country,State lgd code,State,Yearcode,Year,Monthcode,Month,Calendardaycode,Calendar day,City,Quality of air,Index value of air
184,India,1,Jammu And Kashmir,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",20201231,2020-12-31,Pulwama,,
185,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Baddi,Moderate,107
186,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Damtal,Moderate,103
187,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Dharamshala,Good,45
188,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Kala Amb,Moderate,118
189,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Manali,Satisfactory,67
190,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Nalagarh,Moderate,102
191,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Parwanoo,Good,48
192,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Poanta Sahib,Satisfactory,100
193,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Shimla,Satisfactory,53
195,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Una,Satisfactory,58
196,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200101,2020-01-01,Vashisht,,
197,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Baddi,Moderate,101
198,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Damtal,Satisfactory,56
199,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Dharamshala,Good,46
200,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Kala Amb,,
201,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Manali,Satisfactory,51
202,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Nalagarh,,
203,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Parwanoo,Satisfactory,60
204,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Poanta Sahib,Satisfactory,97
205,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Shimla,Satisfactory,51
206,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Sunder Nagar,,
207,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Una,Satisfactory,60
208,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200102,2020-01-02,Vashisht,Good,40
209,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Baddi,Moderate,105
210,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Damtal,Satisfactory,65
211,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Dharamshala,Good,39
212,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Kala Amb,Moderate,125
213,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Manali,Good,28
214,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Nalagarh,Satisfactory,100
215,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Parwanoo,Satisfactory,54
216,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Poanta Sahib,Moderate,101
217,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Shimla,Satisfactory,66
218,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Sunder Nagar,Satisfactory,73
219,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Una,Satisfactory,62
220,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200103,2020-01-03,Vashisht,,
221,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Baddi,Moderate,116
222,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Damtal,Satisfactory,67
223,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Dharamshala,Good,47
224,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Kala Amb,,
225,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Manali,,
226,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Nalagarh,,
227,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Parwanoo,Satisfactory,62
228,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Poanta Sahib,Satisfactory,79
229,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Shimla,Satisfactory,76
230,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Sunder Nagar,,
231,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Una,Satisfactory,58
232,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200104,2020-01-04,Vashisht,,
233,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Baddi,,
234,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Damtal,,
235,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Dharamshala,,
236,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Kala Amb,,
237,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Manali,,
238,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Nalagarh,,
239,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Parwanoo,Good,38
240,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Poanta Sahib,Satisfactory,87
241,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Shimla,,
242,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Sunder Nagar,,
243,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Una,,
244,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200105,2020-01-05,Vashisht,,
245,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Baddi,Moderate,123
246,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Damtal,Satisfactory,52
247,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Dharamshala,,
248,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Kala Amb,Moderate,130
249,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Manali,,
250,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Nalagarh,,
251,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Parwanoo,Good,41
252,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Poanta Sahib,Satisfactory,77
253,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Shimla,,
254,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Sunder Nagar,,
255,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Una,,
256,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200106,2020-01-06,Vashisht,,
257,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Baddi,Moderate,105
258,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Damtal,,
259,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Dharamshala,,
260,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Kala Amb,Moderate,120
261,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Manali,,
262,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Nalagarh,,
263,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Parwanoo,,
264,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Poanta Sahib,Moderate,105
265,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Shimla,,
266,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Sunder Nagar,,
267,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Una,Satisfactory,63
268,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200107,2020-01-07,Vashisht,,
269,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Baddi,Moderate,128
270,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Damtal,Good,48
271,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Dharamshala,,
272,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Kala Amb,Moderate,140
273,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Manali,,
274,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Nalagarh,,
275,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Parwanoo,,
276,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Poanta Sahib,Satisfactory,97
277,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Shimla,,
278,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Sunder Nagar,,
279,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Una,Satisfactory,58
280,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200108,2020-01-08,Vashisht,,
281,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Baddi,Moderate,112
282,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Damtal,Satisfactory,63
283,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Dharamshala,Good,36
284,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Kala Amb,Moderate,183
285,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Manali,,
286,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Nalagarh,,
287,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Parwanoo,Good,36
288,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Poanta Sahib,Satisfactory,92
289,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Shimla,Good,34
290,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Sunder Nagar,Satisfactory,53
291,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Una,Satisfactory,61
292,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200109,2020-01-09,Vashisht,,
293,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Baddi,Moderate,117
294,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Damtal,Satisfactory,63
295,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Dharamshala,Good,23
296,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Kala Amb,Moderate,187
297,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Manali,,
298,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Nalagarh,Moderate,115
299,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Parwanoo,Good,44
300,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Poanta Sahib,Moderate,123
301,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Shimla,Good,45
302,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Sunder Nagar,,
303,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Una,Satisfactory,61
304,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200110,2020-01-10,Vashisht,,
305,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Baddi,,
306,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Damtal,,
307,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Dharamshala,,
308,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Kala Amb,Satisfactory,97
309,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Manali,,
310,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Nalagarh,,
311,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Parwanoo,,
312,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Poanta Sahib,Satisfactory,98
313,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Shimla,,
314,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Sunder Nagar,,
315,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Una,,
316,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200111,2020-01-11,Vashisht,,
317,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Baddi,,
318,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Damtal,,
319,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Dharamshala,,
320,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Kala Amb,Moderate,117
321,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Manali,,
322,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Nalagarh,Satisfactory,98
323,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Parwanoo,,
324,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Poanta Sahib,,
325,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Shimla,,
326,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Sunder Nagar,,
327,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Una,,
328,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200112,2020-01-12,Vashisht,,
329,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Baddi,,
330,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Damtal,,
331,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Dharamshala,,
332,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Kala Amb,Moderate,130
333,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Manali,,
334,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Nalagarh,,
335,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Parwanoo,Good,41
336,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Poanta Sahib,Satisfactory,92
337,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Shimla,Satisfactory,62
338,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Sunder Nagar,,
339,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Una,,
340,India,2,Himachal Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",20200113,2020-01-13,Vashisht,,
