Rowid,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,Yearcode,Year,Maintenance cost maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
13888,India,29,Karnataka,548,Tumakuru,5905,Chiknayakanhalli,2012,"Calendar Year (Jan - Dec), 2012",13.23,6.24,216.2,3
13889,India,29,Karnataka,548,Tumakuru,5912,Tiptur,2012,"Calendar Year (Jan - Dec), 2012",8.78,4.14,175.9,1
13890,India,29,Karnataka,548,Tumakuru,5914,Turuvekere,2012,"Calendar Year (Jan - Dec), 2012",8.51,3.95,156,2
13891,India,29,Karnataka,549,Udupi,5917,Udupi,2013,"Calendar Year (Jan - Dec), 2013",0,0,36.192989188724,0.23515683963825589555
13892,India,29,Karnataka,549,Udupi,7416,Brahmavara,2013,"Calendar Year (Jan - Dec), 2013",0,0,68.030429107689,0.44201435324338281053
13893,India,29,Karnataka,549,Udupi,7434,Kapu,2013,"Calendar Year (Jan - Dec), 2013",0,0,49.686581703587,0.32282880711836129391
13894,India,29,Karnataka,550,Uttara Kannada,5926,Sirsi,2012,"Calendar Year (Jan - Dec), 2012",43.21,13.8,779.29,3
13895,India,29,Karnataka,550,Uttara Kannada,5927,Supa,2013,"Calendar Year (Jan - Dec), 2013",0,0,171.19,2
13896,India,29,Karnataka,630,Chikkaballapura,5868,Gauribidanur,2012,"Calendar Year (Jan - Dec), 2012",11.48,4.64,175.32,2
13897,India,29,Karnataka,630,Chikkaballapura,5869,Gudibanda,2012,"Calendar Year (Jan - Dec), 2012",7.43,3,112.58,2
13898,India,29,Karnataka,635,Yadgir,5844,Shorapur,2013,"Calendar Year (Jan - Dec), 2013",0,0,51.452258702718,0.54736445428423383108
13899,India,29,Karnataka,635,Yadgir,5845,Yadgir,2012,"Calendar Year (Jan - Dec), 2012",12.3693402769622,5.77682380798627,230.556970528725,1.17691153919716528140
13900,India,29,Karnataka,635,Yadgir,7388,Gurumitkal,2012,"Calendar Year (Jan - Dec), 2012",8.65065972303779,4.06317619201373,161.243029471275,0.82308846080283471860
13901,India,29,Karnataka,635,Yadgir,7390,Hunasagi,2013,"Calendar Year (Jan - Dec), 2013",0,0,42.547741297282,0.45263554571576616892
13902,India,32,Kerala,554,Alappuzha,5949,Ambalappuzha,2013,"Calendar Year (Jan - Dec), 2013",3.51,0.63,38.93,1
13903,India,32,Kerala,554,Alappuzha,5950,Aryad,2013,"Calendar Year (Jan - Dec), 2013",5.16,1,57.4,1
13904,India,32,Kerala,554,Alappuzha,5951,Bharanicavu,2013,"Calendar Year (Jan - Dec), 2013",12.85,2.95,142.81,2
13905,India,32,Kerala,554,Alappuzha,5952,Champakulam,2013,"Calendar Year (Jan - Dec), 2013",18.76,2.96,208.31,2
13906,India,32,Kerala,554,Alappuzha,5953,Chengannur,2013,"Calendar Year (Jan - Dec), 2013",19.3,3.62,214.45,2
13907,India,32,Kerala,554,Alappuzha,5954,Harippad,2013,"Calendar Year (Jan - Dec), 2013",18.18,2.5,200.97,2
13908,India,32,Kerala,554,Alappuzha,5955,Kanjikkuzhy,2013,"Calendar Year (Jan - Dec), 2013",1.46845695642502,0.178512548929312,16.3201267950271,0.25318223386638325218
13909,India,32,Kerala,554,Alappuzha,5956,Mavelikkara,2013,"Calendar Year (Jan - Dec), 2013",14.88,2.96,165.32,2
13910,India,32,Kerala,554,Alappuzha,5957,Muthukulam,2013,"Calendar Year (Jan - Dec), 2013",30.46,5.32,336.36,3
13911,India,32,Kerala,554,Alappuzha,5958,Pattanakkad,2013,"Calendar Year (Jan - Dec), 2013",4.33154304357498,0.701487451070688,48.1398732049729,0.74681776613361674782
13912,India,32,Kerala,554,Alappuzha,5959,Thycattussery,2013,"Calendar Year (Jan - Dec), 2013",11.94,1.88,132.76,1
13913,India,32,Kerala,555,Ernakulam,5962,Angamali,2013,"Calendar Year (Jan - Dec), 2013",29.66,4.95,329.51,2
13914,India,32,Kerala,555,Ernakulam,5964,Koovappady,2013,"Calendar Year (Jan - Dec), 2013",12.59,2.54,139.92,2
13915,India,32,Kerala,555,Ernakulam,5965,Kothamangalam,2013,"Calendar Year (Jan - Dec), 2013",43.58,9.103,484.2,3
13916,India,32,Kerala,555,Ernakulam,5966,Mulanthuruthy,2013,"Calendar Year (Jan - Dec), 2013",71.49,15.895,794.38,3
13917,India,32,Kerala,555,Ernakulam,5966,Mulanthuruthy,2015,"Calendar Year (Jan - Dec), 2015",0,0,304,1
13918,India,32,Kerala,555,Ernakulam,5967,Muvattupuzha,2013,"Calendar Year (Jan - Dec), 2013",24.91,5.225,276.83,3
13919,India,32,Kerala,555,Ernakulam,5969,Pampakuda,2013,"Calendar Year (Jan - Dec), 2013",32.8,6.91,382.09,3
13920,India,32,Kerala,555,Ernakulam,5970,Parakkadav,2013,"Calendar Year (Jan - Dec), 2013",4.45,1.14,49.41,1
13921,India,32,Kerala,555,Ernakulam,5972,Vadavucode,2013,"Calendar Year (Jan - Dec), 2013",8.56,2.06,95.1,1
13922,India,32,Kerala,555,Ernakulam,5973,Vazhakkulam,2013,"Calendar Year (Jan - Dec), 2013",20.49,4.03,227.78,3
13923,India,32,Kerala,556,Idukki,5976,Adimaly,2013,"Calendar Year (Jan - Dec), 2013",77.1,11.595,846.79,3
13924,India,32,Kerala,556,Idukki,5977,Azhutha,2013,"Calendar Year (Jan - Dec), 2013",63.45,9.22,604.44,2
13925,India,32,Kerala,556,Idukki,5978,Devikulam,2013,"Calendar Year (Jan - Dec), 2013",113.37,16.65,1258.4,6
13926,India,32,Kerala,556,Idukki,5979,Elemdesam,2013,"Calendar Year (Jan - Dec), 2013",102.31,15.075,1131.75,6
13927,India,32,Kerala,556,Idukki,5979,Elemdesam,2018,"Calendar Year (Jan - Dec), 2018",44.27,6.82,491.92,1
13928,India,32,Kerala,556,Idukki,5980,Idukki,2013,"Calendar Year (Jan - Dec), 2013",156.07,21.8,1675.39,7
13929,India,32,Kerala,556,Idukki,5980,Idukki,2018,"Calendar Year (Jan - Dec), 2018",44.83,6.74,498.11,1
13930,India,32,Kerala,556,Idukki,5981,Kattappana,2013,"Calendar Year (Jan - Dec), 2013",136.71,20.64,1499.33,4
13931,India,32,Kerala,556,Idukki,5982,Nedumkandom,2013,"Calendar Year (Jan - Dec), 2013",267.23,18.53,1385.09,5
13932,India,32,Kerala,556,Idukki,5983,Thodupuzha,2013,"Calendar Year (Jan - Dec), 2013",76.5,12.889,907.07,8
13933,India,32,Kerala,557,Kannur,5985,Irikkur,2013,"Calendar Year (Jan - Dec), 2013",142.62,24.9,1520.61,8
13934,India,32,Kerala,557,Kannur,5985,Irikkur,2018,"Calendar Year (Jan - Dec), 2018",31.57,4.931,355.75,1
13935,India,32,Kerala,557,Kannur,5986,Iritty,2013,"Calendar Year (Jan - Dec), 2013",104.8,16.11,1151.58,6
13936,India,32,Kerala,557,Kannur,5986,Iritty,2018,"Calendar Year (Jan - Dec), 2018",35.6,6.105,398.55,1
13937,India,32,Kerala,557,Kannur,5988,Kuthuparamba,2018,"Calendar Year (Jan - Dec), 2018",6.7,1.5,79.49,1
13938,India,32,Kerala,557,Kannur,5989,Payyannur,2013,"Calendar Year (Jan - Dec), 2013",73.73,12.03,688.47,3
13939,India,32,Kerala,557,Kannur,5990,Peravoor,2013,"Calendar Year (Jan - Dec), 2013",60.1,14.25,667.7,3
13940,India,32,Kerala,557,Kannur,5990,Peravoor,2018,"Calendar Year (Jan - Dec), 2018",24.1,4.061,272.73,1
13941,India,32,Kerala,557,Kannur,5991,Taliparamba,2013,"Calendar Year (Jan - Dec), 2013",77.7,11.42,790.9,5
13942,India,32,Kerala,558,Kasaragod,5993,Kanhangad,2013,"Calendar Year (Jan - Dec), 2013",78.0913114617324,8.62734407464774,869.666552024622,5.76071640462770691192
13943,India,32,Kerala,558,Kasaragod,5994,Kasargod,2013,"Calendar Year (Jan - Dec), 2013",45.4437757934229,4.16774602642531,505.737582979212,2.91760460931817311742
13944,India,32,Kerala,558,Kasaragod,5995,Manjeshwar,2013,"Calendar Year (Jan - Dec), 2013",86.1734188902777,15.3346278724422,957.446909352753,5.18440302157491440682
13945,India,32,Kerala,558,Kasaragod,5996,Nileshwar,2013,"Calendar Year (Jan - Dec), 2013",29.5716127036047,4.80731227833136,328.622588606243,1.47342365239684398966
13946,India,32,Kerala,558,Kasaragod,5996,Nileshwar,2018,"Calendar Year (Jan - Dec), 2018",16.0062922772044,1.99981084276304,187.61103365969,0.98228243493122932644
13947,India,32,Kerala,558,Kasaragod,6696,Parappa,2013,"Calendar Year (Jan - Dec), 2013",115.217075834663,26.9753436470209,1282.39085936914,7.76585994297544909842
13948,India,32,Kerala,558,Kasaragod,6696,Parappa,2018,"Calendar Year (Jan - Dec), 2018",16.5837077227956,3.15018915723696,194.37896634031,1.01771756506877067356
13949,India,32,Kerala,558,Kasaragod,6697,Karadka,2013,"Calendar Year (Jan - Dec), 2013",77.1428053162994,18.7976261011325,858.265507668035,4.89799236910691247576
13950,India,32,Kerala,559,Kollam,5997,Anchal,2013,"Calendar Year (Jan - Dec), 2013",46.17,9.005,512.98,4
13951,India,32,Kerala,559,Kollam,5999,Chadayamangalam,2013,"Calendar Year (Jan - Dec), 2013",46.49,8.939,516.45,5
13952,India,32,Kerala,559,Kollam,6004,Kottarakkara,2013,"Calendar Year (Jan - Dec), 2013",9.8,1.75,109.07,1
13953,India,32,Kerala,559,Kollam,6007,Pathanapuram,2013,"Calendar Year (Jan - Dec), 2013",81.68,15.132,969.65,7
13954,India,32,Kerala,559,Kollam,6008,Sasthamcottah,2013,"Calendar Year (Jan - Dec), 2013",18.98,4.947,210.86,3
13955,India,32,Kerala,559,Kollam,6009,Vettikkavala,2013,"Calendar Year (Jan - Dec), 2013",50.97,10.504,586.71,5
13956,India,32,Kerala,559,Kollam,6009,Vettikkavala,2018,"Calendar Year (Jan - Dec), 2018",32.93,5.652,372.6,1
13957,India,32,Kerala,560,Kottayam,6010,Erattupetta,2013,"Calendar Year (Jan - Dec), 2013",147.3,22.994,1639.8,5
13958,India,32,Kerala,560,Kottayam,6010,Erattupetta,2018,"Calendar Year (Jan - Dec), 2018",23.9,3.739,265.66,1
13959,India,32,Kerala,560,Kottayam,6011,Ettumanoor,2013,"Calendar Year (Jan - Dec), 2013",3.66752016868353,1.08616327329679,40.8282636596993,0.61074440777411074440
13960,India,32,Kerala,560,Kottayam,6011,Ettumanoor,2018,"Calendar Year (Jan - Dec), 2018",35.56,5.936,395.1,1
13961,India,32,Kerala,560,Kottayam,6012,Kaduthuruthy,2013,"Calendar Year (Jan - Dec), 2013",32.0497630916539,5.59648394141145,356.836150732935,3.31178125462711613444
13962,India,32,Kerala,560,Kottayam,6013,Kanjirappally,2013,"Calendar Year (Jan - Dec), 2013",85.65,12.215,951.72,3
13963,India,32,Kerala,560,Kottayam,6015,Madappally,2013,"Calendar Year (Jan - Dec), 2013",5.11025156073441,0.839215969791859,56.7537028874588,0.63639496397688750691
13964,India,32,Kerala,560,Kottayam,6015,Madappally,2018,"Calendar Year (Jan - Dec), 2018",7.08081894941343,1.24258814102564,78.6851061047598,0.49447059702607785997
13965,India,32,Kerala,560,Kottayam,6016,Pallom,2013,"Calendar Year (Jan - Dec), 2013",8.34247983131647,1.19983672670321,92.8717363403007,1.38925559222588925560
13966,India,32,Kerala,560,Kottayam,6016,Pallom,2018,"Calendar Year (Jan - Dec), 2018",3.1935465391417,0.324919871794872,35.4880629031856,0.22301302647637550126
13967,India,32,Kerala,560,Kottayam,6017,Pampady,2013,"Calendar Year (Jan - Dec), 2013",4.03,0.774,44.89,1
13968,India,32,Kerala,560,Kottayam,6018,Uzhavoor,2013,"Calendar Year (Jan - Dec), 2013",6.66023690834608,1.02151605858855,74.1538492670648,0.68821874537288386556
13969,India,32,Kerala,560,Kottayam,6019,Vaikom,2013,"Calendar Year (Jan - Dec), 2013",4.67,0.85,51.82,1
13970,India,32,Kerala,560,Kottayam,6020,Vazhoor,2013,"Calendar Year (Jan - Dec), 2013",2.91974843926559,0.629784030208141,32.4262971125412,0.36360503602311249309
13971,India,32,Kerala,560,Kottayam,6020,Vazhoor,2018,"Calendar Year (Jan - Dec), 2018",4.04563451144487,0.932491987179487,44.9568309920546,0.28251637649754663877
13972,India,32,Kerala,561,Kozhikode,6021,Balusseri,2013,"Calendar Year (Jan - Dec), 2013",29.87,3.805,289.31,3
13973,India,32,Kerala,561,Kozhikode,6021,Balusseri,2018,"Calendar Year (Jan - Dec), 2018",102.38,14.5,1242.58,3
13974,India,32,Kerala,561,Kozhikode,6022,Chelannur,2013,"Calendar Year (Jan - Dec), 2013",14.1,2.61,156.59,2
13975,India,32,Kerala,561,Kozhikode,6023,Koduvally,2013,"Calendar Year (Jan - Dec), 2013",31.63,5.635,351.57,2
13976,India,32,Kerala,561,Kozhikode,6025,Kunnamangalam,2013,"Calendar Year (Jan - Dec), 2013",23.02,3.842,255.9,2
13977,India,32,Kerala,561,Kozhikode,6026,Kunnummal,2013,"Calendar Year (Jan - Dec), 2013",42.9,6.225,488.14,2
13978,India,32,Kerala,561,Kozhikode,6027,Melday,2013,"Calendar Year (Jan - Dec), 2013",36.09,4.4,365.46,2
13979,India,32,Kerala,561,Kozhikode,6028,Panthalayani,2013,"Calendar Year (Jan - Dec), 2013",18.44,2.83,194.98,2
13980,India,32,Kerala,561,Kozhikode,6028,Panthalayani,2018,"Calendar Year (Jan - Dec), 2018",10.57,1.56,149.47,1
13981,India,32,Kerala,561,Kozhikode,6029,Perambra,2013,"Calendar Year (Jan - Dec), 2013",29.42,4.61,326.74,3
13982,India,32,Kerala,561,Kozhikode,6030,Thodannur,2013,"Calendar Year (Jan - Dec), 2013",43.74,6.44,485.97,2
13983,India,32,Kerala,561,Kozhikode,6031,Thuneri,2013,"Calendar Year (Jan - Dec), 2013",34.41,5.15,382.4,3
13984,India,32,Kerala,561,Kozhikode,6032,Vadakara,2018,"Calendar Year (Jan - Dec), 2018",10.89,1.61,148.16,1
13985,India,32,Kerala,562,Malappuram,6033,Areakode,2013,"Calendar Year (Jan - Dec), 2013",24.35,4.177,270.69,2
13986,India,32,Kerala,562,Malappuram,6033,Areakode,2018,"Calendar Year (Jan - Dec), 2018",9.6,1.504,108.68,1
13987,India,32,Kerala,562,Malappuram,6034,Kondotty,2013,"Calendar Year (Jan - Dec), 2013",31,4.31,344.33,2
13988,India,32,Kerala,562,Malappuram,6035,Kuttippuram,2013,"Calendar Year (Jan - Dec), 2013",40.12,6.814,445.69,3
13989,India,32,Kerala,562,Malappuram,6035,Kuttippuram,2018,"Calendar Year (Jan - Dec), 2018",1.85209910323753,0.537303494868129,21.5230753060776,0.16837264574886656414
13990,India,32,Kerala,562,Malappuram,6036,Malappuram,2013,"Calendar Year (Jan - Dec), 2013",10.96,2.261,121.74,2
13991,India,32,Kerala,562,Malappuram,6037,Mankada,2013,"Calendar Year (Jan - Dec), 2013",30.14,4.931,334.99,2
13992,India,32,Kerala,562,Malappuram,6038,Nilambur,2013,"Calendar Year (Jan - Dec), 2013",35.5437263803878,5.08563861746977,395.017390974665,2.33994248718813758092
13993,India,32,Kerala,562,Malappuram,6038,Nilambur,2018,"Calendar Year (Jan - Dec), 2018",5.10692447828811,0.602551613411608,57.9135765579064,0.58498562179703439523
13994,India,32,Kerala,562,Malappuram,6039,Perinthalmanna,2013,"Calendar Year (Jan - Dec), 2013",39.78,6.691,441.96,3
13995,India,32,Kerala,562,Malappuram,6040,Perumpadappu,2013,"Calendar Year (Jan - Dec), 2013",35.69,5.41,396.67,4
13996,India,32,Kerala,562,Malappuram,6041,Ponnani,2013,"Calendar Year (Jan - Dec), 2013",28.3,5.724,314.42,3
13997,India,32,Kerala,562,Malappuram,6042,Tanur,2013,"Calendar Year (Jan - Dec), 2013",33.2,4.638,368.7,2
13998,India,32,Kerala,562,Malappuram,6042,Tanur,2018,"Calendar Year (Jan - Dec), 2018",9.14790089676247,2.00769650513187,106.306924693922,0.83162735425113343586
13999,India,32,Kerala,562,Malappuram,6043,Tirur,2013,"Calendar Year (Jan - Dec), 2013",26.6,3.569,295.33,2
14000,India,32,Kerala,562,Malappuram,6044,Tirurangadi,2013,"Calendar Year (Jan - Dec), 2013",5.87,1.212,65.27,1
14001,India,32,Kerala,562,Malappuram,6044,Tirurangadi,2018,"Calendar Year (Jan - Dec), 2018",7.62,1.645,87.06,1
14002,India,32,Kerala,562,Malappuram,6046,Wandoor,2013,"Calendar Year (Jan - Dec), 2013",67.6781128744411,9.67606194307466,751.931053328472,3.85542399877185239200
14003,India,32,Kerala,562,Malappuram,6692,Kalikavu,2013,"Calendar Year (Jan - Dec), 2013",45.3081607451711,8.48129943945558,503.471555696863,2.80463351404001002708
14004,India,32,Kerala,562,Malappuram,6692,Kalikavu,2018,"Calendar Year (Jan - Dec), 2018",3.62307552171189,0.567448386588392,41.0864234420936,0.41501437820296560477
14005,India,32,Kerala,563,Palakkad,6047,Alathur,2013,"Calendar Year (Jan - Dec), 2013",18.46,3.24,205.12,1
14006,India,32,Kerala,563,Palakkad,6048,Attappadi,2013,"Calendar Year (Jan - Dec), 2013",685.24,70.65,7678.53,16
14007,India,32,Kerala,563,Palakkad,6048,Attappadi,2018,"Calendar Year (Jan - Dec), 2018",88.32,10.93,987.18,2
14008,India,32,Kerala,563,Palakkad,6049,Chittur,2013,"Calendar Year (Jan - Dec), 2013",31.95,5.65,355.06,2
14009,India,32,Kerala,563,Palakkad,6050,Kollengode,2013,"Calendar Year (Jan - Dec), 2013",27.37,6.3,304.09,1
14010,India,32,Kerala,563,Palakkad,6051,Kuzhalmannam,2013,"Calendar Year (Jan - Dec), 2013",32.47,6.435,360.79,2
14011,India,32,Kerala,563,Palakkad,6052,Malampuzha,2013,"Calendar Year (Jan - Dec), 2013",35.78,6.51,397.48,2
14012,India,32,Kerala,563,Palakkad,6053,Mannarkad,2013,"Calendar Year (Jan - Dec), 2013",43.33,6.15,481.49,1
14013,India,32,Kerala,563,Palakkad,6054,Nemmara,2013,"Calendar Year (Jan - Dec), 2013",20.7,4.025,229.98,2
14014,India,32,Kerala,563,Palakkad,6054,Nemmara,2018,"Calendar Year (Jan - Dec), 2018",13.27,2.079,153.48,1
14015,India,32,Kerala,563,Palakkad,6055,Ottappalam,2013,"Calendar Year (Jan - Dec), 2013",35.7,5.26,396.56,3
14016,India,32,Kerala,563,Palakkad,6056,Palakkad,2013,"Calendar Year (Jan - Dec), 2013",15.22,2.64,169.16,2
14017,India,32,Kerala,563,Palakkad,6057,Pattambi,2013,"Calendar Year (Jan - Dec), 2013",18.78,3.97,208.62,2
14018,India,32,Kerala,563,Palakkad,6058,Sreekrishnapuram,2013,"Calendar Year (Jan - Dec), 2013",43.59,8.115,484.33,2
14019,India,32,Kerala,563,Palakkad,6059,Trithala,2013,"Calendar Year (Jan - Dec), 2013",24.58,5.05,273.15,2
14020,India,32,Kerala,564,Pathanamthitta,6061,Koipuram,2013,"Calendar Year (Jan - Dec), 2013",31.87,6.09,354.11,2
14021,India,32,Kerala,564,Pathanamthitta,6062,Konni,2013,"Calendar Year (Jan - Dec), 2013",61.77,10.832,630.85,3
14022,India,32,Kerala,564,Pathanamthitta,6064,Mallappally,2013,"Calendar Year (Jan - Dec), 2013",28.25,5.14,313.91,2
14023,India,32,Kerala,564,Pathanamthitta,6065,Pandlam,2013,"Calendar Year (Jan - Dec), 2013",30.24,4.08,329.5,3
14024,India,32,Kerala,564,Pathanamthitta,6066,Parakode,2013,"Calendar Year (Jan - Dec), 2013",138.62,21.55,1496.81,6
14025,India,32,Kerala,564,Pathanamthitta,6067,Pulikeezhu,2013,"Calendar Year (Jan - Dec), 2013",48.38,9.235,537.32,3
14026,India,32,Kerala,564,Pathanamthitta,6068,Ranni,2013,"Calendar Year (Jan - Dec), 2013",29.54,5.219,328.18,3
14027,India,32,Kerala,565,Thiruvananthapuram,6069,Athiyannoor,2013,"Calendar Year (Jan - Dec), 2013",44.69,6.393,503.27,4
14028,India,32,Kerala,565,Thiruvananthapuram,6069,Athiyannoor,2018,"Calendar Year (Jan - Dec), 2018",11.26,1.86,125.94,1
14029,India,32,Kerala,565,Thiruvananthapuram,6070,Chirayinkeezhu,2013,"Calendar Year (Jan - Dec), 2013",62.93,8.688,730.36,4
14030,India,32,Kerala,565,Thiruvananthapuram,6071,Pothencode,2013,"Calendar Year (Jan - Dec), 2013",23.33,3.916,259.24,1
14031,India,32,Kerala,565,Thiruvananthapuram,6072,Kilimanoor,2013,"Calendar Year (Jan - Dec), 2013",19.26,3.679,213.95,2
14032,India,32,Kerala,565,Thiruvananthapuram,6073,Nedumangad,2013,"Calendar Year (Jan - Dec), 2013",33.19,5.563,368.86,4
14033,India,32,Kerala,565,Thiruvananthapuram,6074,Nemom,2013,"Calendar Year (Jan - Dec), 2013",21.31,3.704,236.7,2
14034,India,32,Kerala,565,Thiruvananthapuram,6074,Nemom,2018,"Calendar Year (Jan - Dec), 2018",10.9,1.83,122.41,1
14035,India,32,Kerala,565,Thiruvananthapuram,6075,Parassala,2013,"Calendar Year (Jan - Dec), 2013",44.12,6.804,517.55,4
14036,India,32,Kerala,565,Thiruvananthapuram,6076,Perumkadavila,2013,"Calendar Year (Jan - Dec), 2013",15.33,2.781,170.38,2
14037,India,32,Kerala,565,Thiruvananthapuram,6076,Perumkadavila,2018,"Calendar Year (Jan - Dec), 2018",10.8,1.851,121.63,1
14038,India,32,Kerala,565,Thiruvananthapuram,6078,Vamanapuram,2013,"Calendar Year (Jan - Dec), 2013",59.88,8.727,668.54,5
14039,India,32,Kerala,565,Thiruvananthapuram,6078,Vamanapuram,2018,"Calendar Year (Jan - Dec), 2018",21.13,3.18,236.11,1
14040,India,32,Kerala,565,Thiruvananthapuram,6079,Varkala,2013,"Calendar Year (Jan - Dec), 2013",17.41,2.952,193.42,3
14041,India,32,Kerala,565,Thiruvananthapuram,6080,Vellanad,2013,"Calendar Year (Jan - Dec), 2013",45.09,5.807,507.63,4
14042,India,32,Kerala,566,Thrissur,6082,Chalakkudy,2013,"Calendar Year (Jan - Dec), 2013",34.69,9.31,565.97,4
14043,India,32,Kerala,566,Thrissur,6085,Chowannur,2013,"Calendar Year (Jan - Dec), 2013",6.71690161173924,1.09061735404945,94.6730636791642,0.73435513247877933951
14044,India,32,Kerala,566,Thrissur,6087,Kodakara,2013,"Calendar Year (Jan - Dec), 2013",44.77,15.19,975.85,6
14045,India,32,Kerala,566,Thrissur,6091,Mullassery,2013,"Calendar Year (Jan - Dec), 2013",43.1,5.84,400.25,3
14046,India,32,Kerala,566,Thrissur,6092,Ollukkara,2013,"Calendar Year (Jan - Dec), 2013",10.76,1.53,93.71,1
14047,India,32,Kerala,566,Thrissur,6093,Pazhayannur,2013,"Calendar Year (Jan - Dec), 2013",73.51,17.315,976.92,6
14048,India,32,Kerala,566,Thrissur,6095,Thalikkulam,2013,"Calendar Year (Jan - Dec), 2013",17.02,3.2,186.31,1
14049,India,32,Kerala,566,Thrissur,6096,Vellangallur,2013,"Calendar Year (Jan - Dec), 2013",10.64,1.74,116.6,1
14050,India,32,Kerala,566,Thrissur,6097,Wadakkanchery,2013,"Calendar Year (Jan - Dec), 2013",20.7230983882608,4.85438264595055,292.086936320836,2.26564486752122066049
14051,India,32,Kerala,567,Wayanad,6098,Kalpetta,2013,"Calendar Year (Jan - Dec), 2013",54.4467073542875,9.7815546906029,607.561510113511,2.26578058070276562801
14052,India,32,Kerala,567,Wayanad,6098,Kalpetta,2018,"Calendar Year (Jan - Dec), 2018",37.2267749409464,5.80747802049408,427.741610627004,2.26578058070276562801
14053,India,32,Kerala,567,Wayanad,6099,Mananthavady,2013,"Calendar Year (Jan - Dec), 2013",55.4131005895559,9.03965365691149,653.204577217223,1.56910946027342252724
14054,India,32,Kerala,567,Wayanad,6100,Sulthan Bathery,2013,"Calendar Year (Jan - Dec), 2013",5.7093622215441,0.582239733100326,63.7097981065187,0.23759310118785248478
14055,India,32,Kerala,567,Wayanad,6100,Sulthan Bathery,2018,"Calendar Year (Jan - Dec), 2018",3.90365465251642,0.345685789181031,44.8536176192468,0.23759310118785248478
14056,India,32,Kerala,567,Wayanad,6693,Panamaram,2013,"Calendar Year (Jan - Dec), 2013",27.1508298346125,2.66655191938528,312.544114562747,0.92751685783595936000
14057,India,32,Kerala,567,Wayanad,6693,Panamaram,2018,"Calendar Year (Jan - Dec), 2018",8.15957040653714,0.650836190324887,93.7547717537495,0.49662631810938188724
14058,India,32,Kerala,999999,Unknown Districts Of India,999999,Unknown Blocks Of India,2013,"Calendar Year (Jan - Dec), 2013",93.72,14.465,885.23,7
14059,India,33,Tamil Nadu,569,Coimbatore,6101,Anamalai,2012,"Calendar Year (Jan - Dec), 2012",18.35,8.535,343.17,4
14060,India,33,Tamil Nadu,569,Coimbatore,6102,Annur,2012,"Calendar Year (Jan - Dec), 2012",40.04,20.022,706.91,13
14061,India,33,Tamil Nadu,569,Coimbatore,6102,Annur,2018,"Calendar Year (Jan - Dec), 2018",27.16,7.545,461.27,5
14062,India,33,Tamil Nadu,569,Coimbatore,6105,Karamadai,2012,"Calendar Year (Jan - Dec), 2012",81.3,40.471,1173.8,17
14063,India,33,Tamil Nadu,569,Coimbatore,6105,Karamadai,2016,"Calendar Year (Jan - Dec), 2016",73,11.8,1215.88,13
14064,India,33,Tamil Nadu,569,Coimbatore,6106,Kinathukadavu,2012,"Calendar Year (Jan - Dec), 2012",16.19,8.8,284.6,3
14065,India,33,Tamil Nadu,569,Coimbatore,6106,Kinathukadavu,2016,"Calendar Year (Jan - Dec), 2016",19.57,5.435,337.1,2
14066,India,33,Tamil Nadu,569,Coimbatore,6106,Kinathukadavu,2018,"Calendar Year (Jan - Dec), 2018",10.6923241303147,2.97820687754416,103.2172140254,2.90289342904472667036
14067,India,33,Tamil Nadu,569,Coimbatore,6110,Periyanayakkanpalayam,2012,"Calendar Year (Jan - Dec), 2012",11.23,5.615,223.6,2
14068,India,33,Tamil Nadu,569,Coimbatore,6110,Periyanayakkanpalayam,2018,"Calendar Year (Jan - Dec), 2018",2.2,0.61,33.73,1
14069,India,33,Tamil Nadu,569,Coimbatore,6111,Pollachi North,2012,"Calendar Year (Jan - Dec), 2012",20.34,6.8,268.15,4
14070,India,33,Tamil Nadu,569,Coimbatore,6111,Pollachi North,2018,"Calendar Year (Jan - Dec), 2018",20.06,5.57,178.06,2
14071,India,33,Tamil Nadu,569,Coimbatore,6112,Pollachi South,2016,"Calendar Year (Jan - Dec), 2016",3.36,0.93,47.89,1
14072,India,33,Tamil Nadu,569,Coimbatore,6112,Pollachi South,2018,"Calendar Year (Jan - Dec), 2018",32.89,9.135,413.02,5
14073,India,33,Tamil Nadu,569,Coimbatore,6114,Sarcarsamakulam,2018,"Calendar Year (Jan - Dec), 2018",5.33,1.48,58.89,1
14074,India,33,Tamil Nadu,569,Coimbatore,6115,Sultanpet,2012,"Calendar Year (Jan - Dec), 2012",17.51,8.745,248.77,5
14075,India,33,Tamil Nadu,569,Coimbatore,6115,Sultanpet,2016,"Calendar Year (Jan - Dec), 2016",7.6,2.115,76.95,1
14076,India,33,Tamil Nadu,569,Coimbatore,6116,Sulur,2012,"Calendar Year (Jan - Dec), 2012",20.9,10.45,339.3,3
14077,India,33,Tamil Nadu,569,Coimbatore,6116,Sulur,2018,"Calendar Year (Jan - Dec), 2018",15.09,4.19,154.34,3
14078,India,33,Tamil Nadu,569,Coimbatore,6117,Thondamuthur,2012,"Calendar Year (Jan - Dec), 2012",32.18,16.521,927.32,7
14079,India,33,Tamil Nadu,569,Coimbatore,6117,Thondamuthur,2016,"Calendar Year (Jan - Dec), 2016",3.17,0.88,43.57,1
