Rowid,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,Yearcode,Year,Maintenance cost maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
14080,India,33,Tamil Nadu,569,Coimbatore,6117,Thondamuthur,2018,"Calendar Year (Jan - Dec), 2018",0.357675869685257,0.0917931224558426,3.45278597459967,0.09710657095527332964
14081,India,33,Tamil Nadu,570,Cuddalore,6120,Annagramam,2012,"Calendar Year (Jan - Dec), 2012",9.01,4.2,112.62,3
14082,India,33,Tamil Nadu,570,Cuddalore,6120,Annagramam,2018,"Calendar Year (Jan - Dec), 2018",12.82,3.56,140.94,3
14083,India,33,Tamil Nadu,570,Cuddalore,6122,Kammapuram,2012,"Calendar Year (Jan - Dec), 2012",12.7776506194373,5.48650801202566,159.677754720753,0.85756044425753700423
14084,India,33,Tamil Nadu,570,Cuddalore,6122,Kammapuram,2016,"Calendar Year (Jan - Dec), 2016",13.8667523836444,3.84912827718675,183.560813093326,1.71512088851507400846
14085,India,33,Tamil Nadu,570,Cuddalore,6122,Kammapuram,2018,"Calendar Year (Jan - Dec), 2018",9.80191587786365,2.72182233409086,127.304847950031,1.71512088851507400846
14086,India,33,Tamil Nadu,570,Cuddalore,6123,Kattumannarkoil,2012,"Calendar Year (Jan - Dec), 2012",15.9183786387787,7.22790379809685,205.531124653895,2.93291177130883783580
14087,India,33,Tamil Nadu,570,Cuddalore,6123,Kattumannarkoil,2016,"Calendar Year (Jan - Dec), 2016",6.24710207288782,1.66586643525757,60.3519919741076,0.73322794282720945895
14088,India,33,Tamil Nadu,570,Cuddalore,6124,Keerapalayam,2012,"Calendar Year (Jan - Dec), 2012",7.6116592841505,3.1385144014902,111.84228399776,1.84153047197189552466
14089,India,33,Tamil Nadu,570,Cuddalore,6125,Komaratchi,2012,"Calendar Year (Jan - Dec), 2012",5.06,2,63.31,1
14090,India,33,Tamil Nadu,570,Cuddalore,6125,Komaratchi,2014,"Calendar Year (Jan - Dec), 2014",5.72,2.25,71.5,1
14091,India,33,Tamil Nadu,570,Cuddalore,6126,Kurinjipadi,2012,"Calendar Year (Jan - Dec), 2012",13.51,5.93,206.17,3
14092,India,33,Tamil Nadu,570,Cuddalore,6126,Kurinjipadi,2014,"Calendar Year (Jan - Dec), 2014",5.13,2.05,88.5,1
14093,India,33,Tamil Nadu,570,Cuddalore,6126,Kurinjipadi,2018,"Calendar Year (Jan - Dec), 2018",4.32,1.2,101.49,1
14094,India,33,Tamil Nadu,570,Cuddalore,6127,Mangalur,2012,"Calendar Year (Jan - Dec), 2012",11.29,5.648,274.37,5
14095,India,33,Tamil Nadu,570,Cuddalore,6127,Mangalur,2014,"Calendar Year (Jan - Dec), 2014",20.38,7.639,339.65,3
14096,India,33,Tamil Nadu,570,Cuddalore,6127,Mangalur,2018,"Calendar Year (Jan - Dec), 2018",2.66,0.74,37.07,1
14097,India,33,Tamil Nadu,570,Cuddalore,6128,Melbhuvanagiri,2012,"Calendar Year (Jan - Dec), 2012",11.42,5.2,142.79,2
14098,India,33,Tamil Nadu,570,Cuddalore,6128,Melbhuvanagiri,2014,"Calendar Year (Jan - Dec), 2014",4.7,2.4,58.72,1
14099,India,33,Tamil Nadu,570,Cuddalore,6129,Nallur,2012,"Calendar Year (Jan - Dec), 2012",17.99,8.037,234.42,3
14100,India,33,Tamil Nadu,570,Cuddalore,6129,Nallur,2016,"Calendar Year (Jan - Dec), 2016",10.94,3.038,128.26,1
14101,India,33,Tamil Nadu,570,Cuddalore,6129,Nallur,2018,"Calendar Year (Jan - Dec), 2018",6.21,1.725,92.28,1
14102,India,33,Tamil Nadu,570,Cuddalore,6130,Panruti,2012,"Calendar Year (Jan - Dec), 2012",44.14,20.3,551.76,3
14103,India,33,Tamil Nadu,570,Cuddalore,6130,Panruti,2014,"Calendar Year (Jan - Dec), 2014",11.12,4.65,139.06,1
14104,India,33,Tamil Nadu,570,Cuddalore,6130,Panruti,2018,"Calendar Year (Jan - Dec), 2018",13.72,3.81,156.1,3
14105,India,33,Tamil Nadu,570,Cuddalore,6131,Parangipettai,2012,"Calendar Year (Jan - Dec), 2012",11.74,5.87,222.37,2
14106,India,33,Tamil Nadu,570,Cuddalore,6132,Vriddhachalam,2012,"Calendar Year (Jan - Dec), 2012",27.38,11.23,396.87,6
14107,India,33,Tamil Nadu,570,Cuddalore,6132,Vriddhachalam,2014,"Calendar Year (Jan - Dec), 2014",17.04,6.815,304.75,4
14108,India,33,Tamil Nadu,570,Cuddalore,6132,Vriddhachalam,2016,"Calendar Year (Jan - Dec), 2016",12.32,3.421,131.55,1
14109,India,33,Tamil Nadu,570,Cuddalore,6132,Vriddhachalam,2018,"Calendar Year (Jan - Dec), 2018",4.39,1.22,59.91,1
14110,India,33,Tamil Nadu,570,Cuddalore,7476,Srimushnam,2012,"Calendar Year (Jan - Dec), 2012",12.7023114576335,6.15107378838729,171.658836627592,2.36799731246172963531
14111,India,33,Tamil Nadu,570,Cuddalore,7476,Srimushnam,2016,"Calendar Year (Jan - Dec), 2016",4.5761455434678,1.34200528755568,52.4471949325666,0.55165116865771653259
14112,India,33,Tamil Nadu,570,Cuddalore,7476,Srimushnam,2018,"Calendar Year (Jan - Dec), 2018",1.62808412213635,0.453177665909143,21.1451520499686,0.28487911148492599154
14113,India,33,Tamil Nadu,571,Dharmapuri,6133,Dharmapuri,2012,"Calendar Year (Jan - Dec), 2012",8.8,4.4,164.87,2
14114,India,33,Tamil Nadu,571,Dharmapuri,6133,Dharmapuri,2014,"Calendar Year (Jan - Dec), 2014",1.53,0.8,19.13,1
14115,India,33,Tamil Nadu,571,Dharmapuri,6133,Dharmapuri,2016,"Calendar Year (Jan - Dec), 2016",3.6,1,55.16,1
14116,India,33,Tamil Nadu,571,Dharmapuri,6133,Dharmapuri,2018,"Calendar Year (Jan - Dec), 2018",5.65,1.57,85.46,2
14117,India,33,Tamil Nadu,571,Dharmapuri,6134,Harur,2012,"Calendar Year (Jan - Dec), 2012",34.22,17.11,606.41,10
14118,India,33,Tamil Nadu,571,Dharmapuri,6134,Harur,2014,"Calendar Year (Jan - Dec), 2014",25.48,10.19,282.06,5
14119,India,33,Tamil Nadu,571,Dharmapuri,6134,Harur,2016,"Calendar Year (Jan - Dec), 2016",58.7024892462384,5.17725321683918,936.640786431203,4.97900672147908839560
14120,India,33,Tamil Nadu,571,Dharmapuri,6134,Harur,2018,"Calendar Year (Jan - Dec), 2018",94.68,26.3,1088.12,10
14121,India,33,Tamil Nadu,571,Dharmapuri,6135,Karimangalam,2012,"Calendar Year (Jan - Dec), 2012",4.36,2.18,140.55,1
14122,India,33,Tamil Nadu,571,Dharmapuri,6135,Karimangalam,2014,"Calendar Year (Jan - Dec), 2014",2.75938352538784,1.12021710070831,42.6643145079197,0.96481941447127326031
14123,India,33,Tamil Nadu,571,Dharmapuri,6135,Karimangalam,2016,"Calendar Year (Jan - Dec), 2016",18.23,5.06,255.04,3
14124,India,33,Tamil Nadu,571,Dharmapuri,6135,Karimangalam,2018,"Calendar Year (Jan - Dec), 2018",11.52,3.2,96.99,2
14125,India,33,Tamil Nadu,571,Dharmapuri,6136,Morappur,2012,"Calendar Year (Jan - Dec), 2012",2.75284454995735,1.398458740049,40.2626005991311,0.89962240194684530384
14126,India,33,Tamil Nadu,571,Dharmapuri,6136,Morappur,2014,"Calendar Year (Jan - Dec), 2014",2.83381056613256,1.15167190356976,44.2344335037264,0.44981120097342265192
14127,India,33,Tamil Nadu,571,Dharmapuri,6136,Morappur,2016,"Calendar Year (Jan - Dec), 2016",0.247510753761548,0.032746783160826,3.94921356879685,0.02099327852091160440
14128,India,33,Tamil Nadu,571,Dharmapuri,6136,Morappur,2018,"Calendar Year (Jan - Dec), 2018",1.94318438820519,0.548415192176078,26.2374873527797,0.44981120097342265192
14129,India,33,Tamil Nadu,571,Dharmapuri,6137,Nallampalli,2012,"Calendar Year (Jan - Dec), 2012",27.88,13.94,478.52,6
14130,India,33,Tamil Nadu,571,Dharmapuri,6137,Nallampalli,2014,"Calendar Year (Jan - Dec), 2014",28.66,12.72,470.65,7
14131,India,33,Tamil Nadu,571,Dharmapuri,6137,Nallampalli,2016,"Calendar Year (Jan - Dec), 2016",17.53,4.87,254.2,2
14132,India,33,Tamil Nadu,571,Dharmapuri,6137,Nallampalli,2018,"Calendar Year (Jan - Dec), 2018",10.08,2.8,89.09,2
14133,India,33,Tamil Nadu,571,Dharmapuri,6138,Palakkodu,2012,"Calendar Year (Jan - Dec), 2012",7.08,3.54,121.64,3
14134,India,33,Tamil Nadu,571,Dharmapuri,6138,Palakkodu,2014,"Calendar Year (Jan - Dec), 2014",0.100616474612158,0.024782899291693,1.5556854920803,0.03518058552872673969
14135,India,33,Tamil Nadu,571,Dharmapuri,6138,Palakkodu,2016,"Calendar Year (Jan - Dec), 2016",22.51,6.25,216.18,2
14136,India,33,Tamil Nadu,571,Dharmapuri,6138,Palakkodu,2018,"Calendar Year (Jan - Dec), 2018",21.6,6,203.71,3
14137,India,33,Tamil Nadu,571,Dharmapuri,6139,Pappireddipatty,2012,"Calendar Year (Jan - Dec), 2012",1.94,0.97,35.53,1
14138,India,33,Tamil Nadu,571,Dharmapuri,6139,Pappireddipatty,2014,"Calendar Year (Jan - Dec), 2014",13.25,5.3,190.67,1
14139,India,33,Tamil Nadu,571,Dharmapuri,6139,Pappireddipatty,2016,"Calendar Year (Jan - Dec), 2016",42.08,11.69,1116.9,2
14140,India,33,Tamil Nadu,571,Dharmapuri,6140,Pennagaram,2012,"Calendar Year (Jan - Dec), 2012",12.3422336366162,5.07220964937285,426.600489768469,2.51882319114615568300
14141,India,33,Tamil Nadu,571,Dharmapuri,6140,Pennagaram,2014,"Calendar Year (Jan - Dec), 2014",53.5753692756787,17.6129892212406,1014.56938727772,11.33470436015770057350
14142,India,33,Tamil Nadu,571,Dharmapuri,6140,Pennagaram,2016,"Calendar Year (Jan - Dec), 2016",4.98726991846939,1.13865930904288,60.7036389066224,0.62970579778653892075
14143,India,33,Tamil Nadu,571,Dharmapuri,7477,Eriyur,2012,"Calendar Year (Jan - Dec), 2012",7.25776636338384,4.72779035062715,250.859510231531,1.48117680885384431700
14144,India,33,Tamil Nadu,571,Dharmapuri,7477,Eriyur,2014,"Calendar Year (Jan - Dec), 2014",31.5046307243213,16.4170107787594,596.610612722284,6.66529563984229942650
14145,India,33,Tamil Nadu,571,Dharmapuri,7477,Eriyur,2016,"Calendar Year (Jan - Dec), 2016",2.93273008153061,1.06134069095712,35.6963610933776,0.37029420221346107925
14146,India,33,Tamil Nadu,571,Dharmapuri,7478,Kadathur,2012,"Calendar Year (Jan - Dec), 2012",3.36715545004265,1.661541259951,49.2473994008689,1.10037759805315469616
14147,India,33,Tamil Nadu,571,Dharmapuri,7478,Kadathur,2014,"Calendar Year (Jan - Dec), 2014",3.46618943386744,1.36832809643024,54.1055664962736,0.55018879902657734808
14148,India,33,Tamil Nadu,571,Dharmapuri,7478,Kadathur,2018,"Calendar Year (Jan - Dec), 2018",2.37681561179481,0.651584807823922,32.0925126472203,0.55018879902657734808
14149,India,33,Tamil Nadu,572,Dindigul,6141,Athoor,2012,"Calendar Year (Jan - Dec), 2012",10.07,5.035,132.2,3
14150,India,33,Tamil Nadu,572,Dindigul,6141,Athoor,2016,"Calendar Year (Jan - Dec), 2016",4.68,1.3,34.4,1
14151,India,33,Tamil Nadu,572,Dindigul,6141,Athoor,2018,"Calendar Year (Jan - Dec), 2018",31.36,8.71,219.01,4
14152,India,33,Tamil Nadu,572,Dindigul,6142,Dindigul,2012,"Calendar Year (Jan - Dec), 2012",3.59,1.795,51.4,1
14153,India,33,Tamil Nadu,572,Dindigul,6142,Dindigul,2016,"Calendar Year (Jan - Dec), 2016",7.2,2,124.83,1
14154,India,33,Tamil Nadu,572,Dindigul,6143,Guziliamparai,2012,"Calendar Year (Jan - Dec), 2012",56.05,28.025,854.71,13
14155,India,33,Tamil Nadu,572,Dindigul,6143,Guziliamparai,2014,"Calendar Year (Jan - Dec), 2014",10.78,4.31,165.91,3
14156,India,33,Tamil Nadu,572,Dindigul,6143,Guziliamparai,2016,"Calendar Year (Jan - Dec), 2016",9.19,2.55,77.29,1
14157,India,33,Tamil Nadu,572,Dindigul,6143,Guziliamparai,2018,"Calendar Year (Jan - Dec), 2018",39.78,11.05,298.27,5
14158,India,33,Tamil Nadu,572,Dindigul,6144,Kodaikanal,2016,"Calendar Year (Jan - Dec), 2016",63.73,18.52,1101.59,3
14159,India,33,Tamil Nadu,572,Dindigul,6144,Kodaikanal,2018,"Calendar Year (Jan - Dec), 2018",32.98,9.16,707.76,3
14160,India,33,Tamil Nadu,572,Dindigul,6145,Nattam,2012,"Calendar Year (Jan - Dec), 2012",35.4,17.7,531.4,9
14161,India,33,Tamil Nadu,572,Dindigul,6145,Nattam,2014,"Calendar Year (Jan - Dec), 2014",35.96,14.385,545.11,6
14162,India,33,Tamil Nadu,572,Dindigul,6145,Nattam,2016,"Calendar Year (Jan - Dec), 2016",9.36,2.6,81.05,2
14163,India,33,Tamil Nadu,572,Dindigul,6145,Nattam,2018,"Calendar Year (Jan - Dec), 2018",18.29,5.08,139.99,3
14164,India,33,Tamil Nadu,572,Dindigul,6146,Nilakottai,2012,"Calendar Year (Jan - Dec), 2012",29.02,15.25,372.34,6
14165,India,33,Tamil Nadu,572,Dindigul,6146,Nilakottai,2016,"Calendar Year (Jan - Dec), 2016",11.52,3.2,102.19,3
14166,India,33,Tamil Nadu,572,Dindigul,6146,Nilakottai,2018,"Calendar Year (Jan - Dec), 2018",21.35,5.93,313.57,4
14167,India,33,Tamil Nadu,572,Dindigul,6147,Oddanchatram,2012,"Calendar Year (Jan - Dec), 2012",1.87,0.933,24.5,1
14168,India,33,Tamil Nadu,572,Dindigul,6147,Oddanchatram,2016,"Calendar Year (Jan - Dec), 2016",19.89,10.58,232.87,3
14169,India,33,Tamil Nadu,572,Dindigul,6147,Oddanchatram,2018,"Calendar Year (Jan - Dec), 2018",35.12,9.755,329.59,2
14170,India,33,Tamil Nadu,572,Dindigul,6148,Palani,2012,"Calendar Year (Jan - Dec), 2012",12.8,6.4,189.35,2
14171,India,33,Tamil Nadu,572,Dindigul,6148,Palani,2016,"Calendar Year (Jan - Dec), 2016",37.8,10.5,359.46,3
14172,India,33,Tamil Nadu,572,Dindigul,6149,Reddiyarchatiram,2016,"Calendar Year (Jan - Dec), 2016",18.3,9.47,187.59,2
14173,India,33,Tamil Nadu,572,Dindigul,6150,Shanarpatti,2012,"Calendar Year (Jan - Dec), 2012",27.72,13.86,438.16,8
14174,India,33,Tamil Nadu,572,Dindigul,6150,Shanarpatti,2014,"Calendar Year (Jan - Dec), 2014",17.14,6.855,271.9,5
14175,India,33,Tamil Nadu,572,Dindigul,6150,Shanarpatti,2016,"Calendar Year (Jan - Dec), 2016",12.6,3.5,143.14,2
14176,India,33,Tamil Nadu,572,Dindigul,6152,Vadamadurai,2012,"Calendar Year (Jan - Dec), 2012",26.85,13.425,413.3,5
14177,India,33,Tamil Nadu,572,Dindigul,6152,Vadamadurai,2016,"Calendar Year (Jan - Dec), 2016",7.92,2.2,64.46,1
14178,India,33,Tamil Nadu,572,Dindigul,6153,Vattalkundu,2012,"Calendar Year (Jan - Dec), 2012",4.48,2.2,55.97,1
14179,India,33,Tamil Nadu,572,Dindigul,6154,Vedasandur,2012,"Calendar Year (Jan - Dec), 2012",24.4,13.3,306.27,6
14180,India,33,Tamil Nadu,572,Dindigul,6154,Vedasandur,2014,"Calendar Year (Jan - Dec), 2014",3.75,1.5,49.5,1
14181,India,33,Tamil Nadu,572,Dindigul,6154,Vedasandur,2016,"Calendar Year (Jan - Dec), 2016",10.54,3.55,100.56,2
14182,India,33,Tamil Nadu,573,Erode,6155,Ammapet,2012,"Calendar Year (Jan - Dec), 2012",14.15,7.076,249.29,4
14183,India,33,Tamil Nadu,573,Erode,6155,Ammapet,2014,"Calendar Year (Jan - Dec), 2014",5.43,2.17,41.5,1
14184,India,33,Tamil Nadu,573,Erode,6155,Ammapet,2016,"Calendar Year (Jan - Dec), 2016",12.42,3.45,169.7,1
14185,India,33,Tamil Nadu,573,Erode,6156,Andiyur,2012,"Calendar Year (Jan - Dec), 2012",9.66,4.831,157.38,2
14186,India,33,Tamil Nadu,573,Erode,6156,Andiyur,2014,"Calendar Year (Jan - Dec), 2014",16.13,6.45,487.49,3
14187,India,33,Tamil Nadu,573,Erode,6156,Andiyur,2016,"Calendar Year (Jan - Dec), 2016",18.12,5.03,545.1,2
14188,India,33,Tamil Nadu,573,Erode,6156,Andiyur,2018,"Calendar Year (Jan - Dec), 2018",23.94,6.65,468.89,2
14189,India,33,Tamil Nadu,573,Erode,6157,Bhavani,2012,"Calendar Year (Jan - Dec), 2012",10.59,5.297,136.65,3
14190,India,33,Tamil Nadu,573,Erode,6158,Bhavanisagar,2012,"Calendar Year (Jan - Dec), 2012",18.61,10.085,227.8,5
14191,India,33,Tamil Nadu,573,Erode,6158,Bhavanisagar,2014,"Calendar Year (Jan - Dec), 2014",9.85,5,123.17,3
14192,India,33,Tamil Nadu,573,Erode,6159,Chennimalai,2012,"Calendar Year (Jan - Dec), 2012",27.6,13.22,355.47,7
14193,India,33,Tamil Nadu,573,Erode,6159,Chennimalai,2016,"Calendar Year (Jan - Dec), 2016",16.52,4.59,204.05,2
14194,India,33,Tamil Nadu,573,Erode,6161,Erode,2012,"Calendar Year (Jan - Dec), 2012",4.39,2.4,54.82,2
14195,India,33,Tamil Nadu,573,Erode,6162,Gopichettipalaiyam,2012,"Calendar Year (Jan - Dec), 2012",26.74,13.947,331.68,6
14196,India,33,Tamil Nadu,573,Erode,6162,Gopichettipalaiyam,2014,"Calendar Year (Jan - Dec), 2014",6,3,75,2
14197,India,33,Tamil Nadu,573,Erode,6164,Kodumudi,2012,"Calendar Year (Jan - Dec), 2012",2.74,1.6,34.28,1
14198,India,33,Tamil Nadu,573,Erode,6166,Modakurichi,2012,"Calendar Year (Jan - Dec), 2012",15.46,7.73,302.56,5
14199,India,33,Tamil Nadu,573,Erode,6166,Modakurichi,2016,"Calendar Year (Jan - Dec), 2016",17.71,4.916,223.69,3
14200,India,33,Tamil Nadu,573,Erode,6168,Nambiyur,2012,"Calendar Year (Jan - Dec), 2012",42.33,20.537,550.86,7
14201,India,33,Tamil Nadu,573,Erode,6168,Nambiyur,2014,"Calendar Year (Jan - Dec), 2014",14.74,7.4,184.27,2
14202,India,33,Tamil Nadu,573,Erode,6168,Nambiyur,2016,"Calendar Year (Jan - Dec), 2016",19.64,5.455,291.8,2
14203,India,33,Tamil Nadu,573,Erode,6169,Perundurai,2012,"Calendar Year (Jan - Dec), 2012",25.87,13.238,306.83,8
14204,India,33,Tamil Nadu,573,Erode,6169,Perundurai,2016,"Calendar Year (Jan - Dec), 2016",7.92,2.2,83.55,2
14205,India,33,Tamil Nadu,573,Erode,6170,Satyamangalam,2012,"Calendar Year (Jan - Dec), 2012",39.25,19.618,659.55,7
14206,India,33,Tamil Nadu,573,Erode,6170,Satyamangalam,2014,"Calendar Year (Jan - Dec), 2014",17.68,7.5,220.96,2
14207,India,33,Tamil Nadu,573,Erode,6171,Talavadi,2012,"Calendar Year (Jan - Dec), 2012",16.22,8.12,303.07,3
14208,India,33,Tamil Nadu,573,Erode,6171,Talavadi,2014,"Calendar Year (Jan - Dec), 2014",12,4.8,108.3,1
14209,India,33,Tamil Nadu,573,Erode,6171,Talavadi,2016,"Calendar Year (Jan - Dec), 2016",11.96,3.32,254.2,1
14210,India,33,Tamil Nadu,573,Erode,6171,Talavadi,2018,"Calendar Year (Jan - Dec), 2018",45.36,12.6,617.42,2
14211,India,33,Tamil Nadu,573,Erode,6172,Thoockanaickenpalaiyam,2016,"Calendar Year (Jan - Dec), 2016",19.54,5.42,259.9,3
14212,India,33,Tamil Nadu,574,Kanchipuram,6177,Kanchipuram,2012,"Calendar Year (Jan - Dec), 2012",38.06,14.66,580.89,6
14213,India,33,Tamil Nadu,574,Kanchipuram,6177,Kanchipuram,2014,"Calendar Year (Jan - Dec), 2014",15.22,6.087,192.06,3
14214,India,33,Tamil Nadu,574,Kanchipuram,6179,Kunnattur,2012,"Calendar Year (Jan - Dec), 2012",10.2,4.15,127.45,2
14215,India,33,Tamil Nadu,574,Kanchipuram,6179,Kunnattur,2014,"Calendar Year (Jan - Dec), 2014",51.7,20.68,553.9,7
14216,India,33,Tamil Nadu,574,Kanchipuram,6182,Sriperumbudur,2012,"Calendar Year (Jan - Dec), 2012",49.48,24.173,752.6,10
14217,India,33,Tamil Nadu,574,Kanchipuram,6182,Sriperumbudur,2014,"Calendar Year (Jan - Dec), 2014",25.18,10.07,225.93,5
14218,India,33,Tamil Nadu,574,Kanchipuram,6186,Uttiramerur,2012,"Calendar Year (Jan - Dec), 2012",72.72,35.395,1028.66,9
14219,India,33,Tamil Nadu,574,Kanchipuram,6186,Uttiramerur,2014,"Calendar Year (Jan - Dec), 2014",138.85,55.54,1469.9,22
14220,India,33,Tamil Nadu,574,Kanchipuram,6186,Uttiramerur,2018,"Calendar Year (Jan - Dec), 2018",8.96,2.49,91.7,2
14221,India,33,Tamil Nadu,574,Kanchipuram,6187,Walajabad,2012,"Calendar Year (Jan - Dec), 2012",33.95,15.62,450.16,7
14222,India,33,Tamil Nadu,574,Kanchipuram,6187,Walajabad,2014,"Calendar Year (Jan - Dec), 2014",15.16,6.064,198,3
14223,India,33,Tamil Nadu,574,Kanchipuram,6187,Walajabad,2018,"Calendar Year (Jan - Dec), 2018",6.77,1.88,59.67,2
14224,India,33,Tamil Nadu,575,Kanniyakumari,6189,Killiyoor,2012,"Calendar Year (Jan - Dec), 2012",16.06,3.6,200.75,1
14225,India,33,Tamil Nadu,575,Kanniyakumari,6191,Melpuram,2018,"Calendar Year (Jan - Dec), 2018",16,4.445,267.73,3
14226,India,33,Tamil Nadu,575,Kanniyakumari,6192,Munchira,2012,"Calendar Year (Jan - Dec), 2012",3.15,1.575,45.2,1
14227,India,33,Tamil Nadu,575,Kanniyakumari,6193,Rajakkamangalam,2012,"Calendar Year (Jan - Dec), 2012",5.99,1,74.86,1
14228,India,33,Tamil Nadu,575,Kanniyakumari,6194,Thackalai,2012,"Calendar Year (Jan - Dec), 2012",4.45,2.225,53.8,1
14229,India,33,Tamil Nadu,575,Kanniyakumari,6195,Thiruvattar,2012,"Calendar Year (Jan - Dec), 2012",34.82,12.6,426.02,2
14230,India,33,Tamil Nadu,575,Kanniyakumari,6195,Thiruvattar,2018,"Calendar Year (Jan - Dec), 2018",10.62,2.95,105.19,2
14231,India,33,Tamil Nadu,575,Kanniyakumari,6196,Thovala,2012,"Calendar Year (Jan - Dec), 2012",2,1,45.5,1
14232,India,33,Tamil Nadu,576,Karur,6197,Aravakurichi,2012,"Calendar Year (Jan - Dec), 2012",6,2.999,83.8,2
14233,India,33,Tamil Nadu,576,Karur,6197,Aravakurichi,2014,"Calendar Year (Jan - Dec), 2014",56.56,22.61,807.86,10
14234,India,33,Tamil Nadu,576,Karur,6197,Aravakurichi,2016,"Calendar Year (Jan - Dec), 2016",17.51,4.86,228.8,2
14235,India,33,Tamil Nadu,576,Karur,6197,Aravakurichi,2018,"Calendar Year (Jan - Dec), 2018",22.75,6.32,263.93,2
14236,India,33,Tamil Nadu,576,Karur,6198,K.Paramathy,2012,"Calendar Year (Jan - Dec), 2012",9.74,4.868,141.8,2
14237,India,33,Tamil Nadu,576,Karur,6198,K.Paramathy,2014,"Calendar Year (Jan - Dec), 2014",91.04,38.48,1211.38,15
14238,India,33,Tamil Nadu,576,Karur,6198,K.Paramathy,2016,"Calendar Year (Jan - Dec), 2016",57.8,16.06,484.03,2
14239,India,33,Tamil Nadu,576,Karur,6199,Kadavur,2012,"Calendar Year (Jan - Dec), 2012",17.9,8.949,295.51,5
14240,India,33,Tamil Nadu,576,Karur,6199,Kadavur,2014,"Calendar Year (Jan - Dec), 2014",18.08,7.23,300.9,4
14241,India,33,Tamil Nadu,576,Karur,6199,Kadavur,2018,"Calendar Year (Jan - Dec), 2018",12.09,3.36,108.16,1
14242,India,33,Tamil Nadu,576,Karur,6201,Krishnarayapuram,2012,"Calendar Year (Jan - Dec), 2012",15.46,7.734,243,4
14243,India,33,Tamil Nadu,576,Karur,6201,Krishnarayapuram,2014,"Calendar Year (Jan - Dec), 2014",13.78,5.51,223.21,3
14244,India,33,Tamil Nadu,576,Karur,6201,Krishnarayapuram,2016,"Calendar Year (Jan - Dec), 2016",14.4,4,105.4,2
14245,India,33,Tamil Nadu,576,Karur,6201,Krishnarayapuram,2018,"Calendar Year (Jan - Dec), 2018",39.66,11.015,436.96,2
14246,India,33,Tamil Nadu,576,Karur,6203,Thanthoni,2012,"Calendar Year (Jan - Dec), 2012",17.09,8.545,245.8,3
14247,India,33,Tamil Nadu,576,Karur,6203,Thanthoni,2014,"Calendar Year (Jan - Dec), 2014",17.85,7.14,230.9,2
14248,India,33,Tamil Nadu,576,Karur,6203,Thanthoni,2016,"Calendar Year (Jan - Dec), 2016",16.51,4.585,180.7,2
14249,India,33,Tamil Nadu,576,Karur,6203,Thanthoni,2018,"Calendar Year (Jan - Dec), 2018",7.2,2,50.02,1
14250,India,33,Tamil Nadu,576,Karur,6204,Thogaimalai,2012,"Calendar Year (Jan - Dec), 2012",22.91,11.455,432.59,5
14251,India,33,Tamil Nadu,576,Karur,6204,Thogaimalai,2014,"Calendar Year (Jan - Dec), 2014",8.93,3.57,147.6,2
14252,India,33,Tamil Nadu,576,Karur,6204,Thogaimalai,2016,"Calendar Year (Jan - Dec), 2016",70.04,19.45,666.8,3
14253,India,33,Tamil Nadu,577,Krishnagiri,6205,Bargur,2012,"Calendar Year (Jan - Dec), 2012",4.63,2.315,47.7,2
14254,India,33,Tamil Nadu,577,Krishnagiri,6206,Hosur,2012,"Calendar Year (Jan - Dec), 2012",9.08,4.54,106.2,2
14255,India,33,Tamil Nadu,577,Krishnagiri,6206,Hosur,2018,"Calendar Year (Jan - Dec), 2018",25.2,7,326.85,4
14256,India,33,Tamil Nadu,577,Krishnagiri,6207,Kaveripattinam,2012,"Calendar Year (Jan - Dec), 2012",2.54,1.27,44.13,1
