srcYear,srcStateName,srcDistrictName,srcBlockName,Maintenance cost Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of Habitations connected,YearCode,Year
2018-19,Madhya Pradesh,Rewa,Teonthar,0.86,0,86.92,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sagar,Bina,4.38,0,446.2,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sagar,Jaisinagar,3.6,0,404.13,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sagar,Kesli,2.37,0,265.45,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sagar,Khurai,1.25,0,125.72,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sagar,Rahatgarh,2.67,0,299.46,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sagar,Sagar,0,0,678.15,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Satna,Chitrakut (Majhgawan),1.66,0,166.92,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Satna,Maihar,6.33,0,637.13,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Satna,Rampur Baghelan,1.49,0,150.31,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sheopur,Vijaypur,14.46,0,1445.28,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Shivpuri,Karera,2.88,0,287.99,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Shivpuri,Khaniya Dhana,6.26,0,625.92,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Shivpuri,Narwar,3.83,0,383,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Shivpuri,Pohri,7.62,0,762.58,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Shivpuri,Shivpuri,3.88,0,388.01,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sidhi,Rampur Naikin,1.3,0,131,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Sidhi,Sihawal,1.19,0,119.2,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Singrauli,Baidhan,4.02,0,402.37,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Tikamgarh,Prithivipur,2.84,0,284.09,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Tikamgarh,Tikamgarh,2.35,0,234.64,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Ujjain,Badnagar,2.92,0,292.08,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Ujjain,Ujjain,0,0,688.61,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Vidisha,Gyaraspur,1.74,0,174.25,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Madhya Pradesh,Vidisha,Nateran,1.62,0,161.1,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Manipur,Chandel,Chakpikarong,798.36,152.07,7983.57,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Manipur,Chandel,Chandel,208.83,46.5,2088.31,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Manipur,Bishnupur,Bishnupur,60.3,0,603.03,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Manipur,Senapati,Mao Maram,175.08,33.92,1817.26,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,East Khasi Hills,Laitkroh-Khadar Shnong,107.99,11.667,770.15,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,East Khasi Hills,Mawkynrew,334.74,44.499,3043.81,7,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,East Khasi Hills,Mawphlang,360.12,67.46,2957.92,15,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,East Khasi Hills,Mawryngkneng,74.01,14.564,641.37,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,East Khasi Hills,Mawsynram,299.72,32.13,2590.02,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,East Khasi Hills,Mylliem,77.11,15.14,664.67,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,East Khasi Hills,Pynursla,782.42,167.99,8647.14,15,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,East Khasi Hills,Shella Bholaganj,247.69,38.102,2485.17,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,Jaintia,Amlarem,160.93,23.15,1423.97,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,Jaintia,Khliehriat,125.86,25.4,1064.9,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,Jaintia,Laskein,365.36,67.03,3478.83,14,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,Jaintia,Saipung,102.37,19.5,913.33,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,Jaintia,Thadlaskein,89.52,14.467,792.12,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,Ribhoi,Umling,255.76,55.1,2675.24,9,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,Ribhoi,Umsning,554.17,97.817,5183.98,20,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,South Garo Hills,Baghmara,988.05,57.498,10387.81,18,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,South Garo Hills,Chokpot,203.52,20.34,1780.11,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,South Garo Hills,Gasuapara,24.42,1.8,246.38,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,South Garo Hills,Rongara,371.02,13.2,3721.18,9,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Garo Hills,Betasing,193.6,12.302,1312.44,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Garo Hills,Dadenggre,580.16,56.003,4567.75,13,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Garo Hills,Dalu,479.68,39.479,4374.2,15,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Garo Hills,Gambegre,505.22,52.637,4924.15,10,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Garo Hills,Rongram,675.89,62.192,4929.69,14,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Garo Hills,Selsella,399.34,48.446,3730.5,19,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Garo Hills,Tikrikilla,555.7,50.1,4741.36,13,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Garo Hills,Zikzak,377.53,40.59,3612.91,15,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Khasi Hills,Mairang,532.56,87.273,4888.32,21,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Khasi Hills,Mawkyrwat,709.84,92.368,6720.06,17,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Khasi Hills,Mawshynrut,613.81,97.11,6299.15,17,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Khasi Hills,Mawthadraishan,469.45,80.564,4212.57,14,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Khasi Hills,Nongstoin,152.58,25.1,1363.83,7,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Meghalaya,West Khasi Hills,Ranikor,95.53,17.806,1833.25,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Champhai,Khawzawl,24.9,6,1003.38,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Kolasib,Thingdawl,137.78,12.57,1968.25,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Lawngtlai,Chawngte,1127.01,104.25,14685.93,12,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Lawngtlai,Lawngtlai,1029.81,100.78,12873.94,10,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Lunglei,Bunghmun,666.24,58.63,9517.98,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Lunglei,Hnahthial,122.88,12.3,1488.66,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Lunglei,Lunglei,304.6,26.7,4351.45,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Lunglei,Lungsen,753.36,67.9,10368.49,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Mamit,W.Phaileng,24.69,2.11,352.83,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Mamit,Zawlnuam,484.03,44.51,6619.26,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Saiha,Tuipang,513.75,52.52,6573.14,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Mizoram,Serchhip,Serchhip,112.72,9.85,1610.25,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Dimapur,Dhansaripar,0,0,301.98,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Dimapur,Medziphema,48.96,7,800.61,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Kiphire,Kiphire,86.06,10,1835,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Kiphire,Pungro,166.23,16,2006.28,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Kiphire,Sitimi,188.93,20,2425.1,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Kohima,Chiephopozou,146.27,30,1462.68,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Kohima,Jakhama,28.04,4.5,280.35,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Kohima,Kohima,0,0,142.96,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Kohima,Tsemenyu,0,0,633.62,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Longleng,Longleng,0,0,185.48,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Longleng,Tamlu,0,0,123.01,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Mokokchung,Mangkolemba,60.07,9,600.61,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Peren,Jalukie,121.2,14,1676.49,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Peren,Peren,59.12,7.5,591.95,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Peren,Tening,0,0,413.44,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Phek,Meluri,57.24,10.2,802.71,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Phek,Phek,161.82,22.8,2011.76,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Tuensang,Chessore,0,0,346.4,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Tuensang,Noklak,232.43,22.6,2995.26,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Tuensang,Thonknyu,0,0,1281.7,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Wokha,Bhandari,652.03,75.48,7961.38,12,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Zunheboto,Satakha,72.66,12,958.99,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Nagaland,Zunheboto,Tokiye,0,0,378.04,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Bangomunda,45.48,8.6,376.51,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Bolangir,11.16,2,93.21,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Deogaon,8.6,1.57,71.7,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Gudvella,4.67,0.94,47.99,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Khaprakhol,19.46,4.95,498.81,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Muribahal,20.44,3.81,182.29,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Puintala,31.85,6.12,291.39,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Titilagarh,20.02,3.86,190.09,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balangir,Tureikela,24.74,5.8,244.91,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balasore,Balasore,28.64,5.8,346.3,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balasore,Basta,29.4,6.5,302.36,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Balasore,Nilagiri,12.06,2.6,142.25,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Bargarh,Padampur,43.35,9.62,510.59,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Boudh,Kantamal,18.51,4.84,201.5,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Deogarh,Barkote,57.84,13.38,651.82,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Deogarh,Reamal,13.67,3,150.44,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Dhenkanal,Kankadahad,25.85,4.978,797.17,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Gajapati,Gumma,71.94,13.36,782.75,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Gajapati,Kasinagar,10.94,2.2,112.62,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Gajapati,Rayagada,49.98,8.06,535.11,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Ganjam,Bhanjanagar,3.71,1.2,74.36,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Ganjam,Jaganathprasad,3.03,1.02,51.58,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Ganjam,Sorada,77.03,17,1840.68,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Jagatsinghpur,Biridi,22.9,5.175,257.34,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Jagatsinghpur,Jagatsinghpur,46.49,10.65,500.67,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Jagatsinghpur,Kujanga,20.97,4.51,247.31,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Jagatsinghpur,Raghunathpur,34,7.395,385.79,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Jagatsinghpur,Tirtol,52.3,11.6,577.89,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Jharsuguda,Kirimira,7.51,1.8,80.49,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kalahandi,Bhawanipatna,11.1,3.35,867.85,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kalahandi,Junagarh,4.27,1.25,65,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kalahandi,Lanjigarh,33.13,11.68,594.62,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kalahandi,Th.Rampur,59.92,11.82,1080.9,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kandhamal,Balliguda,13.65,3.1,150.87,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kandhamal,Daringbadi,25.52,6.6,294.1,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kandhamal,K.Nuagaon,14.61,3.56,162.1,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kandhamal,Kotgarh,42.24,10.43,484.6,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Kendrapara,Garadpur,4.51,1.38,67.78,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Keonjhar,Ghatgaon,26.32,7.5,307.84,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Keonjhar,Saharpada,17.64,5.2,266.65,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Khurda,Banapur,38.18,9.78,456.24,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Khurda,Begunia,41.83,10.25,461.36,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Khurda,Bolagarh,20.9,4.78,217.69,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Khurda,Chilika,37.22,9.6,468.38,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Khurda,Khurda,8.08,2.5,113.61,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Koraput,Boipariguda,163.16,38.75,2666.29,11,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Koraput,Boriguma,10.29,2,108.31,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Koraput,Dasmanthpur,88.24,18.65,958.33,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Koraput,Jeypore,66.74,12.99,1325.36,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Koraput,Lamtaput,54.83,11.75,671.17,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Koraput,Nandapur,109.95,24.8,1386.24,11,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Koraput,Pottangi,134.96,29.75,2253.94,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Koraput,Semiliguda,42.79,9.82,495.65,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Malkangiri,Kalimela,570.81,112.05,7350.36,15,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Malkangiri,Korukunda,49.91,10,641.41,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Malkangiri,Kudumuluguma,737.99,145,10296.85,48,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Bahalda,9.47,2.975,139.84,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Betnati,65.03,14.8,684.6,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Bijatola,31.72,10.14,488.49,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Gopabandhunagar,83.23,22,948.35,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Jamada,9.97,3.2,149.07,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Khunta,18.98,5,215.69,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Kuliana,157.45,43.2,1782.59,16,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Kusumi,38.41,11.23,600.73,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Rairanghpur,9.41,3.03,150.23,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Mayurbhanj,Udala,6.91,1.9,78.6,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nawarangpur,Dabugam,15.59,4.42,190.01,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nawarangpur,Jharigam,107.85,29.378,1529.7,9,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nawarangpur,Kosagumuda,72.76,16.56,887.43,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nawarangpur,Nowrangpur,6.58,1.6,73.76,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nawarangpur,Papadahandi,13.24,3.44,146.84,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nawarangpur,Raighar,8.3,2.27,96.85,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nawarangpur,Umerkote,135.27,39.13,1618.02,13,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nayagarh,Gania,15.52,4,169.26,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Nuapara,Sinpalli,13.2,3.4,144.47,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Rayagada,Bissam Cuttack,85.75,26.69,1312.89,12,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Rayagada,Gunupur,17.55,4.25,232.21,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Rayagada,Kashipur,33.68,8.84,572.36,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Rayagada,Muniguda,68.38,10,457.68,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Rayagada,Padmapur,13.32,3.18,183.87,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Rayagada,Ramanguda,10.45,2.94,149.91,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Bamra,13.61,3.1,520.09,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Dhankauda,19.5,5.11,254.86,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Jamankira,12.18,2.99,187.71,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Jujumura,37.38,10.44,503.29,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Kuchinda,6.53,1.6,84.92,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Maneswar,6.42,1.47,78.29,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Naktideul,90.64,21.04,2660.1,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Rairakhole,66.41,15.67,842.19,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sambalpur,Rengali,3.46,1,43.41,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sonepur,Sonepur,16.86,4.42,191.69,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Balisankara,76.76,17.56,831.75,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Bargaon,104.11,22.965,1147.23,7,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Bisra,8.13,3.4,133.68,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Gurundia,39.89,9.8,1167.1,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Koira,20.16,4.79,248.23,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Kutra,14.22,3.15,148.61,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Lahunipara,11.09,2.94,137.95,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Lathikata,16.49,4.9,202.52,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Lefripada,34.23,8.55,348.65,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Nuagaon,34.46,7.76,360,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Rajgangpur,5.42,1.34,72.45,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Subdega,8.34,2,86.43,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Sundargarh,17.19,3.51,205.72,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Odisha,Sundargarh,Tangarpali,11.54,2.7,119.6,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Ariyalur,Andimadam,5.67,1.575,74.38,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Ariyalur,T Palur,19.32,5.366,202.99,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Ariyalur,Thirumanur,18.72,5.2,174.3,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Chengalpattu,Chithamur,32.92,9.145,294.01,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Chengalpattu,Kattankolathur,4.68,1.3,50.49,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Chengalpattu,Lathur,20.56,5.71,293.11,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Chengalpattu,Madurantakam,26.82,7.45,302.98,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Chengalpattu,Thiruporur,18.81,5.226,160.53,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Coimbatore,Annur,27.16,7.545,461.27,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Coimbatore,Kinathukadavu,11.05,3.07,106.67,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Coimbatore,P.N.Palayam,2.2,0.61,33.73,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Coimbatore,Pollachi(N),20.06,5.57,178.06,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Coimbatore,Pollachi(S),32.89,9.135,413.02,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Coimbatore,S.S.Kulam,5.33,1.48,58.89,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Coimbatore,Sulur,15.09,4.19,154.34,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Cuddalore,Annagramam,12.82,3.56,140.94,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Cuddalore,Kammapuram,11.43,3.175,148.45,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Cuddalore,Kurinjipadi,4.32,1.2,101.49,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Cuddalore,Mangalore,2.66,0.74,37.07,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Cuddalore,Nallur,6.21,1.725,92.28,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Cuddalore,Panruti,13.72,3.81,156.1,3,2018,"Calendar Year (Jan - Dec), 2018"
