srcYear,srcStateName,srcDistrictName,srcBlockName,Maintenance cost Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of Habitations connected,YearCode,Year
2018-19,Tamilnadu,Cuddalore,Vridhachalam,4.39,1.22,59.91,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dharmapuri,Dharmapuri,5.65,1.57,85.46,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dharmapuri,Harur,94.68,26.3,1088.12,10,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dharmapuri,Karimangalam,11.52,3.2,96.99,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dharmapuri,Morappur,4.32,1.2,58.33,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dharmapuri,Nallampalli,10.08,2.8,89.09,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dharmapuri,Palacode,21.6,6,203.71,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dindigul,Athoor,31.36,8.71,219.01,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dindigul,Guziliamparai,39.78,11.05,298.27,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dindigul,Kodaikanal,32.98,9.16,707.76,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dindigul,Natham,18.29,5.08,139.99,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dindigul,Nilakottai,21.35,5.93,313.57,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Dindigul,Oddanchatram,35.12,9.755,329.59,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Erode,Anthiyur,23.94,6.65,468.89,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Erode,Talavadi,45.36,12.6,617.42,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Kallakurichi,Chinnasalem,20.76,2.1,320.03,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Kallakurichi,Kallakurichi,4,1.11,49.39,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Kallakurichi,Sankarapuram,7.96,2.21,143.61,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Kallakurichi,Thiyagadurgam,47.05,13.07,628.1,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Kanchipuram,Uthiramerur,8.96,2.49,91.7,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Kanchipuram,Walajabad,6.77,1.88,59.67,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Kanniyakumari,Melpuram,16,4.445,267.73,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Kanniyakumari,Thiruvattar,10.62,2.95,105.19,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Karur,Aravakurichi,22.75,6.32,263.93,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Karur,Kadavur,12.09,3.36,108.16,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Karur,Krishnarayapuram,39.66,11.015,436.96,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Karur,Thanthoni,7.2,2,50.02,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Hosur,25.2,7,326.85,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Kaveripattinam,58.95,4.84,929.86,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Kelamangalam,20.95,5.82,408.31,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Krishnagiri,2.38,0.66,38.53,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Mathur,13.23,3.675,148.09,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Shoolagiri,7.92,2.2,87.67,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Thally,80.66,15.75,1499.56,7,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Uthangarai,45,12.5,362.29,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Krishnagiri,Veppanapalli,11.88,3.3,189.88,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Madurai,Chellampatti,4.05,1.125,106.03,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Madurai,Kottampatti,31.11,8.64,410.07,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Madurai,Thirumangalam,18.72,5.2,247.71,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Keelaiyur,56.47,15.689,1296.68,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Kilvelur,36,9.999,763.33,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Kollidam,65.54,18.207,1742.09,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Kuthalam,20.92,5.811,564.27,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Mayiladuthurai,9.67,2.683,184.45,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Nagapattinam,49.07,13.629,1356.95,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Sembanarkoil,45.15,12.54,1077.66,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Sirkali,24.77,6.88,566.08,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Thalainayar,4.68,1.3,69.15,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Thirumarugal,93.96,21.688,2333.19,11,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Nagapattinam,Vedaranyam,66.71,18.531,1237.98,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Namakkal,Elacipalayam,7.16,1.99,111.16,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Namakkal,Kabilarmalai,40.46,11.24,483.57,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Namakkal,Paramathy,31.21,8.67,384.61,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Namakkal,Vennandur,7.18,1.995,83.47,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Perambalur,Alathur,13.54,3.76,159.14,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Perambalur,Veppanthattai,3.96,1.1,33.81,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Perambalur,Veppur,19.8,5.5,228.91,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Pudukkottai,Annavasal,13.21,3.67,135.22,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Pudukkottai,Arantangi,45.56,12.653,864.1,8,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Pudukkottai,Arimalam,36.14,10.04,570.99,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Pudukkottai,Avudayarkoil,11.12,3.09,202.29,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Pudukkottai,Ponnamaravathi,89.06,24.739,1254.67,13,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Pudukkottai,Thirumayam,21.69,6.025,320.49,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Pudukkottai,Thiruvarankulam,21.1,5.861,219.19,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Pudukkottai,Viralimalai,29.63,8.23,462.08,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Ramanathapuram,Kadaladi,12.56,3.49,333.21,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Ramanathapuram,Paramakudi,47.26,13.128,1060.84,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Ramanathapuram,R.S. Mangalam,23.26,6.46,508.74,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Ranipet,Arakonam,8.64,2.4,122.25,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Ranipet,Kaveripakkam,2.5,0.7,23.64,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Salem,Ayothiyapattinam,4.86,1.35,99.02,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Salem,Nangavalli,10.08,2.8,112.8,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Salem,Thalaivasal,4.68,1.3,59.57,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Salem,Veerapandy,10.58,2.94,133.4,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Salem,Yercaud,2.92,0.81,39.51,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Sivagangai,Devakottai,17.69,4.915,244.11,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Sivagangai,Ilayangudi,5.83,1.62,95.38,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Sivagangai,Kalaiyarkoil,32.11,8.92,442.92,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Sivagangai,Sakkottai,19.71,5.475,329.42,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Sivagangai,Singampunari,6.77,1.88,75.91,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Sivagangai,Sivagangai,10.33,2.87,159.35,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Sivagangai,Thiruppathur,16.4,4.555,197.49,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tenkasi,Sankarankoil,14.21,3.946,220.99,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Thanjavur,Ammapet,10.53,2.926,234.96,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Thanjavur,Madukkur,4.6,1.28,63.52,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Thanjavur,Pattukkottai,24.34,6.762,376.16,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Thanjavur,Thanjavur,3.6,1,40.5,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,The Nilgiris,Gudalur,31.33,8.7,1026.2,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,The Nilgiris,Udhagai,18,5,709.15,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Theni,Myladumparai,16.56,4.6,219.03,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruchirappalli,Marungapuri,11.88,3.3,177.63,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruchirappalli,Musiri,34.56,9.6,343.24,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruchirappalli,T.Pet,10.67,2.965,139.18,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tirunelveli,Kalakadu,10.19,2.83,160.94,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tirunelveli,Kuruvikulam,3.42,0.95,37.17,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tirunelveli,Melaneelithanallur,6.99,1.942,59.22,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tirunelveli,Nanguneri,2.76,0.768,72.94,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tirunelveli,Palayamkottai,32.79,9.11,412.31,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tirunelveli,Valliyoor,6.91,1.918,74.56,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruppur,Dharapuram,6.48,1.8,69.21,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruppur,Kundadam,9.72,2.7,136.05,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruppur,Palladam,15.56,4.325,179.5,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruppur,Pongalur,11.36,3.155,92.65,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvallur,Ellapuram,4.79,1.33,46.24,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvallur,Minjur,9.72,2.7,98.58,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvallur,R.K.Pet,9.81,2.725,99.4,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvallur,Sholavaram,6.48,1.8,70.67,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvallur,Tiruttani,20.02,5.56,131.21,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvallur,Tiruvallur,14.22,3.95,165.46,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Anakkavoor,9.89,2.747,113.43,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Arni,6.84,1.9,81.33,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Chetpet,23.8,6.611,284.02,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Jawadumalai,46.99,13.053,673.24,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Kalasapakkam,14.87,4.13,198.16,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Kilpenathur,3.95,1.098,42.84,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Peranamallur,12.97,3.604,151.5,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Pudupalayam,8.47,2.354,98.01,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Thandrampet,8.83,2.454,107.26,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Thellar,5.19,1.443,71.25,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Thurinjapuram,15.72,4.367,229.94,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Vandavasi,11.34,3.15,142.67,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvannamalai,Vembakkam,18.43,5.12,195.73,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Kodavasal,164.6,32.96,2950.47,19,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Koradacheri,84.04,13.607,1498.8,12,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Kottur,28.72,7.98,569.01,5,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Mannargudi,124.55,24.449,2083.38,15,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Muthupettai,66.92,18.591,1241.23,9,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Nannilam,172.42,37.296,3643.98,26,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Needamangalam,26.95,6.052,395.72,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Thiruthuraipoondi,19.69,5.47,473.75,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Thiruvarur,92.21,22.472,1803.1,10,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tiruvarur,Valangaiman,46.74,12.985,1282.63,4,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tuticorin,Ottapidaram,50.68,14.08,658.61,7,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Tuticorin,Vilathikulam,5.31,1.475,84.66,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Vellore,Pernambet,5.26,1.46,79.78,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Villupuram,Merkanam,6.77,1.88,83.01,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Villupuram,Mugaiyur,5.76,1.6,90.15,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Villupuram,Rishivandiyam,45.02,7.935,669.38,6,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Virudhunagar,Kariapatti,6.27,1.74,133.96,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Virudhunagar,Narikudi,6.48,1.8,107.05,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tamilnadu,Virudhunagar,Thiruchuli,44.16,12.265,512.93,3,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tripura,Dhalai,Ambassa,15.29,2.066,249.12,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tripura,Dhalai,Salema,17.5,2.436,148.82,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tripura,North Tripura,Damcherra,12.37,1.945,175.67,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Tripura,North Tripura,Dasda,48.28,4.247,331.94,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Aligarh,Jawan,49.05,7.5,588.53,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Aligarh,Lodha,54.59,8.35,606.39,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ambedkarnagar,Bhiti,29.19,5,293.58,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ambedkarnagar,Jalalpur,41.45,7.1,541.58,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ambedkarnagar,Katehari,37.95,6.5,392.41,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Badaun,Bisauli,67.24,10.18,696.09,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Bahraich,Risia,40.61,6.15,458.23,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Bahraich,Visheshwarganj,34.34,5.2,372.89,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ballia,Dubhar,42.33,7.25,539.95,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ballia,Shohaon,35.35,6.055,437.18,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Balrampur,Pachpedwa,44.95,6.8,492.02,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Balrampur,Rehra,36.69,5.55,384.47,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Banda,Mahua,111.16,17,1194.34,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Barabanki,Banikoder,35.32,6.05,451.53,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Barabanki,Siddhaur,48.75,8.35,599.08,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Bareilly,Fatehganj(West),79.25,12,774.28,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Basti,Ram Nagar,85.43,14.635,1116.81,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Bijnor,Nehtaur,57.54,8.8,433.11,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Bulandshahr,Araniya,50.49,7.645,478.83,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Chandauli,Chahania,46.71,8,324.38,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Chandauli,Niyamatabad,61.3,10.5,402.83,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Deoria,Baitalpur,58.37,6.65,443.13,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Deoria,Patherdeva,31.52,5.4,314.36,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Etah,Nidhauli Kalan,54.27,8.3,596.26,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Etawah,Mahewah,34.44,5.9,396.91,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Etawah,Saifai,35.61,6.1,361.9,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Faizabad,Amaniganj,24.23,4.15,308.89,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Faizabad,Haringtonganj,51.08,8.75,627.32,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Faizabad,Maya Bazar,35.32,6.05,468.46,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Farrukhabad,Rajepur,80.27,13.75,1083.56,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Fatehpur,Dhata,75.95,11.5,1024.8,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,G.B. Nagar,Dadri,51.23,7.835,482.86,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ghaziabad,Muradnagar,21.56,3.3,188.02,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ghaziabad,Rajapur,32.66,5,283.92,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ghazipur,Deokali,49.62,8.5,486.21,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Ghazipur,Jamania,56.05,9.6,533.23,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Gonda,Paraspur,58.38,10,737.77,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Gorakhpur,Gagha,35.03,6,432.34,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Gorakhpur,Jungle Kaudia,52.54,9,605.89,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Hamirpur,Muskara,35.03,6,434.72,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Hamirpur,Rath,32.11,5.5,360.4,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Hapur,Simbhawali,62.74,9.5,536.71,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Hardoi,Kothawan,41.07,7.035,507.79,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Hardoi,Mallawan,43.2,7.4,471.71,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,J.B.F.Nagar,Gajraula,35.03,6,366.46,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Jaunpur,Shahganj,55.57,8.5,442.96,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Jaunpur,Sujanganj,35.61,6.1,285.82,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Jhansi,Chirgaon,71.23,12.2,816.75,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Kannauj,Jalalabad,41.16,7.05,513.65,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Kannauj,Umarda,29.77,5.1,346.57,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Kasganj,Amanpur,45.18,6.91,412.21,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Kushinagar,Khadda,36.78,6.3,436.67,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Kushinagar,Ramkola,29.48,5.05,404.98,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Lakhimpur-Kherii,Isanager,99.96,15.3,1216.51,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Lalitpur,Talbehat,95.77,16.4,1163.23,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Lucknow,Mall,37.37,6.4,422.63,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Lucknow,Mohanlalganj,43.49,7.45,420.88,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Maharajganj,Gughali,32.69,5.6,404.68,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Maharajganj,Laxmipur,39.7,6.8,509.68,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Mainpuri,Jagir,32.69,5,293.76,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Mathura,Chata,65.68,11.25,694.39,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Mathura,Mathura,35.03,6,340.01,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Mau,Fatehpur Mandaon,55.46,9.5,596.62,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Meerut,Daurala,58.45,10.01,531.2,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Moradabad,Chhajlet,74.19,11.345,673.93,2,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Pilibhit,Lalauri Khera,35.67,5.4,394.84,1,2018,"Calendar Year (Jan - Dec), 2018"
2018-19,Uttar Pradesh,Pratapgarh,Sadar,32.69,5,275.71,1,2018,"Calendar Year (Jan - Dec), 2018"
