Station name,srcStateName,Year,StateCode,StateName,IntermediateRatio
"GURCHAARAN SINGH HAIBOWAL DAIRY COMPLEX, LUDHIANA",PUNJAB,2018,3,PUNJAB,1
"AT PARWANOO, H.P",HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
"WELL AT UDAIPUR (TUBEWELL),  TRIPURA",TRIPURA,2019,16,TRIPURA,1
"NEAR SHREE KALYANESHWAR  MAHADEV TEMPLE, JAI SINGH  PURA KHURD, JAIPUR.",RAJASTHAN,2019,8,RAJASTHAN,1
"INSIDE HINDUSTAN LIVER FACTORY,  HALDIA",WEST BENGAL,2016,19,WEST BENGAL,1
"HAND PUMP WATER 17/10 NEPALI  MOHLLA, SHANKAR NAGAR, HEAVY INDUSTRIAL AREA, BHILAI, CHHATISGARH.",Chhattisgarh,2014,22,CHHATTISGARH,1
"WELL OF BABULAL UKKAD JI MALI, SAKARNA BERA, BALOTRA, , JODHPUR, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
DAHOD,GUJARAT,2017,24,GUJARAT,1
"GROUND WATER VILL BHEEMJORI, MALAJKH, DIST BALAGHAT",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
BORE WELL AT BETHORA INDUSTRIAL ESTATE,GOA,2018,30,GOA,1
"BORE WELL, SNR. VINAYAK JAL  SUDDHIKARAN SAHAKARI  MANDALI LTD. (CETP ), VILL.  BAVLA, DIST. AHMEDABAD.",GUJARAT,2019,24,GUJARAT,1
"SUJAN GANGA, BHARATPUR, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
"O/W - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) , RAMAGUNDAM , KARIMNAGAR",TELANGANA,2018,36,TELANGANA,1
"NEDUMANGAD,THIRUVANANTHAPURAM",KERALA,2016,32,KERALA,1
"GROUND WATER VILL IMALIA, DIST JABALPUR",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
"WELL AT PATEL NAGAR, DELHI",DELHI,2018,7,DELHI,1
"DISTRICT COLLECTOR, CHURU",RAJASTHAN,2019,8,RAJASTHAN,1
"HOTEL ORIENT PLACE, SUBHAS  NAGAR, UDAIPUR",Rajasthan,2013,8,RAJASTHAN,1
"R.S. PURA TEHSIL, JAMMU",JAMMU & KASHMIR,2019,1,JAMMU AND KASHMIR,1
"HAND PUMP WATER AT CIVIL COURT, AURANGABAD",BIHAR,2016,10,BIHAR,1
"WELL AT PAYANOOR, KANNUR",KERALA,2016,32,KERALA,1
"WELL OF GIRDHARI RAM  MEGHWAL, VILLAGE-  NANDWAN, JODHPUR",RAJASTHAN,2016,8,RAJASTHAN,1
"TUBE WELL KATHUA SICOP  INDUSTRIAL AREA KATHUA, J&K",Jammu & Kashmir,2013,1,JAMMU AND KASHMIR,1
"VILLAGE PIPERIA, DADRA",DADRA & NAGAR HAVELI,2014,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"B/W - MANAKONDUR (V) , KARIMNAGAR DIST.",TELANGANA,2018,36,TELANGANA,1
"NEAR 9 NO. PETROL PUMP, NEAR  ADARSH NAGAR GATE, AJMER",RAJASTHAN,2012,8,RAJASTHAN,1
"TUBE WELL AT MEERUT CITY,  U.P",Uttar Pradesh,2014,9,UTTAR PRADESH,1
"WELL AT VILLAGE HARCHANDPUR,  VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
MISSION VENGTHLANG  (SOUTHERN PART),Mizoram,2013,15,MIZORAM,1
WELL-1 AT DARBHANGA,Bihar,2014,10,BIHAR,1
NADIAD,GUJARAT,2017,24,GUJARAT,1
PALGHAR,MAHARASHTRA,2017,27,MAHARASHTRA,1
"GROUND WATER NEAR BUS  STAND, DIST MANDLA",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
"SARVODAPURAM, ALAPPUZHA",Kerala,2014,32,KERALA,1
WELL AT KUDAI INDL.  ESTATE(M/S CADILA HEALTHCARE LIMITED),Goa,2013,30,GOA,1
"WELL OF GOOJARON KI  TALAI, MOHANA ROAD  SANGANER JAIPUR",RAJASTHAN,2016,8,RAJASTHAN,1
"WELL AT CHEVALIER SELLANE  GOVERNMENT HIGH  SECONDARY SCHOOL, KALAPET",PUDUCHERRY,2019,34,PUDUCHERRY,1
WELL AT URUVAIYAR,PUDUCHERRY,2019,34,PUDUCHERRY,1
BIKRAMGANJ  HAND PUMP WATER AT BUS STAND CHOWK,BIHAR,2016,10,BIHAR,1
"NEAR GANDHI BHWAN,  AJMER",RAJASTHAN,2016,8,RAJASTHAN,1
"BORE WELL AT MIDC GOKUL-SHIRGAON, KARVIR, KOLHAPUR",MAHARASHTRA,2017,27,MAHARASHTRA,1
"MADHUPATNA- KALYAN NAGAR  AREA, CUTTACK, ODISHA",Odisha,2014,21,ODISHA,1
KATIHAR HAND PUMP WATER AT BUS  STAND,BIHAR,2016,10,BIHAR,1
"DUG WELL OWNED BY SHRI  SHIVAJI BABAN DAREKAR VILLAGE- SANASWADI, TALUKA- SHIRUR, DISTRICT- PUNE.",MAHARASHTRA,2012,27,MAHARASHTRA,1
"GROUND WATER FROM MALIGAON, GUWAHATI",ASSAM,2018,18,ASSAM,1
HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
MOREGRAM CROSSING,WEST BENGAL,2012,19,WEST BENGAL,1
"BORE WELL NEAR VILLAGE  SECRETARIAT, PATHAPADU (V), KRISHNA, A.P.",ANDHRA PRADESH,2014,28,ANDHRA PRADESH,1
"TANGRA, CALCUTTA",WEST BENGAL,2016,19,WEST BENGAL,1
"SOHRA, CHERRAPUNJEE (WAH U DKHAR - SPRING)",MEGHALAYA,2018,17,MEGHALAYA,1
NALHATI RAILWAY STATION OF  BIRBHUM,WEST BENGAL,2016,19,WEST BENGAL,1
ARARIA (SPECIFY LOCATION),Bihar,2013,10,BIHAR,1
"GROUND WATER AT ROORKEE  INDUSTRIAL AREA- 1, CHC  BHAGWANPUR,HARIDWAR",UTTARAKHAND,2019,5,UTTARAKHAND,1
"WELL AT PAYANOOR, KANNUR",Kerala,2014,32,KERALA,1
MAWTHADRISHAN WELL AT  MARKASA,MEGHALAYA,2019,17,MEGHALAYA,1
"WELL AT VILLAGE KACHIGAM,  DAMAN","DAMAN AND DIU, DADRA  AND NAGAR HAVELI",2019,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"TUBE WELL OF GIRDHARI LAL,  BHITUJA, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"MSW SITE, PATHARDI, NASIK",MAHARASHTRA,2018,27,MAHARASHTRA,1
"GROUND WATER QUALITY STATION CAPTANGANJ, U.P",UTTAR PRADESH,2018,9,UTTAR PRADESH,1
"GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER MILL, ASSAM",ASSAM,2018,18,ASSAM,1
"BOREWELL AT DHANSIRIPAR,  DHANSIRIPAR DIVISION,  DIMAPUR",NAGALAND,2019,13,NAGALAND,1
"B/W - IDA , NEAR CHAITANYA  CHLORIDES , PASHAMAYLAM  , MEDAK DIST.",TELANGANA,2016,36,TELANGANA,1
"WELL AT KOTHAPURINATHAM,  THIRUVANDARKOIL",PUDUCHERRY,2019,34,PUDUCHERRY,1
"WELL AT CHUNGAPALLY, KERALA",KERALA,2018,32,KERALA,1
"B/W. - PANCHAYAT OFFICE , ,  BOLLARAM (V) MEDAK DIST.",TELANGANA,2019,36,TELANGANA,1
"NEAR SAMSHAN VISHWAKARMA  NAGAR, MPCBARANIFARM, JAIPUR",Rajasthan,2014,8,RAJASTHAN,1
"O/W. - NEAR RAMA TEMPLE ,  WARD NO.2 , MINDI , VISAKHAPATNAM, A.P",ANDHRA PRADESH,2013,28,ANDHRA PRADESH,1
BHABHUA,BIHAR,2012,10,BIHAR,1
SIBSAGAR,ASSAM,2016,18,ASSAM,1
ANKLESHWAR (INDUSTRIAL  AREA),Gujarat,2013,24,GUJARAT,1
"NEAR MALBORS INTERNATIONLA P LTD, VILL MANSOORWAL, DIST FEROZPUR",PUNJAB,2018,3,PUNJAB,1
NALHATI RAILWAY STATION OF BIRBHUM,WEST BENGAL,2017,19,WEST BENGAL,1
WELL C/O LAGOONS BATH,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"AT BADDI, H.P",HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
SOHRA CHERRAPUNJEE,MEGHALAYA,2016,17,MEGHALAYA,1
BOREWELL NEAR TUNGBHADRA RIVER  KURNOOL,ANDHRA PRADESH,2017,28,ANDHRA PRADESH,1
"VILLAGE BHIMPORE,DAMAN","Daman, Diu, Dadra Nagar Haveli",2013,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"WELL AT ALWAYE, KERALA",KERALA,2019,32,KERALA,1
WELL AT PILERNE INDUSTRIAL  ESTATE(M/S UNICHEM ),Goa,2014,30,GOA,1
"WELL AT BARODA,",GUJARAT,2017,24,GUJARAT,1
"OPEN WELL/TUBE WELL  INDUSTRIAL AREA, GOVINDPURA, BHOPAL, M.P",Madhya Pradesh,2013,23,MADHYA PRADESH,1
HAZARDOUS WASTE DUMP  (AMBALAMUGHAL),KERALA,2016,32,KERALA,1
"WELL NEAR J.B SCHOOL,  LAKSHDWEEP",Lakshadweep,2013,31,LAKSHADWEEP,1
"DUSSHERA GROUND INDUSTRIAL  ESTATE, LUDHIANA",PUNJAB,2014,3,PUNJAB,1
"VYTTILA,ERNAKULAM DISTT.",KERALA,2016,32,KERALA,1
"HAND PUMP WATER 17/10 NEPALI MOHLLA,  SHANKAR NAGAR, HEAVY INDUSTRIAL AREA,  BHILAI",CHHATTISGARH,2016,22,CHHATTISGARH,1
"NEAR BRAHMAN MAJRA,  PILKHANI",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"Bore well water sample at  savali, Tal. Miraj, Dist Sangli.",Maharashtra,2014,27,MAHARASHTRA,1
KARUKAMANI,KERALA,2017,32,KERALA,1
"TRENCHING GROUND, NEAR  GARDEN, DEV GURADIYA ROAD,  INDORE",MADHYA PRADESH,2016,23,MADHYA PRADESH,1
"NEAR ARVIND GENERAL STORE,  ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR",Rajasthan,2013,8,RAJASTHAN,1
RAXAUL-HAND PUMP WATER AT BUS STAND,BIHAR,2017,10,BIHAR,1
JUNAGADH,Gujarat,2013,24,GUJARAT,1
"BORE WELL WATER (PHED PUMP HOUSE) SADAR HOSPITAL  CAMPUS, MUZAFFARPUR",BIHAR,2016,10,BIHAR,1
WELL AT PILERNE INDUSTRIAL ESTATE(M/S UNICHEM ),GOA,2018,30,GOA,1
"OPPOSITE PRIVATE BUS STAND,  AJMER",Rajasthan,2013,8,RAJASTHAN,1
HAND PUNP INSTALLED AT VILLAGE BELA DHIANI TEHSIL NANGAL ROPAR,PUNJAB,2018,3,PUNJAB,1
"BOREWELL NEAR GRAM  PANCHAYAT OFFICE, KHAZIPALLY  VILLAGE, SANGAREDDY DISTRIST",TELANGANA,2019,36,TELANGANA,1
HEIROK,MANIPUR,2019,14,MANIPUR,1
"HAND PUMP OF VIDHANI VILLAGE GONER ROAD JAIPUR, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
"GROUND WATER QUALITY  STATION CAPTANGANJ, U.P",Uttar Pradesh,2013,9,UTTAR PRADESH,1
"MAGAWARA INDUSTRIAL AREA  NEAR M/S JAMJAM TANNERS, UNNAO, U.P",Uttar Pradesh,2014,9,UTTAR PRADESH,1
BOREWELL NEAR TSDF SITE OF  SAURASHTRA ENVIRO PROJE,GUJARAT,2016,24,GUJARAT,1
EDAYAR ERNAKULAM DISTT.,KERALA,2016,32,KERALA,1
"BOREWELL OF KALIAWADI GRID ROAD, NAVSARI",GUJARAT,2018,24,GUJARAT,1
"Dugwell no 2 at Arkatewadi,  Khed, Ratnagiri",Maharashtra,2014,27,MAHARASHTRA,1
"BOREWELL NEAR M/S ANDHRA  SUGARS LTD. , KOVVUR",ANDHRA PRADESH,2019,28,ANDHRA PRADESH,1
"BORE WELL WATER AT BHUT NATH ROAD WATER TANK SEC-3, KANKARBAGH,PATNA",BIHAR,2017,10,BIHAR,1
CENTRAL HOWRAH-RESIDENTAIL  AREA,WEST BENGAL,2014,19,WEST BENGAL,1
"GROUND WATER VILL  BHEEMJORI, MALAJKH, DIST  BALAGHAT",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
"CAPITAL HOSPITAL AREA,  BHUBANESWAR",ODISHA,2016,21,ODISHA,1
"IBRAHIMGANJ NEAR BUS STAND, BHOPAL",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
"*DIGBOI, TINSUKIA  DISTT., ASSAM",Assam,2014,18,ASSAM,1
HAND PUMP AT CHAMBA  TOWN,HIMACHAL PRADESH,2016,2,HIMACHAL PRADESH,1
"BHAGATPURI VILLAGE, NAGDA",Madhya Pradesh,2013,23,MADHYA PRADESH,1
"NEAR FLY ASH DUMPING SITE-KUNTIGHAT, BANDEL",WEST BENGAL,2017,19,WEST BENGAL,1
"NEAR HARMANDIR SAHEB, AMRITSAR, PUNJAB",PUNJAB,2017,3,PUNJAB,1
"WELL AT VILLAGE BHIWADI ,  VERY NEAR, BHIWADI TO  BHIWADI INDUSTRIAL AREA,  BHIWADI, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
GROUND WATER FROM  VAISHALI,BIHAR,2019,10,BIHAR,1
GROUND WATER SUPPLY  SCHEME (MC UNA),HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"HAND PUMP WATER AT BUS STAND, GOPALGANJ",BIHAR,2017,10,BIHAR,1
MIRA-BHAYANDER,MAHARASHTRA,2017,27,MAHARASHTRA,1
COSSIPORE - NORTH KOLKATA,WEST BENGAL,2012,19,WEST BENGAL,1
"B/W - MANAKONDUR (V) , KARIMNAGAR DIST., A.P",ANDHRA PRADESH,2012,36,TELANGANA,1
SANGERA GONDIA,MAHARASHTRA,2016,27,MAHARASHTRA,1
HAND PUMP OF VIDHANI VILLAGE  GONER ROAD JAIPUR,RAJASTHAN,2012,8,RAJASTHAN,1
HAND PUMP AT KEYLONG,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"DUG WELL NEAR RAILWAY STATION, COTTON MARKET, WARDHA",MAHARASHTRA,2018,27,MAHARASHTRA,1
"KATHODA, JABALPUR",MADHYA PRADESH,2012,23,MADHYA PRADESH,1
"HOTEL ORIENT PLACE, SUBHAS  NAGAR, UDAIPUR",RAJASTHAN,2019,8,RAJASTHAN,1
"SHIBNAGAR, AGARTALA,  TRIPURA",TRIPURA,2019,16,TRIPURA,1
WELL C/O BELAVILATHA PALLI,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"DOSIGAON, RATLAM",MADHYA PRADESH,2012,23,MADHYA PRADESH,1
"BORE WELL M/S R.C. PALACE  HOTEL, BHIWADI, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"OLD TOWN- SAMANTARAAIPUR  AREA, BHUBANESWAR, ODISHA",Odisha,2014,21,ODISHA,1
"HANDPUMP IN SAHOTA BAGHBANI FARM, VILL HARIAN, MACHIWARA",PUNJAB,2018,3,PUNJAB,1
"INSIDE TATA METALIKS,  KHARAGPUR",WEST BENGAL,2014,19,WEST BENGAL,1
"WELL OF SH MNAGAL  CHAND MEENA, MANPUR  MACHERI, JAIPUR",RAJASTHAN,2016,8,RAJASTHAN,1
"T.R.PATTINAM, KARAIKAL",PONDICHERRY,2012,34,PUDUCHERRY,1
"TUBE WELL OF M/S BALOTRA  WATER POLLUTION CONTROL  AND RESEARCH FOUNDATION  TRUST (CETP) KHED ROAD,  BALOTRA",RAJASTHAN,2019,8,RAJASTHAN,1
"WELL AT GRAM PANCHAYAT  OFFICE, KAANURU, VIJAYWADA",ANDHRA PRADESH,2019,28,ANDHRA PRADESH,1
"BORE WELL AT STP MADHAPAR, DIST.  RAJKOT.",GUJARAT,2016,24,GUJARAT,1
"BORE WELL SH. BHRAM JEET SERVICE STATION, BHIWADI, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
"BOREWELL OF TOWN RAJPIPLA, DIST.NARMADA",GUJARAT,2018,24,GUJARAT,1
"PETROL PUMP OPP. HERO CYCLE,  LUDHIANA",PUNJAB,2013,3,PUNJAB,1
"BORE WELL AT KAPULUPPADA  DUMPSITE, VISHAKHAPATNAM, A.P.",ANDHRA PRADESH,2014,28,ANDHRA PRADESH,1
"IN SIDE SHIV TEMPLE NEAR AIR  FORCE STATION AMER ROAD, JAIPUR",RAJASTHAN,2012,8,RAJASTHAN,1
WELL AT PEDDAVOORA,TELANGANA,2019,36,TELANGANA,1
PATAN BOREWELL,GUJARAT,2017,24,GUJARAT,1
"KALAMASSERY ERNAKULAM DISTT. , KERALA",KERALA,2017,32,KERALA,1
BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"JHALANA FOREST PARK, NEAR  MALVIYA NAGAR IND. AREA,  MALVIYA NAGAR JAIPUR",RAJASTHAN,2019,8,RAJASTHAN,1
"GROUND WATER QUALITY  STATION SARDARNAGAR, U.P",Uttar Pradesh,2013,9,UTTAR PRADESH,1
"B/W. - PRIMARY SCHOOL -  RUDRAVELLI (V) , BIBINAGAR  (M), NALGONDA DIST.",TELANGANA,2016,36,TELANGANA,1
WELL C/O PUTHIYA PALLI.,LAKSHADWEEP,2016,31,LAKSHADWEEP,1
TUBE WELL AT BELONIA,TRIPURA,2019,16,TRIPURA,1
"WELL AT UDAIPUR (TUBEWELL),  TRIPURA",TRIPURA,2014,16,TRIPURA,1
"GROUND WATER FROM KAHILIPARA, GUWAHATI",ASSAM,2018,18,ASSAM,1
"AT DAMTAL, H.P",HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
VIJAPUR (RANASAN) BOREWELL,GUJARAT,2017,24,GUJARAT,1
HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
"WELL OF BIRMA RAM PATEL,  SALAWAS, JODHPUR, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"VILLAGE BHIMPORE, DAMAN",DAMAN & DIU,2016,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"HAND PUMP WATER IN CAMPUS OF KASTURBA WATER WORKS, MUNGER",BIHAR,2018,10,BIHAR,1
"BORE WELL WATER AT KATRA BAZAR WATER TANK, MALSALAMI, PATNA",BIHAR,2017,10,BIHAR,1
"MAGAWARA INDUSTRIAL AREA NEAR M/S JAMJAM TANNERS, UNNAO, U.P",UTTAR PRADESH,2017,9,UTTAR PRADESH,1
BHUJ,GUJARAT,2017,24,GUJARAT,1
KATTERIKUPPAM,PUDUCHERRY,2016,34,PUDUCHERRY,1
Drinking Water intake well  of Municipal cop. Korba before treatment plant at kohadia village Korba.,CHHATTISGARH,2014,22,CHHATTISGARH,1
"KHURPUI TUIKHUR, LAWNGTLAI",MIZORAM,2019,15,MIZORAM,1
ENGLISH BAZAR- MALDAH,WEST BENGAL,2019,19,WEST BENGAL,1
"SHRI BABUAL SOPATRA, SHEKHO  KI DDHANI PALI",RAJASTHAN,2019,8,RAJASTHAN,1
TUBE WELL NEAR BUS STAND AT  BETUL,MADHYA PRADESH,2016,23,MADHYA PRADESH,1
NEAR BPMS H.S. SCHOOL SONARI TOWN DIST CHARAIDEO,ASSAM,2018,18,ASSAM,1
"SITE 1, INDUSTRIAL AREA NEAR  M/S WOODWARM CHEMICAL LTD., UNNAO",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
"KHEKRA, BAGHPAT",UTTAR PRADESH,2017,9,UTTAR PRADESH,1
SITAMARHI,Bihar,2014,10,BIHAR,1
SHAHPUR-HANDPUMP WATER AT SHAHPUR HIGH SCHOOL,BIHAR,2017,10,BIHAR,1
"NANGAL, PUNJAB",PUNJAB,2017,3,PUNJAB,1
"DUG WELL NO-1 AT GROUP GRAM PANCHAYAT AT ARKETWADI NEAR MASJID, KHED, RATNAGIRI",MAHARASHTRA,2018,27,MAHARASHTRA,1
"CHHOCHHOPA TUIKHUR, SAIHA",MIZORAM,2019,15,MIZORAM,1
HIMATNAGAR,GUJARAT,2018,24,GUJARAT,1
NEAR EXIDE INDUSTRIES-HALDIA,WEST BENGAL,2017,19,WEST BENGAL,1
UNA INDUSTRIAL AREA,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
BOREWELL NEAR SWARNAMUKHI AT  SRIKALAHASTI,ANDHRA PRADESH,2018,28,ANDHRA PRADESH,1
BOLPUR NEAR RAILWAY STATION,WEST BENGAL,2014,19,WEST BENGAL,1
GROUND WATER FROM LAKHIMPUR TOWN,ASSAM,2016,18,ASSAM,1
TUBE WELL AT DEBENDRA  CHANDRA NAGAR,TRIPURA,2019,16,TRIPURA,1
"WELL AT GANDHI NAGAR, DELHI",DELHI,2018,7,DELHI,1
WELL AT BARODA,GUJARAT,2018,24,GUJARAT,1
"BADAMBARI AREA, CUTTACK",ODISHA,2018,21,ODISHA,1
"AT UNA, H.P",HIMACHAL PRADESH,2016,2,HIMACHAL PRADESH,1
"PAWHHAWN TUIKHUR, NR GM  HSS, VENGSANG, CHAMPHAI  (SPRING)",MIZORAM,2019,15,MIZORAM,1
"GROUND WATER NEAR NAGAON  TOWN PIPE WATER SUPPLY  SCHEME(Z-111), NAGAON",ASSAM,2019,18,ASSAM,1
OLLUR (THRISSUR),KERALA,2018,32,KERALA,1
"GROUND WATER FROM BONDA,  GUWAHATI",ASSAM,2019,18,ASSAM,1
"BRAJARAJ NAGAR MINING BELT, JHARSUGUDA",ODISHA,2017,21,ODISHA,1
GROUND WATER FROM TEZPUR (MISSION  CHARIALI),ASSAM,2016,18,ASSAM,1
"B/W. - NEAR M/S ANDHRA  SUGARS LTD. , KOVVUR , W.G.DIST., A.P",ANDHRA PRADESH,2014,28,ANDHRA PRADESH,1
"GROUND WATER NCL, JINGURDHA, QSHF-176 METENCE OFF, DIST SINGROULI",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
AT DAMTAL,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"BOREWELL AT PRIMARY HEALTH  CENTER, KADODARA, SURAT",GUJARAT,2016,24,GUJARAT,1
AT UNA,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"CHINHAT INDUSTRIAL AREA IN  LUCKNOW NEAR M/S INDIA PESTICIDES LUCKNOW, U.P",Uttar Pradesh,2013,9,UTTAR PRADESH,1
"BORE WELL NEAR STP AT  GAJADHARPURA, JAIPUR",RAJASTHAN,2019,8,RAJASTHAN,1
GROUND WATER FROM KARIMGANJ  (COLLEGE),ASSAM,2012,18,ASSAM,1
"HAND PUMP NEAR NEVTA  TIRAHA, NEVTA DAM,  SANGANER, JAIPUR, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"GIDC, DAHOD, DAHOD",GUJARAT,2019,24,GUJARAT,1
"VILLAGE, DADRA","Daman, Diu, Dadra Nagar Haveli",2013,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"VILLAGE BHIMPORE,DAMAN",DAMAN,2012,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"KATTERIKUPPAM, PODICHERRY",PONDICHERRY,2012,34,PUDUCHERRY,1
"NEAR GANDHI BHWAN, AJMER",RAJASTHAN,2018,8,RAJASTHAN,1
BEGUSARAI,BIHAR,2017,10,BIHAR,1
"WELL AT CHUNGAPALLY, KERALA",Kerala,2014,32,KERALA,1
"WELL OF LOOMJI, CHAUDHARY,  NEAR NAYAGAON, PALI, (U/S 1  KM. FROM PALI TOWN),  RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"KANNUR (MUNICIPALITY)  KANNUR DISTTM , KERALA",Kerala,2013,32,KERALA,1
"BOREWELL NEAR GRAM PANCHAYAT OFFICE, KHAZIPALLY VILLAGE, SANGAREDDY DISTRIST",TELANGANA,2018,36,TELANGANA,1
"WELL AT ZUARI INDUSTRIES  LTD, ZUARI NAGAR",Goa,2013,30,GOA,1
"PILKHUA INDUSTRIAL AREA  GHAZIABAD, U.P",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"SITE 2, INDUSTRIAL AREA NEAR  M/S AMIN SONS, UNNAO,U.P",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
BORE WELL OF CHHATRAL GIDC.,GUJARAT,2017,24,GUJARAT,1
"KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA",KERALA,2018,32,KERALA,1
"WELL OF TEMPLE PARASSINIKADAVU,  KANNUR",KERALA,2016,32,KERALA,1
"WELL AT FATEH PUR BERI, DELHI",DELHI,2018,7,DELHI,1
"B/W - SRI RAMNAGAR COLONY, SAKKAR NAGAR, BODHAN, NIZAMABAD DIST.",TELANGANA,2017,36,TELANGANA,1
"*(JORHAT, ASSAM",ASSAM,2018,18,ASSAM,1
"RIICO TUBE WELL, RIA,  SOTANALA",RAJASTHAN,2012,8,RAJASTHAN,1
"GROUND WATER FROM DIPHU (GOVT. COLLEGE), ASSAM",ASSAM,2017,18,ASSAM,1
HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"GROUND WATER NEAR SUBJEE MANDI NCL JAYANT (BESIDE POLICE STATION), SINGROULI",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
"B/W. - PANCHAYAT OFFICE , ,  BOLLARAM (V) MEDAK DIST., A.P",ANDHRA PRADESH,2014,36,TELANGANA,1
GROUND WATER FROM NALBARI,Assam,2013,18,ASSAM,1
"SECRETARIAT- GOVERNOR  HOUSE- OLDBUS STAND AREA, BHUBANESWAR, ODISHA",Odisha,2014,21,ODISHA,1
"TUBE WELL KATHUA SICOP  INDUSTRIAL AREA KATHUA,J&K",JAMMU & KASHMIR,2012,1,JAMMU AND KASHMIR,1
"HAND PUMP WATER AT BUS STAND, GOPALGANJ",BIHAR,2018,10,BIHAR,1
"ATUL, VILLAGE G.W, (VALSAD)",GUJARAT,2018,24,GUJARAT,1
STP JAMALPUR,PUNJAB,2018,3,PUNJAB,1
"WELL AT NAJAFGARH, DELHI",DELHI,2019,7,DELHI,1
"BORE WELL AT BALE RAILWAY STATION PREMISES OWNED BY SHRI DIGAMBAR JOSHI, DAHEGAON, NORTH SOLAPUR",MAHARASHTRA,2018,27,MAHARASHTRA,1
"GABHENI VILLAGE, SURAT (INDUSTRIAL)",GUJARAT,2016,24,GUJARAT,1
"BOREWELL/ HANDPUMP IN  PARSABHATA, BALCO, KORBA",Chhattisgarh,2014,22,CHHATTISGARH,1
"TAP WATER SAMPLE AT RAMKUND, GAYA",BIHAR,2017,10,BIHAR,1
DAHOD,GUJARAT,2018,24,GUJARAT,1
"WELL AT PUNALUR, KERALA",Kerala,2013,32,KERALA,1
"GROUND WATER NEAR BUS STAND, DIST BALAGHAT",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
"Dug well No.-1 at Group Gram  Panchayat at Arketwadi, near Masjid Village- Arketwadi,Taluka- Khed,  District- Ratnagiri.",Maharashtra,2013,27,MAHARASHTRA,1
"WELL AT ROHINI, DELHI",DELHI,2018,7,DELHI,1
"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,2018,16,TRIPURA,1
"IFFCO, PHOOLPUR,ALLAHABAD,  U.P",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
"TUBE WELL AT MEERUT CITY,  U.P",Uttar Pradesh,2013,9,UTTAR PRADESH,1
"AT RAIPUR REGION,  CHHATISSGARH",CHATTISSGARH,2012,22,CHHATTISGARH,1
