Station name,srcStateName,Year,StateCode,StateName,IntermediateRatio
"MEHATWAS, NAGDA",MADHYA PRADESH,2016,23,MADHYA PRADESH,1
OLLUR (THRISSUR),Kerala,2014,32,KERALA,1
"CHAKULIA, BALASORE",ODISHA,2019,21,ODISHA,1
"B/W - MANAKONDUR (V) , KARIMNAGAR DIST.",TELANGANA,2017,36,TELANGANA,1
HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
PALANPUR,GUJARAT,2016,24,GUJARAT,1
"GROUND WATER FROM NAGAON (PANIGAON), ASSAM",ASSAM,2017,18,ASSAM,1
"LANKAMURA, TRIPURA",TRIPURA,2013,16,TRIPURA,1
"SH. BHANA RAM KALAL, DHARU  NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
NALANDA -HAND PUMP WATER AT CIVIL COURT BIHAR SARIF,BIHAR,2018,10,BIHAR,1
"HANDPUMP, 149 NEAR SANT PRITAM SCHOOL, AMBEY MAJRA, MANDI GOBINDGARH",PUNJAB,2018,3,PUNJAB,1
DAHANU,MAHARASHTRA,2016,27,MAHARASHTRA,1
"WELL AT DWARKA, DELHI",DELHI,2018,7,DELHI,1
SURI TOWN NEAR BUS STAND,WEST BENGAL,2017,19,WEST BENGAL,1
"WELL AT VILLAGE DABHEL,  DAMAN","DAMAN AND DIU, DADRA  AND NAGAR HAVELI",2019,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"GROUND WATER AT SELAQUI INDUSTRIAL AREA- 1, DEHRADUN",UTTARAKHAND,2018,5,UTTARAKHAND,1
HAND PUMP AT SHIMLA,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"WELL OF SH. BHURA RAM, KHETRI  NGAR, JHUNJHUNU",RAJASTHAN,2012,8,RAJASTHAN,1
"WELL AT CHERTHALA, ALLEPPY,  KERALA",KERALA,2019,32,KERALA,1
PALGHAR,MAHARASHTRA,2016,27,MAHARASHTRA,1
B/W NEAR PITTAM PALLE VILLAGE (OPEN LAND BESIDE VILLAGE ROAD) CHITYAL MANDAL,TELANGANA,2018,36,TELANGANA,1
"VILLAGE PIPERIA, DADRA",DADRA NAGAR HAVELI,2012,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
HOT SPRING AT BAKRESHWAR,WEST BENGAL,2018,19,WEST BENGAL,1
"WELL OF PEMA RAM MALI,  BHITUJA, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"BOREWELL OF GIDC OFFICE, SHANKAR TEKRI, UDHYOGNAGAR, JAMNANGAR",GUJARAT,2017,24,GUJARAT,1
"ELECTRIC VENG TUIKHUR,  LUNGKEI (SPRING)",MIZORAM,2019,15,MIZORAM,1
"RIICO TUBE WELL, RIA,  SOTANALA, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"VILLAGE, DADRA","DADRA & NAGAR 
HAVELI",2017,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
TUBE WELL/ HAND PUMP AT INDL AREA SEONI NEAR BARAPATTHAR,MADHYA PRADESH,2016,23,MADHYA PRADESH,1
FULBARI BARRAGE,WEST BENGAL,2012,19,WEST BENGAL,1
VAIKOM,Kerala,2014,32,KERALA,1
TUBE WELL KATHUA SICOP INDUSTRIAL AREA KATHUA,JAMMU & KASHMIR,2018,1,JAMMU AND KASHMIR,1
"RIICO PUMP HOUSE NEAR MONTO  MOTORS, MIA, ALWAR, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
WELL AT PUNALUR,KERALA,2016,32,KERALA,1
"WELL OF TEMPLE  PARASSINIKADAVU, KANNUR",KERALA,2019,32,KERALA,1
METTUPALAYAM,PONDICHERRY,2013,34,PUDUCHERRY,1
"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,2018,16,TRIPURA,1
"HAND PUMP AT TANAM VILL.,  VISHAKHAPATNAM, A.P.",ANDHRA PRADESH,2014,28,ANDHRA PRADESH,1
"TUBE WELL OF GIRDHARI LAL, BHITUJA, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
"HAND PUMP WATER IN CAMPUS OF KASTURBA WATER WORKS, MUNGER",BIHAR,2017,10,BIHAR,1
"DURGAPUR TOWN, NEAR IISCO, BURDWAN, WEST BENGAL",WEST BENGAL,2017,19,WEST BENGAL,1
"BURKHAMUNDA, JHARSUGUDA",ODISHA,2018,21,ODISHA,1
"GROUND WATER FROM LEDO,  MARGHERITA",ASSAM,2012,18,ASSAM,1
BORE WELL OF SACHIN GIDC.,GUJARAT,2017,24,GUJARAT,1
"NEAR 9 NO. PETROL PUMP, NEAR ADARSH NAGAR GATE, AJMER",RAJASTHAN,2017,8,RAJASTHAN,1
"NEAR GANDHI BHWAN, AJMER",RAJASTHAN,2012,8,RAJASTHAN,1
"TAP WATER PHED PUMP HOUSE MAIN ROAD, MOTIHARI",BIHAR,2016,10,BIHAR,1
"GROUND WATER AT SIDCUL INDUSTRIAL AREA- 1, HARIDWAR",UTTARAKHAND,2017,5,UTTARAKHAND,1
"DUG WELL OWNED BY SHRI  DESHMUKH. VILLAGE- MALEGAON, TALUKA- BARAMATI, DISTRICT- PUNE.",MAHARASHTRA,2012,27,MAHARASHTRA,1
SHERGHATI-BOREWELL WATER AT BUS  STAND,BIHAR,2017,10,BIHAR,1
"WELL AT VILLAGE GALONDA,  DADRA","DAMAN AND DIU, DADRA  AND NAGAR HAVELI",2019,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"SAP TUIKHUR, SERKAWN  NEARBY",MIZORAM,2019,15,MIZORAM,1
"SITE 2, INDUSTRIAL AREA  NEAR M/S AMIN SONS,  UNNAO",UTTAR PRADESH,2016,9,UTTAR PRADESH,1
WELL (PUBLIC )OPPOSITE  S.B.SCHOOL,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"KALAMASSERY ERNAKULAM  DISTT. , KERALA",Kerala,2013,32,KERALA,1
"LANKAMURA, TRIPURA",TRIPURA,2019,16,TRIPURA,1
SUPUAL-HAND PUMP WATER AT BUS STAND,BIHAR,2017,10,BIHAR,1
"PUBLIC WELL OPPOSITE  S.B.SCHOOL, LAKSHDWEEP",Lakshadweep,2013,31,LAKSHADWEEP,1
RESIDENTIAL AREA - SONARPUR,WEST BENGAL,2012,19,WEST BENGAL,1
"TAP WELL WATER FROM T. MODAL INTER SCHOOL, G.B ROAD, GAYA",BIHAR,2018,10,BIHAR,1
"SAP TUIKHUR, SERKAWN NEARBY",MIZORAM,2017,15,MIZORAM,1
"WELL OF BABULAL UKKAD JI  MALI, SAKARNA BERA,  BALOTRA, , JODHPUR",RAJASTHAN,2016,8,RAJASTHAN,1
"GROUND WATER FROM SECTOR  47, CHANDIGARH",CHANDIGARH,2019,4,CHANDIGARH,1
"AMTOLA ON DIAMOND HARBOUR  ROAD, 24 PARGANAS (S)",WEST BENGAL,2013,19,WEST BENGAL,1
"NEAR RIVER KUSHABHADRA, PURI",ODISHA,2016,21,ODISHA,1
BORE WELL OF BARDOLI AT REST  HOUSE.,GUJARAT,2016,24,GUJARAT,1
"DUG WELL NEAR RAILWAY  STATION, COTTON MARKET. VILLAGE- WARDHA",MAHARASHTRA,2012,27,MAHARASHTRA,1
"BORE WELL OF M/S MODERN  PUBLIC SCHOOL, BHIWADI, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
"OPPOSITE PRIVATE BUS STAND, AJMER",RAJASTHAN,2018,8,RAJASTHAN,1
GROUND WATER AT  BAROTIWALA,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"BORE WELL SH. UMESH KUMAR S/O SH. HORIDWARI RAM 3A-16 UIT, BHUTIJA, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
"MADAI GRAM, JABALPUR",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
GROUND WATER AT  MUCHIPARA DURGAPUR,WEST BENGAL,2019,19,WEST BENGAL,1
"BORE WELL SH. UMESH KUMAR  S/O SH. HORIDWARI RAM 3A-16 UIT, BHUTIJA, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"BOREWELL OF GIDC, JUNAGADH",GUJARAT,2018,24,GUJARAT,1
GROUND WATER AT  BERHAMPORE,WEST BENGAL,2019,19,WEST BENGAL,1
"GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT, ASSAM",ASSAM,2018,18,ASSAM,1
"WELL AT AHMEDABAD, GUJARAT",GUJARAT,2016,24,GUJARAT,1
"WELL AT KALAPET, PONDI.  UNIVERSITY ADMN. BLOCK",PUDUCHERRY,2019,34,PUDUCHERRY,1
BORE WELL OF PALSANA VILLAGE.,GUJARAT,2018,24,GUJARAT,1
"BOREWELL OF GIDC, VARTEJ,  BHAVNAGAR",GUJARAT,2016,24,GUJARAT,1
VAISHALI TAP WATER AT RAILWAY STATION CAMPUS HAZIPUR,BIHAR,2018,10,BIHAR,1
STP JAMALPUR,PUNJAB,2019,3,PUNJAB,1
PIRO HAND PUMP WATER AT CHURCH HIGH SCHOOL PIRO,BIHAR,2016,10,BIHAR,1
GROUND WATER FROM  JAMALPUR,BIHAR,2019,10,BIHAR,1
HAND PUMP AT HAMIRPUR TOWN,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
"BOREWELL NEAR PRIMARY SCHOOL, ADLOOR YELLAREDDY (N) SADASHIVANAGAR (M) KAMAREDDY DIST",TELANGANA,2018,36,TELANGANA,1
"WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI, BALOTRA, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
"BORE WELL OFFICE OF RAJ.  HOUSING BOARD, BHIWADI, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"WELL OF BHAG JI LAXMAN RAM  MALI, SAKARNA BERA, BALOTRA,  JODHPUR, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"Bore well at Shete Vasti,  near old Tuljapur road. Village- Tuljapur naka, Taluka- Solapur,District-  Solapur.",Maharashtra,2014,27,MAHARASHTRA,1
"SAGAR PARA DRAIN MEETING WITH RIVER GHAGGAR NEAR VILL SAGAR PARA, PATRAN",PUNJAB,2018,3,PUNJAB,1
"WELL, SHRI RAO PRAJAPATI WELL , M. P.",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
"NEDUMANGAD,  THIRUVANANTHAPURAM, KERALA",Kerala,2013,32,KERALA,1
"VILLAGE VINAYAKIA, JODHPUR  (HIRALAL KUMHAR)",Rajasthan,2014,8,RAJASTHAN,1
"OPPOSITE PRIVATE BUS STAND,  AJMER",RAJASTHAN,2012,8,RAJASTHAN,1
"BORE WELL AT WAHEGAON, NEAR  ZILLA PARISHET SCHOOL. VILLAGE- WAHEGAON, TALUKA- PAITHAN,DISTRICT-  AURANGABAD.",MAHARASHTRA,2012,27,MAHARASHTRA,1
"BOREWELL OF L & T LTD., PLOT NO. 144/146, SARKHEJ-BAVLA ROAD, SANAND, AHMEDABAD",GUJARAT,2017,24,GUJARAT,1
NEAR THE PHOSPHATE COMPANY-RISHRA,WEST BENGAL,2018,19,WEST BENGAL,1
WELL C/O MANDALI,LAKSHADWEEP,2019,31,LAKSHADWEEP,1
"WELL AT PARIVESH BHAWAN, DELHI",DELHI,2018,7,DELHI,1
HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
"CHUNMBAR RIVER,  PONDICHERRY",PUDUCHERRY,2016,34,PUDUCHERRY,1
"BOREWELL IN THE HOUSE  AKRAM KHAN, AMLAKI,  KHARGANJ INDL AREA, TIJARA,  ALWAR",RAJASTHAN,2019,8,RAJASTHAN,1
"WELL AT MARUTHI SCHOOL,  KARUVADIKUPPAM",PUDUCHERRY,2019,34,PUDUCHERRY,1
"BORE WELL WATER AT KATRA  BAZAR WATER TANK,  MALSALAMI, PATNA",BIHAR,2019,10,BIHAR,1
"RIICO TUBE WELL, RIA,  NEEMRANA",RAJASTHAN,2016,8,RAJASTHAN,1
BOREWELL KADI INDUSTRIAL AREA,GUJARAT,2017,24,GUJARAT,1
CENTRAL HOWRAH-RESIDENTAIL  AREA,WEST BENGAL,2016,19,WEST BENGAL,1
"WELL AT RASHTRAPATI  BHAWAN, DELHI",DELHI,2019,7,DELHI,1
WELL AT VERNA  INDI.ESTATE.(M/S CIPLA LIMITED),Goa,2013,30,GOA,1
BOREWELL LOCATED AT THANDA  DUNDIGAL (V) DHUNDIGAL (M)  MEDCHAL DISTRICT,TELANGANA,2019,36,TELANGANA,1
"SAKTHI NAGAR, NEAR  MUNICIPALITY SEWAGE  TREATMENT PLANT,  KOMPURANKADU, METTUR",TAMIL NADU,2019,33,TAMIL NADU,1
DUMRAON BORE WELL WATER AT PANI,BIHAR,2018,10,BIHAR,1
MOREGRAM CROSSING,WEST BENGAL,2013,19,WEST BENGAL,1
"RIICO TUBE WELL, RIA,  SHAHJAHANPUR, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF AMMONIA FERTIZER KANPUR, U.P",UTTAR PRADESH,2018,9,UTTAR PRADESH,1
"BORE WELL AT ARINAMA AKKIVALASA,  SRIKAKULAM",ANDHRA PRADESH,2017,28,ANDHRA PRADESH,1
PUBLIC HAND PUMP BEFORE  SANGANER PULIA,RAJASTHAN,2012,8,RAJASTHAN,1
"DOSIGAON, RATLAM",Madhya Pradesh,2014,23,MADHYA PRADESH,1
"BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIMITED, NADESARI, VADODARA",GUJARAT,2018,24,GUJARAT,1
BORE WELL OF CHHATRAL GIDC.,GUJARAT,2016,24,GUJARAT,1
"TUBE WELL AT CHURAIBARI  (INTERSTATE BOUNDRY),  NORTH TRIPURA",TRIPURA,2016,16,TRIPURA,1
PUNKUNNAM TRISSUR  DISTT.,KERALA,2012,32,KERALA,1
"BHAGATPURI VILLAGE, NAGDA",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
SURENDRANAGAR,GUJARAT,2017,24,GUJARAT,1
"MSW SITE, TALOJA, RAIGAD",MAHARASHTRA,2017,27,MAHARASHTRA,1
"OUTSIDE JLN HOSPITAL, AJMER",RAJASTHAN,2012,8,RAJASTHAN,1
(JORHAT,ASSAM,2016,18,ASSAM,1
"B/W AT AUROBINDO, HATNUR, SANGAREDDY",TELANGANA,2018,36,TELANGANA,1
GROUND WATER FROM TEZPUR  (MISSION CHARIALI),Assam,2013,18,ASSAM,1
"CWR OF PHED, BHITUJA",RAJASTHAN,2016,8,RAJASTHAN,1
"AT KALA AMB, H.P",HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
WELL AT VERNA  INDI.ESTATE.(M/S  CIPLA LIMITED),GOA,2016,30,GOA,1
"TRENCHING GROUND IN THE  PREMISES OF M/S LAKHANI FOOT  WEAR, INDORE",MADHYA PRADESH,2016,23,MADHYA PRADESH,1
"AT BAROTIWALA, H.P",HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"MADAI GRAM, JABALPUR",MADHYA PRADESH,2012,23,MADHYA PRADESH,1
"MORA-HAJIRA (INDUSTRIAL), HAJIRA",GUJARAT,2018,24,GUJARAT,1
"TUBE WELL AT 82 MILE,  DHALAI",TRIPURA,2016,16,TRIPURA,1
FROM THE HAND PUMP AT VILLAGE HAMIRA DISTT. KAPURTHALA,PUNJAB,2018,3,PUNJAB,1
"NEAR GANDHI BHWAN, AJMER",RAJASTHAN,2017,8,RAJASTHAN,1
"WELL OF IDAR, NAGAR PALIKA,  SAKARIA, IDAR",GUJARAT,2016,24,GUJARAT,1
"GROUND WATER PRIMARY SCHOOL DHOBI GHAT, DIST SINGROULI",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
"GROUND WATER FROM NALBARI, ASSAM",ASSAM,2017,18,ASSAM,1
"NAGAR PALIKA TUBE WELL, SULTANPUR, U.P",UTTAR PRADESH,2018,9,UTTAR PRADESH,1
Bore well Village-Gokhiware  Taluka- Vasai District- Thane,Maharashtra,2014,27,MAHARASHTRA,1
"SHUKLA TEA STAL POINT, LUDHIANA",PUNJAB,2017,3,PUNJAB,1
"Dug well No.2 at  Arketwadi.Village- Arketwadi, Taluka- Khed, District- Ratnagiri.",Maharashtra,2013,27,MAHARASHTRA,1
URUVAIYAR,PUDUCHERRY,2016,34,PUDUCHERRY,1
DEHRI ON SONE HAND PUMP WATER NEAR MUFFASIL THANA MORE,BIHAR,2018,10,BIHAR,1
"TUBE WELL AT NEAR TRENCHING GROUND, INDORE",MADHYA PRADESH,2018,23,MADHYA PRADESH,1
ANKLESHWAR (INDUSTRIAL AREA),GUJARAT,2018,24,GUJARAT,1
"SAHIBABAD INDUSTRIAL AREA,  GHAZIABAD, U.P",UTTAR PRADESH,2019,9,UTTAR PRADESH,1
"HAND PUMP AT VILLAGE  MANDAPIA, BHILWARA",RAJASTHAN,2019,8,RAJASTHAN,1
"PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,2016,4,CHANDIGARH,1
WELL AT METTUPALAYAM,PUDUCHERRY,2018,34,PUDUCHERRY,1
GROUND WATER NEAR  PANGRAM STONE CRASHER  CLUSTER,ASSAM,2019,18,ASSAM,1
KARUKAMANI,KERALA,2018,32,KERALA,1
"BOREWELL OF GIDC-NADIAD AT GIDC  OFFICE, GIDC NADIA",GUJARAT,2016,24,GUJARAT,1
"HAND PUMP WATER NEAR COURT LOWER COURT, PURNEA",BIHAR,2018,10,BIHAR,1
"BOREWELL NEAR  GRAMPANCHYAT OFFICE,  KISTAIPALLY VILLAGE JINNARM  MANDAL, SANGAREDDY  DISTRICT",TELANGANA,2019,36,TELANGANA,1
"MUSADIHA, PARADEEP",ODISHA,2017,21,ODISHA,1
SAMASTIPUR HAND PUMP WATER AT COLLECTRIATE CAMPUS,BIHAR,2018,10,BIHAR,1
"GROUND WATER IN  PANCHGRAM MARKET NEAR  CACHAR PAPER MILL, ASSAM",ASSAM,2019,18,ASSAM,1
"MALAPURAM , KERALA",Kerala,2013,32,KERALA,1
"SECTOR 15, CHANDIGARH",CHANDIGARH,2017,4,CHANDIGARH,1
"Dug well at Gunjalwadi,  Sangamner near Primary Health Care Center. Village- Gunjalwadi, Taluka-  Sangamner, District- Ahmadnagar.",Maharashtra,2013,27,MAHARASHTRA,1
"SDO OFFICE, RANAGHAT",WEST BENGAL,2018,19,WEST BENGAL,1
Bore Well,Maharashtra,2014,27,MAHARASHTRA,1
"NALCO TOWNSHIP, TALCHER",ODISHA,2019,21,ODISHA,1
"B/W NEAR DANTUR (OPEN  LAND), POCHAMPALLY MANDAL",TELANGANA,2019,36,TELANGANA,1
WELL-1 ROHTAS,BIHAR,2019,10,BIHAR,1
"VILLAGE GALONDA, DADRA","DADRA & NAGAR 
HAVELI",2017,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
GROUND WATER FROM LAKHIMPUR  TOWN,ASSAM,2012,18,ASSAM,1
HAND PUMP AT JWALAJI  TEMPLE,HIMACHAL PRADESH,2016,2,HIMACHAL PRADESH,1
"TUBEWELL AT INDL AREA, ANUPPUR",MADHYA PRADESH,2017,23,MADHYA PRADESH,1
"TUBE WELL AT SHANTIR BAZAR, SOUTH TRIPURA",TRIPURA,2017,16,TRIPURA,1
SATI GHAT AT BANKURA TOWN,WEST BENGAL,2017,19,WEST BENGAL,1
"WELL OF CHOUTHA RAM PUSA PAM,  LEFT SIDE OF BRIDGE LUNI, BALOTRA",RAJASTHAN,2012,8,RAJASTHAN,1
"GROUND WATER FROM GARMUR, MAJULI",ASSAM,2017,18,ASSAM,1
"SAP TUIKHUR, SERKAWN NEARBY",MIZORAM,2018,15,MIZORAM,1
BORE WELL OF NAVSARI GIDC INDUSTRIES ASSOCIATION OFFICE.,GUJARAT,2018,24,GUJARAT,1
NEAR ARYA KANYA INTER  COLLEGE. JALAUN,Uttar Pradesh,2014,9,UTTAR PRADESH,1
GROUND WATER FROM MANER,BIHAR,2019,10,BIHAR,1
"Bore well Near Gram  Panchayat office. Village-Changera, Taluka- Gondia, District- Gondia.",Maharashtra,2013,27,MAHARASHTRA,1
"BOREWELL OF BSNL OFFICE,  SECTOR-03, HIRAN MARG,  UDAIPUR",RAJASTHAN,2019,8,RAJASTHAN,1
WELL AT ANKLESHWAR  INDUSTRIAL AREA (BORE WELL  OF M/S INDUSTRIAL CARBON AT  ANKLESHWAR- RAJPIPLA ROAD.,GUJARAT,2019,24,GUJARAT,1
"NALCO TOWNSHIP, TALCHER",ODISHA,2017,21,ODISHA,1
"NALCO TOWNSHIP, TALCHER",ODISHA,2018,21,ODISHA,1
"TUBE WELL AT RSSB, TIBBA ROAD, LUDHIANA INDUSTRIAL AREA",PUNJAB,2018,3,PUNJAB,1
"NEAR SEA BEACH, PURI",ODISHA,2019,21,ODISHA,1
"PHED WELL NEAR RAILWAY LINE  JHOTAWARA, JAIPUR, RAJASTHAN",Rajasthan,2014,8,RAJASTHAN,1
BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,2014,2,HIMACHAL PRADESH,1
PATNA,Bihar,2013,10,BIHAR,1
"NEAR RAILWAY STATION STAND, BERHAMPUR",ODISHA,2017,21,ODISHA,1
"WELL AT KARIMBAM, KANNUR",Kerala,2014,32,KERALA,1
"WELL OF RAM CHANDRA DEWRA,  VILLAGE- SANGARIA, JODHPUR, RAJASTHAN",Rajasthan,2013,8,RAJASTHAN,1
"WELL AT DWARKA, DELHI",DELHI,2019,7,DELHI,1
"B/W NEAR INDL. AREA BORASARA &  NAVAPURA, DIST. SUR",GUJARAT,2016,24,GUJARAT,1
"WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI, BALOTRA, RAJASTHAN",RAJASTHAN,2018,8,RAJASTHAN,1
"BORE WELL AT WAHEGAON  NEAR ZILLA PARISHET  SCHOOL, PAITHAN,  AURANGABAD",MAHARASHTRA,2016,27,MAHARASHTRA,1
"RIICO TUBE WELL, RIA,  NEEMRANA",RAJASTHAN,2012,8,RAJASTHAN,1
"VILLAGE MASAT, DADRA","DAMAN & DIU, DADRA & 
NAGAR HAVELI",2018,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1
"CHALTLANG HAND PUMP, NEAR REMI TYRE WORKS",MIZORAM,2018,15,MIZORAM,1
"WELL AT VILLAGE ALUPUR, VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
HAND PUMP AT PARWANOO IA,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
SHERGHATI BORE WELL WATER AT BUS STAND,BIHAR,2018,10,BIHAR,1
"NEAR JAGANNATH TEMPLE, PURI",ODISHA,2019,21,ODISHA,1
GROUND WATER AT NALAGARH,HIMACHAL PRADESH,2019,2,HIMACHAL PRADESH,1
"AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,2017,22,CHHATTISGARH,1
"WELL AT PAYYANNUR, KANNUR  DISTT. , KERALA",KERALA,2019,32,KERALA,1
HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,2018,2,HIMACHAL PRADESH,1
"INDL AREA, SULTANPUR ROAD",UTTAR PRADESH,2012,9,UTTAR PRADESH,1
"R.S. PURA TEHSIL,  JAMMU,J&K",JAMMU & KASHMIR,2012,1,JAMMU AND KASHMIR,1
"AKOT, AKOLA",MAHARASHTRA,2016,27,MAHARASHTRA,1
"BIDANASHI - TULASIPUR AREA,  CUTTACK, ORISSA",ORISSA,2012,21,ODISHA,1
"TUBE WELL AT BAGAFA,  SOUTH TRIPURA",TRIPURA,2016,16,TRIPURA,1
"TOANSA, PUNJAB",PUNJAB,2017,3,PUNJAB,1
"BOREWELL AT THAHEKHU  VILLAGE, DIMAPUR",NAGALAND,2019,13,NAGALAND,1
GROUND WATER FROM LAKWAH,ASSAM,2018,18,ASSAM,1
"VILLAGE VINAYAKIA, JODHPUR (BADRI KUMHAR)",RAJASTHAN,2018,8,RAJASTHAN,1
"BORE WELL OF M/S KUNDAN  EDIBLE FOOD PRODUCT,  KHUSKHERA, RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"LANKAMURA, TRIPURA",TRIPURA,2014,16,TRIPURA,1
K.M.M.L. (KOLLAM),Kerala,2014,32,KERALA,1
"GROUND WATER FROM  MEHEPUR TRENCHING GROUND,  MEHERPUR, CACHAR",ASSAM,2019,18,ASSAM,1
WELL AT PANTHAKKAL,PUDUCHERRY,2019,34,PUDUCHERRY,1
WELL AT VERNA  INDI.ESTATE.(M/S CIPLA  LIMITED),GOA,2019,30,GOA,1
"DHAPA CALCUTTA, WEST  BENGAL",WEST BENGAL,2019,19,WEST BENGAL,1
"DISTRICT COLLECTOR, DAUSA",RAJASTHAN,2019,8,RAJASTHAN,1
"BOREWELL NEAR TSDF SITE OF  NARODA ENVIRO PROJECT.LTD,  ODHAVE, AHMEDABAD",GUJARAT,2019,24,GUJARAT,1
GROUND WATER FROM HIALAKANDI  (NEAR ASTC BUS STAND ),Assam,2014,18,ASSAM,1
"TUBE WELL/ HAND PUMP NEAR  MANGLIA INDUSTRIAL AREA ,  INDORE",MADHYA PRADESH,2019,23,MADHYA PRADESH,1
"BHAHMNI, KALMESHWAR,  NAGPUR",MAHARASHTRA,2016,27,MAHARASHTRA,1
"GROUND WATER AT SELAQUI INDUSTRIAL AREA- 2, DEHRADUN",UTTARAKHAND,2017,5,UTTARAKHAND,1
"HAND PUMP WATER NEAR BUS STAND TILKS MANJHI CHOWK,  BEGUSARAI",BIHAR,2016,10,BIHAR,1
"HAND PUMP AT PITTAVANIPALEM,  VISHAKHAPATNAM",ANDHRA PRADESH,2017,28,ANDHRA PRADESH,1
WELL OF BARDOLI AT REST HOUSE.,GUJARAT,2018,24,GUJARAT,1
"LEATHER COMPLEX, JALANDHAR,  PUNJAB",PUNJAB,2014,3,PUNJAB,1
BHAVNAGAR,GUJARAT,2017,24,GUJARAT,1
GEOKHALI BUNGLOW  MIDNAPUR-EAST,WEST BENGAL,2012,19,WEST BENGAL,1
TUBE WELL AT PANISAGAR,TRIPURA,2019,16,TRIPURA,1
"BORE WELL SH. BHRAM JEET  SERVICE STATION, BHIWADI,  RAJASTHAN",RAJASTHAN,2019,8,RAJASTHAN,1
"TUBE WELL WATER AT COLLECTRIATE CAMPUS, BUXAR",BIHAR,2017,10,BIHAR,1
HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,2013,2,HIMACHAL PRADESH,1
GODHARA,GUJARAT,2016,24,GUJARAT,1
CHELLORA TRENCHING GROUND  (KANNUR),Kerala,2013,32,KERALA,1
"B/W. - PRIMARY SCHOOL -  RUDRAVELLI (V) , BIBINAGAR  (M), NALGONDA DIST.",TELANGANA,2019,36,TELANGANA,1
WELL C/O MPSAF QUARTER,LAKSHADWEEP,2016,31,LAKSHADWEEP,1
"WELL AT SULTANPURI, DELHI",DELHI,2019,7,DELHI,1
"SHANGPUNG, MEGHALAYA",MEGHALAYA,2012,17,MEGHALAYA,1
WELL C/O CIRCUIT HOUSE,LAKSHADWEEP,2017,31,LAKSHADWEEP,1
"BORE WELL OF M/S MODERN PUBLIC SCHOOL, BHIWADI, RAJASTHAN",RAJASTHAN,2017,8,RAJASTHAN,1
MANDI-D/S OF MSW DUMPING  SITE,HIMACHAL PRADESH,2012,2,HIMACHAL PRADESH,1
"B/W. - SWARNAMUKHI RIVER,  SRIKALAHASTI, CHITTOOR DIST., A.P.",ANDHRA PRADESH,2013,28,ANDHRA PRADESH,1
